SCHOOL_ID,DATUM,INSTELLINGSNAAM_VESTIGING,POSTCODE_VESTIGING,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,PROVINCIE,SOORT_PO,DENOMINATIE_VESTIGING,BEVOEGD_GEZAG_NUMMER,EXAMEN,EXAMEN_AANTAL,EXAMEN_GEM
015AI_2016,2016,Paulusschool,1214ET,HILVERSUM,402,Hilversum,Noord-Holland,Bo,Rooms-Katholiek,78912,IEP,19,82.5263157894737
015AL_2016,2016,Chr Basissch de Horizon,2625BW,DELFT,503,Delft,Zuid-Holland,Bo,Protestants-Christelijk,83228,CET,27,534.555555555556
015AN_2016,2016,Wereldwijs,2806JM,GOUDA,513,Gouda,Zuid-Holland,Bo,Openbaar,41527,CET,39,529.7435897435901
015AO_2016,2016,OBS Boekhorst,8431CW,OOSTERWOLDE FR,85,Ooststellingwerf,Friesland,Bo,Openbaar,41631,CET,19,536.473684210526
015AP_2016,2016,Jan Campertschool,1985EL,DRIEHUIS NH,453,Velsen,Noord-Holland,Bo,Openbaar,41375,CET,32,537.65625
015AS_2016,2016,De Oleander,9501VX,STADSKANAAL,37,Stadskanaal,Groningen,Bo,Openbaar,41780,CET,7,529.428571428571
115AS_2016,2016,De Oleander,9501XC,STADSKANAAL,37,Stadskanaal,Groningen,Bo,Openbaar,41780,CET,6,524.5
015AU_2016,2016,Obs de Tweemaster,4388CH,OOST-SOUBURG,718,Vlissingen,Zeeland,Bo,Openbaar,42610,IEP,37,71.6756756756757
015AV_2016,2016,De Finne,9003MJ,WARTEN,80,Leeuwarden,Friesland,Bo,Openbaar,41850,CET,12,532.833333333333
015AZ_2016,2016,Westermarskoalle,8501NC,JOURE,1921,De Friese Meren,Friesland,Bo,Openbaar,41777,CET,24,537.166666666667
015BD_2016,2016,Dominee Hasperschool,8491HA,AKKRUM,74,Heerenveen,Friesland,Bo,Protestants-Christelijk,41419,CET,22,529.181818181818
015BG_2016,2016,Basisschool de Rank,2406BB,ALPHEN AAN DEN RIJN,484,Alphen aan den Rijn,Zuid-Holland,Bo,Protestants-Christelijk,40530,CET,47,533.042553191489
015BI_2016,2016,Basisschool Hoffenne,2201WN,NOORDWIJK ZH,575,Noordwijk,Zuid-Holland,Bo,Protestants-Christelijk,41366,CET,19,534.947368421053
015BO_2016,2016,Chr Basisschool Samuel,3415RE,POLSBROEK,331,Lopik,Utrecht,Bo,Protestants-Christelijk,41439,CET,5,531.8
015BQ_2016,2016,Geref Bs Johannes Calvyn,7906AN,HOOGEVEEN,118,Hoogeveen,Drenthe,Bo,Gereformeerd vrijgemaakt,41168,CET,16,538.1875
115BR_2016,2016,Emile Wesly Basisschool,6227RS,MAASTRICHT,935,Maastricht,Limburg,Bo,Protestants-Christelijk,40717,CET,7,538.714285714286
015BT_2016,2016,Chr Basissch De Hochte,9661AK,ALTEVEER GN,37,Stadskanaal,Groningen,Bo,Protestants-Christelijk,41358,CET,21,537.285714285714
015BU_2016,2016,Chr Basisschool,8055PT,LAAG ZUTHEM,177,Raalte,Overijssel,Bo,Protestants-Christelijk,41861,CET,6,535.666666666667
015BV_2016,2016,RK BS de Vonder,4941AC,RAAMSDONKSVEER,779,Geertruidenberg,Noord-Brabant,Bo,Rooms-Katholiek,41978,CET,41,536.317073170732
015BW_2016,2016,Ds G.H. Kerstenschool,4401JC,YERSEKE,703,Reimerswaal,Zeeland,Bo,Reformatorisch,42836,CET,43,533.325581395349
015BX_2016,2016,RK Spoorbuurtschool,1761EC,ANNA PAULOWNA,1911,Hollands Kroon,Noord-Holland,Bo,Rooms-Katholiek,55238,CET,45,535.088888888889
015BY_2016,2016,RK Basisschool St Jozef,7045AG,AZEWIJN,1955,Montferland,Gelderland,Bo,Rooms-Katholiek,50844,CET,14,530.071428571429
015BZ_2016,2016,Mariaschool,7041ZM,'S-HEERENBERG,1955,Montferland,Gelderland,Bo,Rooms-Katholiek,50844,CET,30,535.033333333333
015CA_2016,2016,Heilig Hartschool,6616AV,HERNEN,296,Wijchen,Gelderland,Bo,Rooms-Katholiek,38001,CET,15,535.533333333333
015CB_2016,2016,Basisschool Eben Haezer,7395PC,TEUGE,285,Voorst,Gelderland,Bo,Reformatorisch,45722,CET,25,533.4
015CC_2016,2016,PC Basissch de Hoeksteen,3207AC,SPIJKENISSE,1930,Nissewaard,Zuid-Holland,Bo,Protestants-Christelijk,45917,IEP,19,84.3157894736842
015CF_2016,2016,Basissch met de Bijbel,6741GK,LUNTEREN,228,Ede,Gelderland,Bo,Reformatorisch,47438,CET,11,529.272727272727
015CG_2016,2016,NBS De Sterren,9982LK,UITHUIZERMEEDEN,1651,Eemsmond,Groningen,Bo,Algemeen bijzonder,47945,CET,12,534.583333333333
015CK_2016,2016,Basisschool St Jozef,5089NL,HAGHORST,798,Hilvarenbeek,Noord-Brabant,Bo,Rooms-Katholiek,40941,CET,13,538.538461538462
015CM_2016,2016,Sint Jansschool voor Bso,5529AK,CASTEREN,1728,Bladel,Noord-Brabant,Bo,Rooms-Katholiek,44201,CET,15,532.6
015CO_2016,2016,Roncallischool,6882GZ,VELP GLD,275,Rheden,Gelderland,Bo,Rooms-Katholiek,40812,CET,33,532.939393939394
015CP_2016,2016,Basisschool Aloysius,3155BM,MAASLAND,1842,Midden-Delfland,Zuid-Holland,Bo,Rooms-Katholiek,62778,ROUTE8,36,215.47222222222197
015CQ_2016,2016,RK Basissch de Nobelaer,3255BG,OUDE-TONGE,1924,Goeree-Overflakkee,Zuid-Holland,Bo,Rooms-Katholiek,64169,CET,20,535.65
015CR_2016,2016,Bs St Antonius van Padua,5492JS,SINT-OEDENRODE,846,Sint-Oedenrode,Noord-Brabant,Bo,Rooms-Katholiek,41731,CET,22,532.863636363636
015CS_2016,2016,PassePartout,5931KS,TEGELEN,983,Venlo,Limburg,Bo,Rooms-Katholiek,75597,ROUTE8,38,201.368421052632
015CT_2016,2016,RK Basisschool de Schalm,5262BN,VUGHT,865,Vught,Noord-Brabant,Bo,Rooms-Katholiek,39600,CET,60,540.633333333333
015CU_2016,2016,RK Basissch Het Molenven,5263DP,VUGHT,865,Vught,Noord-Brabant,Bo,Rooms-Katholiek,39600,CET,44,538.477272727273
015CV_2016,2016,Basisschool de Wilderen,5581AS,WAALRE,866,Waalre,Noord-Brabant,Bo,Rooms-Katholiek,31384,CET,56,532.392857142857
015CX_2016,2016,RK Basissch De Hoeksteen,4765CP,ZEVENBERGSCHEN HOEK,1709,Moerdijk,Noord-Brabant,Bo,Rooms-Katholiek,41782,CET,17,539.588235294118
015CY_2016,2016,Basisschool Sint Jozef,1756BB,'T ZAND NH,441,Schagen,Noord-Holland,Bo,Rooms-Katholiek,55238,CET,28,529.857142857143
015CZ_2016,2016,RK Basisschool Aloysius,3817DV,AMERSFOORT,307,Amersfoort,Utrecht,Bo,Rooms-Katholiek,71488,CET,37,540.405405405405
015DA_2016,2016,Antoniusschool voor Bso,2111ZC,AERDENHOUT,377,Bloemendaal,Noord-Holland,Bo,Rooms-Katholiek,72242,CET,28,537.571428571429
015DB_2016,2016,Kbs Petrus en Paulus,4819HR,BREDA,758,Breda,Noord-Brabant,Bo,Rooms-Katholiek,41407,CET,58,536.275862068965
015DC_2016,2016,RK BS de Bolster,5151ZK,DRUNEN,797,Heusden,Noord-Brabant,Bo,Rooms-Katholiek,78222,CET,16,538.9375
015DD_2016,2016,Basissch de Driesprong,6166EG,GELEEN,1883,Sittard-Geleen,Limburg,Bo,Rooms-Katholiek,40987,CET,87,538.712643678161
015DF_2016,2016,Jan van Schengenschool,4451AK,HEINKENSZAND,654,Borsele,Zeeland,Bo,Rooms-Katholiek,73932,CET,42,539.809523809524
015DI_2016,2016,Basisschool St Gertrudis,6265AS,SINT GEERTRUID,1903,Eijsden-Margraten,Limburg,Bo,Rooms-Katholiek,42669,CET,10,530.7
015DK_2016,2016,De Ariensschool,3525AR,UTRECHT,344,Utrecht,Utrecht,Bo,Rooms-Katholiek,77195,CET,16,529.1875
015DL_2016,2016,Basisschool Mgr Bekkers,9641LT,VEENDAM,47,Veendam,Groningen,Bo,Rooms-Katholiek,45000,CET,34,535.705882352941
015DM_2016,2016,Christoffelschool,5583XG,WAALRE,866,Waalre,Noord-Brabant,Bo,Rooms-Katholiek,31384,CET,38,541.947368421053
015DP_2016,2016,Sch md Bijbel de Wegw,8097SG,OOSTERWOLDE GLD,269,Oldebroek,Gelderland,Bo,Reformatorisch,89532,CET,16,534.5
015DQ_2016,2016,Basisschool Eben Haezer,8376HB,OSSENZIJL,1708,Steenwijkerland,Overijssel,Bo,Protestants-Christelijk,41270,ROUTE8,5,205.6
015DS_2016,2016,Hendrik de Cockschool,9971CN,ULRUM,1663,De Marne,Groningen,Bo,Protestants-Christelijk,41261,CET,8,540.75
015DT_2016,2016,Basissch de Dorenhagen,5552KK,VALKENSWAARD,858,Valkenswaard,Noord-Brabant,Bo,Protestants-Christelijk,31384,CET,30,534.0
015DU_2016,2016,CBS Het Baken,9678RW,WESTERLEE GN,1895,Oldambt,Groningen,Bo,Protestants-Christelijk,41845,CET,21,533.9047619047619
015DV_2016,2016,S A B,2111EB,AERDENHOUT,377,Bloemendaal,Noord-Holland,Bo,Algemeen bijzonder,94316,CET,18,539.111111111111
015DW_2016,2016,De Nieuwe Veste,4651CX,STEENBERGEN NB,851,Steenbergen,Noord-Brabant,Bo,Algemeen bijzonder,40980,IEP,8,85.875
015DX_2016,2016,Eerste Jan Ligthartsch,5014GE,TILBURG,855,Tilburg,Noord-Brabant,Bo,Algemeen bijzonder,97917,CET,31,533.8387096774189
015DY_2016,2016,Chr Basisschool Alpha,9256HR,RYPTSJERK,737,Tytsjerksteradiel,Friesland,Bo,Protestants-Christelijk,40648,CET,9,537.111111111111
015ED_2016,2016,De Kameleon,2402MZ,ALPHEN AAN DEN RIJN,484,Alphen aan den Rijn,Zuid-Holland,Bo,Openbaar,41431,CET,33,532.69696969697
015EF_2016,2016,o.b.s.Theo Thijssen,9406AX,ASSEN,106,Assen,Drenthe,Bo,Openbaar,13785,IEP,29,76.20689655172409
015EG_2016,2016,obs Het Veldboeket,8013TV,ZWOLLE,193,Zwolle,Overijssel,Bo,Openbaar,42623,CET,12,525.583333333333
015EI_2016,2016,OBS de Wensvogel,6951GZ,DIEREN,275,Rheden,Gelderland,Bo,Openbaar,41617,CET,8,524.75
015EJ_2016,2016,Loep,3122TA,SCHIEDAM,606,Schiedam,Zuid-Holland,Bo,Openbaar,41567,CET,19,518.210526315789
015EP_2016,2016,Obs de Ommewending,9644VL,VEENDAM,47,Veendam,Groningen,Bo,Openbaar,41780,ROUTE8,8,183.125
015EQ_2016,2016,De Wereldwijzer,3132EL,VLAARDINGEN,622,Vlaardingen,Zuid-Holland,Bo,Openbaar,41535,IEP,20,74.4
015EV_2016,2016,Basisschool 't Holtpad,8475EB,NIJEHOLTPADE,98,Weststellingwerf,Friesland,Bo,Openbaar,41631,IEP,9,78.55555555555559
015EX_2016,2016,Obs de Pionier,1188AM,AMSTELVEEN,362,Amstelveen,Noord-Holland,Bo,Openbaar,41580,IEP,46,81.9130434782609
015FC_2016,2016,Obs De Schakel,7423DS,DEVENTER,150,Deventer,Overijssel,Bo,Openbaar,41862,CET,19,534.368421052632
015FD_2016,2016,Windkracht 10,8304DR,EMMELOORD,171,Noordoostpolder,Flevoland,Bo,Openbaar,40662,CET,18,534.555555555556
015FE_2016,2016,RK Bs de Spelevaert,2724TT,ZOETERMEER,637,Zoetermeer,Zuid-Holland,Bo,Rooms-Katholiek,40377,IEP,45,72.95555555555549
015FH_2016,2016,Basisschool de Schakel,2371RE,ROELOFARENDSVEEN,1884,Kaag en Braassem,Zuid-Holland,Bo,"Samenwerking PC, RK",40969,CET,30,532.533333333333
015FJ_2016,2016,BS t Haimstee,9642HW,VEENDAM,47,Veendam,Groningen,Bo,Protestants-Christelijk,41845,CET,14,539.428571428571
015FK_2016,2016,Basisschool St Aloysius,6211PG,MAASTRICHT,935,Maastricht,Limburg,Bo,Rooms-Katholiek,41373,CET,39,538.153846153846
015FL_2016,2016,De Branding,8255CH,SWIFTERBANT,303,Dronten,Flevoland,Bo,Protestants-Christelijk,42600,CET,29,536.206896551724
015FM_2016,2016,De Wingerd,8212CA,LELYSTAD,995,Lelystad,Flevoland,Bo,Protestants-Christelijk,60985,IEP,24,83.625
015FO_2016,2016,Kon Wilhelminaschool,3031VB,ROTTERDAM,599,Rotterdam,Zuid-Holland,Bo,Protestants-Christelijk,74531,CET,15,531.333333333333
115FO_2016,2016,Kon Wilhelminaschool,3014RC,ROTTERDAM,599,Rotterdam,Zuid-Holland,Bo,Protestants-Christelijk,74531,CET,15,532.0666666666671
015FQ_2016,2016,Titus Brandsmaschool,1222VC,HILVERSUM,402,Hilversum,Noord-Holland,Bo,Rooms-Katholiek,78912,ROUTE8,25,200.8
015FR_2016,2016,Basisschool Schoter Duyn,1785SZ,DEN HELDER,400,Den Helder,Noord-Holland,Bo,Protestants-Christelijk,79874,IEP,30,68.1666666666667
015FS_2016,2016,Eerste Montessorischool,3995AH,HOUTEN,321,Houten,Utrecht,Bo,Algemeen bijzonder,40350,IEP,45,79.6666666666667
015FT_2016,2016,Chr Basissch Rembrandt,2625GM,DELFT,503,Delft,Zuid-Holland,Bo,Protestants-Christelijk,83228,CET,27,529.666666666667
115FT_2016,2016,Chr Basisschool de Ark,2623NW,DELFT,503,Delft,Zuid-Holland,Bo,Protestants-Christelijk,83228,CET,15,532.9333333333329
015FU_2016,2016,Kath Basissch Overhoven,6136AT,SITTARD,1883,Sittard-Geleen,Limburg,Bo,Rooms-Katholiek,83280,CET,20,537.15
015FX_2016,2016,Brederode Daltonschool,2082BD,SANTPOORT-ZUID,453,Velsen,Noord-Holland,Bo,Openbaar,41375,CET,28,537.285714285714
015FZ_2016,2016,OBS De Badde,9581GC,MUSSELKANAAL,37,Stadskanaal,Groningen,Bo,Openbaar,41780,CET,5,535.8
015GC_2016,2016,De Boarne,8495KH,ALDEBOARN,74,Heerenveen,Friesland,Bo,Openbaar,41573,CET,10,529.8
015GF_2016,2016,Burg Amersfoordtschool,1171HC,BADHOEVEDORP,394,Haarlemmermeer,Noord-Holland,Bo,Openbaar,13622,CET,34,537.588235294118
015GH_2016,2016,Basisschool 't Ambyld,8407ER,TERWISPEL,86,Opsterland,Friesland,Bo,Openbaar,41806,CET,17,529.823529411765
015GL_2016,2016,PC Bs Gr van Prinsterer,2405VG,ALPHEN AAN DEN RIJN,484,Alphen aan den Rijn,Zuid-Holland,Bo,Protestants-Christelijk,40530,CET,10,533.5
015GR_2016,2016,Hofdyckschool,2341SE,OEGSTGEEST,579,Oegstgeest,Zuid-Holland,Bo,Protestants-Christelijk,37233,CET,28,541.857142857143
015GT_2016,2016,RK BS de Wilsdonck,4941ZA,RAAMSDONKSVEER,779,Geertruidenberg,Noord-Brabant,Bo,Rooms-Katholiek,41978,CET,34,531.411764705882
015GV_2016,2016,Pastoor Galamaschool,7041GL,'S-HEERENBERG,1955,Montferland,Gelderland,Bo,Rooms-Katholiek,50844,CET,32,532.53125
015GW_2016,2016,SBO de Windroos,6532AL,NIJMEGEN,268,Nijmegen,Gelderland,Sbo,Rooms-Katholiek,29810,ROUTE8,31,153.935483870968
015GX_2016,2016,RK Basissch de Laarhorst,6845JE,ARNHEM,202,Arnhem,Gelderland,Bo,Rooms-Katholiek,40812,CET,24,532.333333333333
015GZ_2016,2016,Sint Fredericusschool,6881SV,VELP GLD,275,Rheden,Gelderland,Bo,Rooms-Katholiek,40812,CET,27,529.592592592593
015HB_2016,2016,RK Basisschool de Kubus,3812HG,AMERSFOORT,307,Amersfoort,Utrecht,Bo,Rooms-Katholiek,71488,CET,33,528.424242424242
015HH_2016,2016,Basisschool de Bouwhof,7339KP,UGCHELEN,200,Apeldoorn,Gelderland,Bo,Protestants-Christelijk,82526,CET,18,532.0
015HJ_2016,2016,Obs de Oldenye,8911DV,LEEUWARDEN,80,Leeuwarden,Friesland,Bo,Openbaar,41850,IEP,27,82.14814814814821
015HQ_2016,2016,obs De Campherbeek,8024XM,ZWOLLE,193,Zwolle,Overijssel,Bo,Openbaar,42623,CET,29,534.655172413793
015HR_2016,2016,De Catamaran,2907NB,CAPELLE AAN DEN IJSSEL,502,Capelle aan den IJssel,Zuid-Holland,Bo,Openbaar,41545,CET,12,524.666666666667
115HR_2016,2016,De Catamaran,2907BD,CAPELLE AAN DEN IJSSEL,502,Capelle aan den IJssel,Zuid-Holland,Bo,Openbaar,41545,CET,19,536.052631578947
015HS_2016,2016,Annie M G Schmidtschool,6952EK,DIEREN,275,Rheden,Gelderland,Bo,Openbaar,41617,CET,18,532.0
015HT_2016,2016,De Violier,3124SG,SCHIEDAM,606,Schiedam,Zuid-Holland,Bo,Openbaar,41567,CET,69,534.478260869565
015HW_2016,2016,OBS De Garven,9932CR,DELFZIJL,10,Delfzijl,Groningen,Bo,Openbaar,41574,CET,18,534.944444444444
015HY_2016,2016,Jan Ligthart,3135JN,VLAARDINGEN,622,Vlaardingen,Zuid-Holland,Bo,Openbaar,41535,CET,63,537.253968253968
015IB_2016,2016,Op e Grins,8412SW,HOORNSTERZWAAG,74,Heerenveen,Friesland,Bo,Openbaar,41573,CET,6,540.333333333333
015IC_2016,2016,Apollo,2324BG,LEIDEN,546,Leiden,Zuid-Holland,Bo,Openbaar,42504,CET,22,532.181818181818
015IE_2016,2016,Montessorisch Jan Vermeer,2612SR,DELFT,503,Delft,Zuid-Holland,Bo,Openbaar,41441,ROUTE8,40,213.125
015IF_2016,2016,Obs de Kring,3223GE,HELLEVOETSLUIS,530,Hellevoetsluis,Zuid-Holland,Bo,Openbaar,41570,CET,54,536.314814814815
015IH_2016,2016,De Uilenburch,4333BW,MIDDELBURG,687,Middelburg,Zeeland,Bo,Openbaar,42610,IEP,32,84.5625
015IK_2016,2016,Obs Kolmenscate,7421GP,DEVENTER,150,Deventer,Overijssel,Bo,Openbaar,41862,CET,39,537.384615384615
015IQ_2016,2016,Montessori Basisschool,6211RT,MAASTRICHT,935,Maastricht,Limburg,Bo,Rooms-Katholiek,41373,CET,42,536.952380952381
015IR_2016,2016,Het Mozaiek,8231GD,LELYSTAD,995,Lelystad,Flevoland,Bo,Protestants-Christelijk,60985,IEP,11,74.0
015IU_2016,2016,Julianaschool v PC Bso,6824PC,ARNHEM,202,Arnhem,Gelderland,Bo,Protestants-Christelijk,40972,CET,39,534.897435897436
015IV_2016,2016,Prins Mauritsschool,8918GE,LEEUWARDEN,80,Leeuwarden,Friesland,Bo,Protestants-Christelijk,41419,IEP,24,69.4583333333333
015IX_2016,2016,De Trimaran,1784AW,DEN HELDER,400,Den Helder,Noord-Holland,Bo,"Samenwerking PC, RK",55238,IEP,27,77.0
015IY_2016,2016,Montessori BS Roermond,6042JV,ROERMOND,957,Roermond,Limburg,Bo,Algemeen bijzonder,41692,CET,27,536.037037037037
015JC_2016,2016,Obs Anninksschool,7557BT,HENGELO OV,164,Hengelo,Overijssel,Bo,Openbaar,41814,IEP,41,76.0975609756098
015JD_2016,2016,'t Startblok,8435XV,DONKERBROEK,85,Ooststellingwerf,Friesland,Bo,Openbaar,41631,ROUTE8,15,184.06666666666698
015JE_2016,2016,De Molenweid,1991EV,VELSERBROEK,453,Velsen,Noord-Holland,Bo,Openbaar,41375,CET,22,531.227272727273
015JF_2016,2016,De Toonladder,3438RA,NIEUWEGEIN,356,Nieuwegein,Utrecht,Bo,Openbaar,41792,CET,59,535.0
015JG_2016,2016,OBS De Musselhorst,9581CZ,MUSSELKANAAL,37,Stadskanaal,Groningen,Bo,Openbaar,41780,CET,12,528.583333333333
015JI_2016,2016,De Houtuyn,4385HT,VLISSINGEN,718,Vlissingen,Zeeland,Bo,Openbaar,42610,IEP,15,79.1333333333333
015JJ_2016,2016,It Tredde Ste,9011WE,JIRNSUM,80,Leeuwarden,Friesland,Bo,Openbaar,41850,CET,12,533.333333333333
015JN_2016,2016,G.Th. Rietveldschool,1171VZ,BADHOEVEDORP,394,Haarlemmermeer,Noord-Holland,Bo,Openbaar,13622,CET,85,537.705882352941
015JO_2016,2016,Basisschool De Pols,8406ES,TIJNJE,86,Opsterland,Friesland,Bo,Openbaar,41806,CET,8,526.5
015JS_2016,2016,PC Basissch Samen Op Weg,2404AL,ALPHEN AAN DEN RIJN,484,Alphen aan den Rijn,Zuid-Holland,Bo,Protestants-Christelijk,40530,CET,13,522.615384615385
015JT_2016,2016,RK Basissch. de Ruif,4942AV,RAAMSDONKSVEER,779,Geertruidenberg,Noord-Brabant,Bo,Rooms-Katholiek,41978,CET,54,534.462962962963
015JU_2016,2016,Basissch Prins Bernhard,5037JD,TILBURG,855,Tilburg,Noord-Brabant,Bo,Protestants-Christelijk,40971,CET,27,537.333333333333
015JV_2016,2016,De Kwakel,2651XK,BERKEL EN RODENRIJS,1621,Lansingerland,Zuid-Holland,Bo,Rooms-Katholiek,40928,ROUTE8,38,220.657894736842
015JW_2016,2016,RK Basissch de Laarakker,6844GA,ARNHEM,202,Arnhem,Gelderland,Bo,Rooms-Katholiek,40812,CET,21,533.190476190476
015JZ_2016,2016,BS De Duinsprong,5151CL,DRUNEN,797,Heusden,Noord-Brabant,Bo,Rooms-Katholiek,78222,CET,58,533.465517241379
015KA_2016,2016,RK BS De Kameleon,5212AD,'S-HERTOGENBOSCH,796,'s-Hertogenbosch,Noord-Brabant,Bo,Rooms-Katholiek,74049,CET,47,531.936170212766
015KD_2016,2016,Basissch de Touwladder,7339AN,UGCHELEN,200,Apeldoorn,Gelderland,Bo,Protestants-Christelijk,82526,CET,25,537.2
015KE_2016,2016,Obs de Wester,8915CC,LEEUWARDEN,80,Leeuwarden,Friesland,Bo,Openbaar,41850,CET,18,534.722222222222
015KG_2016,2016,De Tille,9203NP,DRACHTEN,90,Smallingerland,Friesland,Bo,Openbaar,41735,CET,14,533.214285714286
015KI_2016,2016,Van Heemskerck School,9601AR,HOOGEZAND,18,Hoogezand-Sappemeer,Groningen,Bo,Openbaar,10426,CET,31,539.741935483871
015KJ_2016,2016,Basisschool de Vuurvogel,9402TB,ASSEN,106,Assen,Drenthe,Bo,Openbaar,13785,IEP,25,79.6
015KL_2016,2016,Obs de Tweemaster,2904VA,CAPELLE AAN DEN IJSSEL,502,Capelle aan den IJssel,Zuid-Holland,Bo,Openbaar,41545,CET,42,535.785714285714
015KN_2016,2016,Basisschool de Klinker,3123CC,SCHIEDAM,606,Schiedam,Zuid-Holland,Bo,Openbaar,41567,IEP,53,84.4716981132076
015KQ_2016,2016,OBS 't Zigt,9932HZ,DELFZIJL,10,Delfzijl,Groningen,Bo,Openbaar,41574,CET,16,529.5
015KT_2016,2016,De Vlindervallei,3814SG,AMERSFOORT,307,Amersfoort,Utrecht,Bo,Openbaar,41514,CET,27,527.703703703704
015KU_2016,2016,De Feart,8411RC,JUBBEGA,74,Heerenveen,Friesland,Bo,Openbaar,41573,CET,21,530.952380952381
015KV_2016,2016,Telders,2321TE,LEIDEN,546,Leiden,Zuid-Holland,Bo,Openbaar,42504,CET,58,536.6896551724141
015KX_2016,2016,Obs Jules Verne,1824EZ,ALKMAAR,361,Alkmaar,Noord-Holland,Bo,Openbaar,42514,IEP,23,80.3913043478261
015LA_2016,2016,De Leeuwenburch,4336GL,MIDDELBURG,687,Middelburg,Zeeland,Bo,Openbaar,42610,IEP,22,79.7272727272727
015LC_2016,2016,Obs Cees Wilkeshuisschool,7412SM,DEVENTER,150,Deventer,Overijssel,Bo,Openbaar,41862,CET,36,529.694444444444
015LE_2016,2016,RK Basissch de Elzenhoek,2725PE,ZOETERMEER,637,Zoetermeer,Zuid-Holland,Bo,Rooms-Katholiek,40377,IEP,29,75.0689655172414
015LG_2016,2016,Basisschool de Kern,9645AL,VEENDAM,47,Veendam,Groningen,Bo,Protestants-Christelijk,41845,CET,23,535.434782608696
015LH_2016,2016,3Sprong,8226TA,LELYSTAD,995,Lelystad,Flevoland,Bo,Protestants-Christelijk,60985,IEP,65,84.55384615384621
015LL_2016,2016,Augustinusschool,1216NH,HILVERSUM,402,Hilversum,Noord-Holland,Bo,Rooms-Katholiek,78912,CET,33,534.666666666667
015LN_2016,2016,Montessorischool,1703GB,HEERHUGOWAARD,398,Heerhugowaard,Noord-Holland,Bo,Algemeen bijzonder,41364,IEP,24,77.0416666666667
115LN_2016,2016,Montessorischool,1826DM,ALKMAAR,361,Alkmaar,Noord-Holland,Bo,Algemeen bijzonder,41364,IEP,10,86.5
015LQ_2016,2016,Chr Basisschool de Bron,2622EA,DELFT,503,Delft,Zuid-Holland,Bo,Protestants-Christelijk,83228,CET,34,535.5
015LV_2016,2016,De Meander,3436GE,NIEUWEGEIN,356,Nieuwegein,Utrecht,Bo,Openbaar,41792,CET,22,532.363636363636
015LX_2016,2016,"De Vuurvogel, opb Daltonschool",3201HT,SPIJKENISSE,1930,Nissewaard,Zuid-Holland,Bo,Openbaar,41639,IEP,26,79.76923076923079
015MD_2016,2016,Basisschool de Twirre,9247BT,URETERP,86,Opsterland,Friesland,Bo,Openbaar,41806,CET,16,536.8125
015ME_2016,2016,It Fiifde Ste,8468BJ,HASKERDIJKEN,74,Heerenveen,Friesland,Bo,Openbaar,41777,CET,12,536.416666666667
015MH_2016,2016,De Poolster,2651RC,BERKEL EN RODENRIJS,1621,Lansingerland,Zuid-Holland,Bo,Rooms-Katholiek,40928,CET,48,535.666666666667
015ML_2016,2016,RK Basissch St Caecilia,3816LZ,AMERSFOORT,307,Amersfoort,Utrecht,Bo,Rooms-Katholiek,71488,CET,38,534.184210526316
015MN_2016,2016,RK Basissch De Kwartiermaker,5223XB,'S-HERTOGENBOSCH,796,'s-Hertogenbosch,Noord-Brabant,Bo,Rooms-Katholiek,74049,IEP,19,70.4736842105263
015MO_2016,2016,Daltonsch de Meiboom,6537HD,NIJMEGEN,268,Nijmegen,Gelderland,Bo,Rooms-Katholiek,29810,CET,23,534.3478260869571
015MP_2016,2016,RK Basissch de Spits,3524HH,UTRECHT,344,Utrecht,Utrecht,Bo,Rooms-Katholiek,77195,IEP,69,83.2608695652174
015MU_2016,2016,Mr Verwers School,2724CA,ZOETERMEER,637,Zoetermeer,Zuid-Holland,Bo,Openbaar,41390,CET,31,533.612903225806
015MW_2016,2016,Theo Thyssenschool,9611HZ,SAPPEMEER,18,Hoogezand-Sappemeer,Groningen,Bo,Openbaar,10426,CET,49,535.7551020408159
015NA_2016,2016,West,2901GA,CAPELLE AAN DEN IJSSEL,502,Capelle aan den IJssel,Zuid-Holland,Bo,Openbaar,41545,CET,92,533.260869565217
015NB_2016,2016,Bs 't Schaddeveld,6951LZ,DIEREN,275,Rheden,Gelderland,Bo,Openbaar,41617,CET,11,531.454545454546
115NB_2016,2016,Bs 't Schaddeveld,6957AB,LAAG-SOEREN,275,Rheden,Gelderland,Bo,Openbaar,41617,CET,5,535.6
015ND_2016,2016,Obs de Kubus,7601SZ,ALMELO,141,Almelo,Overijssel,Bo,Openbaar,41522,CET,28,532.107142857143
015NI_2016,2016,Mr J B Kansch,8411KD,JUBBEGA,74,Heerenveen,Friesland,Bo,Openbaar,41573,CET,16,538.4375
015NJ_2016,2016,Lucas V Leyden,2311RE,LEIDEN,546,Leiden,Zuid-Holland,Bo,Openbaar,42504,CET,68,538.588235294118
015NK_2016,2016,Triangel,8395PW,STEGGERDA,98,Weststellingwerf,Friesland,Bo,Openbaar,41631,ROUTE8,7,229.14285714285703
015NM_2016,2016,OBS S Carmiggelt,2623MX,DELFT,503,Delft,Zuid-Holland,Bo,Openbaar,41441,CET,24,533.541666666667
015NR_2016,2016,RK BS `t Schrijverke,2717XK,ZOETERMEER,637,Zoetermeer,Zuid-Holland,Bo,Rooms-Katholiek,40377,IEP,24,74.75
