SCHOOL_ID,DATUM,INSTELLINGSNAAM_VESTIGING,POSTCODE_VESTIGING,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,PROVINCIE,SOORT_PO,DENOMINATIE_VESTIGING,BEVOEGD_GEZAG_NUMMER,EXAMEN,EXAMEN_AANTAL,EXAMEN_GEM
006OJ_2019,2019,RK Basisschool de Maaskopkes,6223BD,MAASTRICHT,935,Maastricht,Limburg,Bo,Rooms-Katholiek,41373,AMN,10,449.7
006OK_2019,2019,Basisschool De Wegwijzer,6645BR,WINSSEN,209,Beuningen,Gelderland,Bo,Rooms-Katholiek,43487,CET,16,539.125
006OM_2019,2019,De Wingerd,1689GN,ZWAAG,405,Hoorn,Noord-Holland,Bo,Rooms-Katholiek,31657,IEP,42,82.5476190476191
006OP_2019,2019,Basisschool Pius 10,2661KZ,BERGSCHENHOEK,1621,Lansingerland,Zuid-Holland,Bo,Rooms-Katholiek,40928,CET,30,535.2
006OQ_2019,2019,Basisschool Sint Jozef,2241KR,WASSENAAR,629,Wassenaar,Zuid-Holland,Bo,Rooms-Katholiek,68329,CET,26,537.7692307692311
006OR_2019,2019,RK Basisschool De Bottel,5973PN,LOTTUM,1507,Horst aan de Maas,Limburg,Bo,Rooms-Katholiek,47920,ROUTE8,15,199.733333333333
006OS_2019,2019,Basisschool Eben Haezer,2771HT,BOSKOOP,484,Alphen aan den Rijn,Zuid-Holland,Bo,Reformatorisch,57969,CET,26,537.884615384615
006OT_2019,2019,De Wonderwijzer,3371JG,HARDINXVELD-GIESSENDAM,523,Hardinxveld-Giessendam,Zuid-Holland,Bo,Gereformeerd vrijgemaakt,41646,CET,14,540.5
006OU_2019,2019,De Ridderslag,2805BC,GOUDA,513,Gouda,Zuid-Holland,Bo,Antroposofisch,59451,IEP,28,81.3214285714286
006OW_2019,2019,Basissch Het Fundament,4265HS,GENDEREN,738,Aalburg,Noord-Brabant,Bo,Protestants-Christelijk,41239,DIA,18,353.0
006OY_2019,2019,KBS St. Dominicus,3533GH,UTRECHT,344,Utrecht,Utrecht,Bo,Rooms-Katholiek,77195,CET,76,540.171052631579
006OZ_2019,2019,Rudolf Steinerschool,4816AD,BREDA,758,Breda,Noord-Brabant,Bo,Antroposofisch,59984,CET,16,533.375
006PB_2019,2019,Bontenest,3607KN,MAARSSEN,1904,Stichtse Vecht,Utrecht,Bo,Rooms-Katholiek,70033,ROUTE8,15,203.46666666666698
006PC_2019,2019,Torenpleinschool,3451AA,VLEUTEN,344,Utrecht,Utrecht,Bo,Protestants-Christelijk,62662,CET,47,536.744680851064
006PD_2019,2019,BS De Krommen Hoek,5694EA,SON EN BREUGEL,848,Son en Breugel,Noord-Brabant,Bo,Algemeen bijzonder,41860,IEP,23,83.0434782608696
006PE_2019,2019,Pastoor Dr Delteykschool,3985LK,WERKHOVEN,312,Bunnik,Utrecht,Bo,Rooms-Katholiek,43318,CET,28,536.892857142857
006PF_2019,2019,Basisschool Op de Horst,6562LR,GROESBEEK,1945,Berg en Dal,Gelderland,Bo,Rooms-Katholiek,42486,CET,18,536.222222222222
006PG_2019,2019,Basissch It Klimmerbled,8521PD,SINT NICOLAASGA,1940,De Fryske Marren,Friesland,Bo,Rooms-Katholiek,41000,CET,24,537.708333333333
006PH_2019,2019,Oec Basisschool De Ark,1112DM,DIEMEN,384,Diemen,Noord-Holland,Bo,"Samenwerking PC, RK",41595,ROUTE8,40,205.175
006PI_2019,2019,Meester v d Brugschool,8551NL,WOUDSEND,1900,S·dwest-FryslÔn,Friesland,Bo,Protestants-Christelijk,42545,ROUTE8,10,195.9
006PL_2019,2019,PC BS De Meent,3652LG,WOERDENSE VERLAAT,569,Nieuwkoop,Zuid-Holland,Bo,Protestants-Christelijk,41286,CET,6,530.333333333333
006PM_2019,2019,BO op Geref Grondslag,5311CJ,GAMEREN,297,Zaltbommel,Gelderland,Bo,Protestants-Christelijk,60673,CET,31,536.41935483871
006PN_2019,2019,Basissch De Kraanvogel,7251LT,VORDEN,1876,Bronckhorst,Gelderland,Bo,Algemeen bijzonder,60686,CET,13,539.461538461538
006PO_2019,2019,Toermalijn,7941JC,MEPPEL,119,Meppel,Drenthe,Bo,Antroposofisch,77456,IEP,19,83.2105263157895
006PP_2019,2019,Oecumenische Basisschool,6971VD,BRUMMEN,213,Brummen,Gelderland,Bo,Algemeen bijzonder,42616,CET,23,535.565217391304
006PQ_2019,2019,SWS De Klimboom,9362RA,BOERAKKER,25,Marum,Groningen,Bo,Protestants-Christelijk,41571,IEP,7,91.1428571428571
006PR_2019,2019,Eben Haezerschool,8096VN,OLDEBROEK,269,Oldebroek,Gelderland,Bo,Reformatorisch,60803,CET,28,533.357142857143
006PS_2019,2019,Basisschool De Wegwijzer,7927PJ,ALTEVEER GEM DE WOLDEN,1690,De Wolden,Drenthe,Bo,Protestants-Christelijk,60829,IEP,24,85.7916666666667
006PT_2019,2019,St Aloysiussch,7595AM,WEERSELO,1774,Dinkelland,Overijssel,Bo,Rooms-Katholiek,75219,CET,30,540.9333333333329
006PV_2019,2019,Michaelschool,8932DG,LEEUWARDEN,80,Leeuwarden,Friesland,Bo,Antroposofisch,77456,IEP,21,82.38095238095241
006PZ_2019,2019,b.s. de Twirre,9261ZH,EASTERMAR,737,Tytsjerksteradiel,Friesland,Bo,Protestants-Christelijk,42754,CET,16,535.125
006QB_2019,2019,St Ludgerussch,8711GP,WORKUM,1900,S·dwest-FryslÔn,Friesland,Bo,Rooms-Katholiek,41000,IEP,23,91.6521739130435
006QC_2019,2019,Gabrielschool Jenaplan,3881CC,PUTTEN,273,Putten,Gelderland,Bo,Rooms-Katholiek,40950,ROUTE8,36,183.444444444444
006QE_2019,2019,Kindcentrum Meester Snel,7581GE,LOSSER,168,Losser,Overijssel,Bo,Protestants-Christelijk,24844,DIA,11,357.90909090909105
006QF_2019,2019,Brede School St. Martinus,6905AR,ZEVENAAR,299,Zevenaar,Gelderland,Bo,Rooms-Katholiek,77235,AMN,19,444.0
006QH_2019,2019,RK Basisschool De Banier,7894CL,ZWARTEMEER,114,Emmen,Drenthe,Bo,Rooms-Katholiek,45000,ROUTE8,19,189.631578947368
006QI_2019,2019,Sint Jozefschool,8112AD,NIEUW HEETEN,177,Raalte,Overijssel,Bo,Rooms-Katholiek,40894,IEP,12,87.1666666666667
006QJ_2019,2019,SWS De Diamant,9216WE,OUDEGA GEM SMALLINGERLND,90,Smallingerland,Friesland,Bo,Protestants-Christelijk,40342,IEP,17,77.3529411764706
006QK_2019,2019,Daltonschool Sint Jozef,8531KM,LEMMER,1940,De Fryske Marren,Friesland,Bo,Rooms-Katholiek,41000,CET,27,539.777777777778
006QM_2019,2019,Basisschool De Wizebeam,9047KG,MINNERTSGA,1949,Waadhoeke,Friesland,Bo,Protestants-Christelijk,42656,CET,18,536.0
006QN_2019,2019,De Klimbeam,8723AG,KOUDUM,1900,S·dwest-FryslÔn,Friesland,Bo,Protestants-Christelijk,41385,IEP,25,88.68
006QO_2019,2019,Basisschool De Ikker,9171LM,BLIJE,1722,Ferwerderadiel,Friesland,Bo,Protestants-Christelijk,40789,IEP,10,81.3
006QQ_2019,2019,St Franciscussch,7765AG,WEITEVEEN,114,Emmen,Drenthe,Bo,Rooms-Katholiek,40888,IEP,15,86.3333333333333
006QR_2019,2019,Basisschool St Cyriacus,7722LR,DALFSEN,148,Dalfsen,Overijssel,Bo,Rooms-Katholiek,40894,CET,14,535.857142857143
006QS_2019,2019,Basisschool De Bongerd,8131SW,WIJHE,1773,Olst-Wijhe,Overijssel,Bo,Rooms-Katholiek,40894,CET,21,531.333333333333
006QT_2019,2019,CBS De Bron,9363BC,MARUM,25,Marum,Groningen,Bo,Protestants-Christelijk,41571,IEP,30,82.5
006QV_2019,2019,CBS Rehoboth,9821TS,OLDEKERK,15,Grootegast,Groningen,Bo,Protestants-Christelijk,41571,IEP,22,85.9090909090909
006QY_2019,2019,Basisschool Parcival,1185NK,AMSTELVEEN,362,Amstelveen,Noord-Holland,Bo,Antroposofisch,61752,IEP,24,84.0416666666667
006QZ_2019,2019,Westfriese Vrije School,1628DJ,HOORN NH,405,Hoorn,Noord-Holland,Bo,Antroposofisch,41296,IEP,24,75.7083333333333
006RA_2019,2019,Basissch Oranje Nassau,2471AW,ZWAMMERDAM,484,Alphen aan den Rijn,Zuid-Holland,Bo,Protestants-Christelijk,40530,ROUTE8,20,211.1
006RD_2019,2019,Vrije School Zaanstreek,1503AR,ZAANDAM,479,Zaanstad,Noord-Holland,Bo,Antroposofisch,41296,IEP,21,81.0
006RE_2019,2019,De Vrije School Widar,2613XB,DELFT,503,Delft,Zuid-Holland,Bo,Antroposofisch,61960,IEP,25,85.12
006RF_2019,2019,Parcivalschool,6832HG,ARNHEM,202,Arnhem,Gelderland,Bo,Antroposofisch,77456,IEP,20,84.35
006RG_2019,2019,De Stroeten,7812BA,EMMEN,114,Emmen,Drenthe,Bo,Antroposofisch,77456,IEP,11,92.5454545454545
006RL_2019,2019,Christelijke Basisschool,7695TJ,BRUCHTERVELD,160,Hardenberg,Overijssel,Bo,Protestants-Christelijk,62571,CET,12,536.083333333333
006RM_2019,2019,Vrije School Almere,1312JZ,ALMERE,34,Almere,Flevoland,Bo,Antroposofisch,62584,IEP,29,79.6551724137931
006RN_2019,2019,Basisschool De Terp,1383EA,WEESP,457,Weesp,Noord-Holland,Bo,Algemeen bijzonder,41595,ROUTE8,20,205.85
006RP_2019,2019,Basisschool St Stephanus,7627PL,BORNERBROEK,141,Almelo,Overijssel,Bo,Rooms-Katholiek,68836,CET,30,537.266666666667
006RQ_2019,2019,RK Basisschool De Kabas,8801VW,FRANEKER,1949,Waadhoeke,Friesland,Bo,Rooms-Katholiek,41000,CET,23,536.608695652174
006RR_2019,2019,t Blokhuus,3871EM,HOEVELAKEN,267,Nijkerk,Gelderland,Bo,Algemeen bijzonder,63039,CET,36,537.472222222222
006RS_2019,2019,Prot Chr Basisschool,7918AX,NIEUWLANDE,118,Hoogeveen,Drenthe,Bo,Protestants-Christelijk,41425,IEP,14,84.4285714285714
006RT_2019,2019,Notter School M D Bijbel,7467PD,NOTTER,189,Wierden,Overijssel,Bo,Protestants-Christelijk,63091,CET,17,539.882352941176
006RU_2019,2019,Basisschool De Helmstok,8226GS,LELYSTAD,995,Lelystad,Flevoland,Bo,Gereformeerd vrijgemaakt,41632,CET,22,534.0454545454551
006RW_2019,2019,De Bakelaar,5761BV,BAKEL,1652,Gemert-Bakel,Noord-Brabant,Bo,Rooms-Katholiek,32580,IEP,40,80.3
006RX_2019,2019,Sint Martinusschool,7078AV,MEGCHELEN,1509,Oude IJsselstreek,Gelderland,Bo,Rooms-Katholiek,50129,IEP,10,80.4
006RY_2019,2019,Chr Basisschool De Vliet,3286XC,KLAASWAAL,611,Cromstrijen,Zuid-Holland,Bo,Protestants-Christelijk,41127,CET,22,533.590909090909
006RZ_2019,2019,Chr Basisschool De Ark,7688RK,DAARLE,163,Hellendoorn,Overijssel,Bo,Protestants-Christelijk,85600,ROUTE8,23,199.04347826087
006SB_2019,2019,RK Basisschool Kadoes,7665DG,ALBERGEN,183,Tubbergen,Overijssel,Bo,Rooms-Katholiek,50949,CET,40,539.65
006SC_2019,2019,Kardinaal de Jongschool,9163KG,NES AMELAND,60,Ameland,Friesland,Bo,Rooms-Katholiek,41000,CET,20,534.6
006SE_2019,2019,Basisschool De Poort,9791JB,TEN BOER,9,Ten Boer,Groningen,Bo,Gereformeerd vrijgemaakt,41025,IEP,17,81.4117647058823
006SF_2019,2019,Gerardus Majellaschool,7766AE,NIEUW-SCHOONEBEEK,114,Emmen,Drenthe,Bo,Rooms-Katholiek,40888,IEP,15,83.1333333333333
006SG_2019,2019,SWS De Frissel,9222NJ,DRACHTSTERCOMPAGNIE,90,Smallingerland,Friesland,Bo,Protestants-Christelijk,40342,IEP,22,88.1818181818182
006SI_2019,2019,Basisschool St Theresia,7884PJ,BARGER-COMPASCUUM,114,Emmen,Drenthe,Bo,Rooms-Katholiek,45000,ROUTE8,11,212.0
006SJ_2019,2019,Augustinusschool,3354BN,PAPENDRECHT,590,Papendrecht,Zuid-Holland,Bo,Reformatorisch,69643,CET,25,535.84
006SK_2019,2019,De Leeuwerik,4456AL,LEWEDORP,654,Borsele,Zeeland,Bo,"Samenwerking PC, RK",77533,IEP,7,84.71428571428571
006SL_2019,2019,Basissch De Verrekijker,6436AZ,AMSTENRADE,962,Schinnen,Limburg,Bo,Rooms-Katholiek,41506,CET,30,535.633333333333
006SM_2019,2019,Fredericusschool,8395TN,STEGGERDA,98,Weststellingwerf,Friesland,Bo,Rooms-Katholiek,40888,IEP,16,86.3125
006SN_2019,2019,Basisschool De Tarissing,9105KG,RINSUMAGEAST,1891,Dantumadiel,Friesland,Bo,Protestants-Christelijk,41039,IEP,13,91.69230769230771
006SO_2019,2019,Kath BS St Willibrordus,3262HG,OUD-BEIJERLAND,584,Oud-Beijerland,Zuid-Holland,Bo,Rooms-Katholiek,69799,IEP,25,83.76
006SQ_2019,2019,Sint Willibrordusschool,9665HS,OUDE PEKELA,765,Pekela,Groningen,Bo,Rooms-Katholiek,45000,IEP,19,79.89473684210529
006ST_2019,2019,CBS De Noordster,9072AK,NIJ ALTOENAE,1949,Waadhoeke,Friesland,Bo,Protestants-Christelijk,42656,IEP,11,82.0
006SW_2019,2019,Sint Victorschool,6654BL,AFFERDEN GLD,225,Druten,Gelderland,Bo,Rooms-Katholiek,41340,CET,12,536.333333333333
006SY_2019,2019,Basisschool De Zeveneik,6456AG,BINGELRADE,881,Onderbanken,Limburg,Bo,Rooms-Katholiek,41506,ROUTE8,15,218.46666666666698
006SZ_2019,2019,Basisschool Eben Haezer,3471GR,KAMERIK,632,Woerden,Utrecht,Bo,Protestants-Christelijk,70280,CET,19,536.315789473684
006TA_2019,2019,'t Kompas,3615AG,WESTBROEK,310,De Bilt,Utrecht,Bo,Protestants-Christelijk,41138,CET,9,534.111111111111
006TC_2019,2019,Chr Basisschool De Wel,9108MC,BROEKSTERWALD,1891,Dantumadiel,Friesland,Bo,Protestants-Christelijk,41039,IEP,15,84.1333333333333
006TD_2019,2019,Basisschool De Bonte Mol,1636XC,SCHERMERHORN,361,Alkmaar,Noord-Holland,Bo,Rooms-Katholiek,73919,IEP,15,80.3333333333333
006TF_2019,2019,Basisschool Den Opstap,5094GA,LAGE MIERDE,1667,Reusel-De Mierden,Noord-Brabant,Bo,Rooms-Katholiek,44201,ROUTE8,23,210.47826086956502
006TH_2019,2019,Basisschool St Lidwina,1685PD,ZWAAGDIJK-WEST,420,Medemblik,Noord-Holland,Bo,Rooms-Katholiek,75375,CET,7,532.142857142857
006TK_2019,2019,RK Paulusschool,6987AD,GIESBEEK,299,Zevenaar,Gelderland,Bo,Rooms-Katholiek,70644,ROUTE8,32,189.71875
006TL_2019,2019,Basisschool De Hoeksteen,1121XA,LANDSMEER,415,Landsmeer,Noord-Holland,Bo,Protestants-Christelijk,41012,IEP,17,85.17647058823529
006TM_2019,2019,RK Basisschool St Jozef,1682NP,ZWAAGDIJK-OOST,420,Medemblik,Noord-Holland,Bo,Rooms-Katholiek,75375,IEP,12,83.75
006TN_2019,2019,Basisschool Esmoreit,8105AA,LUTTENBERG,177,Raalte,Overijssel,Bo,Rooms-Katholiek,40894,IEP,29,77.2758620689655
006TP_2019,2019,Sch M D Bijbel De Burcht,5308JW,AALST GLD,297,Zaltbommel,Gelderland,Bo,Protestants-Christelijk,42658,IEP,12,78.4166666666667
006TR_2019,2019,Basisschool Willibrordus,7681JE,VROOMSHOOP,1700,Twenterand,Overijssel,Bo,Rooms-Katholiek,68836,CET,11,531.5454545454551
006TT_2019,2019,Vrijeschool De Zevenster,5403NA,UDEN,856,Uden,Noord-Brabant,Bo,Antroposofisch,41246,IEP,9,83.6666666666667
006TU_2019,2019,Deventer Leerschool v Bo,7411HR,DEVENTER,150,Deventer,Overijssel,Bo,Algemeen bijzonder,71242,IEP,27,81.962962962963
006TX_2019,2019,De Kring,3443GZ,WOERDEN,632,Woerden,Utrecht,Bo,Algemeen bijzonder,77975,IEP,23,85.56521739130429
006UB_2019,2019,Basisschool de Opbouw,8701AP,BOLSWARD,1900,S·dwest-FryslÔn,Friesland,Bo,Algemeen bijzonder,71463,IEP,7,91.57142857142858
006UC_2019,2019,Vrije Sch de Zevenster,7576VX,OLDENZAAL,173,Oldenzaal,Overijssel,Bo,Antroposofisch,77456,CET,12,535.75
006UD_2019,2019,Nieuwe Regentesseschool,3581GL,UTRECHT,344,Utrecht,Utrecht,Bo,Algemeen bijzonder,71502,CET,30,536.9
006UE_2019,2019,School Md Bijbel Jorai,3474JL,ZEGVELD,632,Woerden,Utrecht,Bo,Protestants-Christelijk,71515,CET,20,536.6
006UF_2019,2019,Vrijeschool De Zwaneridder,6703BD,WAGENINGEN,289,Wageningen,Gelderland,Bo,Antroposofisch,41246,IEP,10,77.2
006UG_2019,2019,Basisschool De Driehoek,5766PB,GRIENDTSVEEN,1507,Horst aan de Maas,Limburg,Bo,Rooms-Katholiek,47920,ROUTE8,7,233.0
006UI_2019,2019,Basisschool De Hoeksteen,7081DP,GENDRINGEN,1509,Oude IJsselstreek,Gelderland,Bo,Protestants-Christelijk,41787,IEP,17,79.0588235294118
206UJ_2019,2019,SSBO Sint Maarten,3452RN,VLEUTEN,344,Utrecht,Utrecht,Sbo,Rooms-Katholiek,77195,CET,25,514.24
006UK_2019,2019,Vrijeschool Peelland,5702NM,HELMOND,794,Helmond,Noord-Brabant,Bo,Antroposofisch,41246,IEP,22,78.5
006UL_2019,2019,Basisschool 't Stekske,5453JN,LANGENBOOM,815,Mill en Sint Hubert,Noord-Brabant,Bo,Rooms-Katholiek,71749,CET,30,537.466666666667
006UN_2019,2019,Chr Bso De Walikker,8567LC,OUDEMIRDUM,1940,De Fryske Marren,Friesland,Bo,Protestants-Christelijk,41385,IEP,10,92.9
006UQ_2019,2019,Leeuwenhartschool,3261BK,OUD-BEIJERLAND,584,Oud-Beijerland,Zuid-Holland,Bo,Antroposofisch,61960,IEP,14,82.5
006UT_2019,2019,Vrije School Mareland,2316HA,LEIDEN,546,Leiden,Zuid-Holland,Bo,Antroposofisch,41359,IEP,32,90.5
006UW_2019,2019,Willem De Zwijger,2587HZ,'S-GRAVENHAGE,518,'s-Gravenhage,Zuid-Holland,Bo,Protestants-Christelijk,72100,CET,57,541.245614035088
006UX_2019,2019,BS Koningsbergerschool,7691CA,BERGENTHEIM,160,Hardenberg,Overijssel,Bo,Protestants-Christelijk,40946,ROUTE8,24,200.541666666667
006UZ_2019,2019,Basisschool De Postiljon,3769EC,SOESTERBERG,342,Soest,Utrecht,Bo,Protestants-Christelijk,41242,IEP,23,81.43478260869571
006VA_2019,2019,Basissch St Lambertus,6627AS,MAASBOMMEL,668,West Maas en Waal,Gelderland,Bo,Rooms-Katholiek,41340,IEP,13,80.1538461538462
006VC_2019,2019,Basisschool St Bernardus,8375AJ,OLDEMARKT,1708,Steenwijkerland,Overijssel,Bo,Rooms-Katholiek,40888,IEP,13,87.30769230769229
006VD_2019,2019,De Hoeksteen,3257AR,OOLTGENSPLAAT,1924,Goeree-Overflakkee,Zuid-Holland,Bo,Protestants-Christelijk,72386,CET,27,540.296296296296
006VF_2019,2019,Sint Aloysiusschool,8121CW,OLST,1773,Olst-Wijhe,Overijssel,Bo,Rooms-Katholiek,40894,CET,14,531.357142857143
006VJ_2019,2019,Bs Groen van Prinsterer,4694AZ,SCHERPENISSE,716,Tholen,Zeeland,Bo,Reformatorisch,42724,CET,16,538.125
006VL_2019,2019,Basisschool De Wiekslag,6921KC,DUIVEN,226,Duiven,Gelderland,Bo,Protestants-Christelijk,77235,ROUTE8,22,197.31818181818198
006VN_2019,2019,Jenaplanschool Gorkum,4207GG,GORINCHEM,512,Gorinchem,Zuid-Holland,Bo,Algemeen bijzonder,41386,IEP,34,88.3235294117647
006VO_2019,2019,Bs De Vier Heemskinderen,5371LB,RAVENSTEIN,828,Oss,Noord-Brabant,Bo,Rooms-Katholiek,48348,CET,6,539.333333333333
006VP_2019,2019,Bs Rode Schouw,4661VE,HALSTEREN,748,Bergen op Zoom,Noord-Brabant,Bo,Algemeen bijzonder,40980,IEP,18,86.94444444444441
006VS_2019,2019,Basisschool Jan Peters,6116BR,ROOSTEREN,1711,Echt-Susteren,Limburg,Bo,Rooms-Katholiek,83280,IEP,9,75.1111111111111
006VU_2019,2019,Basisschool de Ster,5563BC,WESTERHOVEN,1724,Bergeijk,Noord-Brabant,Bo,Rooms-Katholiek,31384,CET,33,537.818181818182
006VV_2019,2019,RK Basisschool St Jan,5525AN,DUIZEL,770,Eersel,Noord-Brabant,Bo,Rooms-Katholiek,44201,ROUTE8,14,193.57142857142898
006VW_2019,2019,Jenaplansch d Lindekring,5435XH,SINT AGATHA,1684,Cuijk,Noord-Brabant,Bo,Rooms-Katholiek,48348,IEP,8,79.375
006VX_2019,2019,Antonius School,5725AZ,HEUSDEN GEM ASTEN,743,Asten,Noord-Brabant,Bo,Rooms-Katholiek,41223,CET,20,539.55
006VY_2019,2019,BS de Tweesprong,6034SJ,NEDERWEERT-EIND,946,Nederweert,Limburg,Bo,Rooms-Katholiek,50819,CET,13,537.615384615385
006WB_2019,2019,RK Basissch De Oversteek,5298CB,LIEMPDE,757,Boxtel,Noord-Brabant,Bo,Rooms-Katholiek,73556,IEP,69,82.5797101449275
006WC_2019,2019,Basisschool De Kring,5122LE,RIJEN,784,Gilze en Rijen,Noord-Brabant,Bo,Algemeen bijzonder,40971,IEP,29,80.7241379310345
006WD_2019,2019,De Sprankel,5737CB,LIESHOUT,1659,Laarbeek,Noord-Brabant,Bo,Rooms-Katholiek,40557,ROUTE8,45,203.177777777778
006WF_2019,2019,Basisschool De Meulebeek,5807BJ,OOSTRUM LB,984,Venray,Limburg,Bo,Rooms-Katholiek,44397,IEP,9,81.8888888888889
006WH_2019,2019,BS De Kleine Weide,5394AK,OIJEN,828,Oss,Noord-Brabant,Bo,Rooms-Katholiek,41228,ROUTE8,8,201.375
006WI_2019,2019,Basissch St Jan Baptist,5507LA,VELDHOVEN,861,Veldhoven,Noord-Brabant,Bo,Rooms-Katholiek,77338,CET,14,536.928571428571
006WJ_2019,2019,Basisschool Heilig Hart,4725AG,WOUWSE PLANTAGE,1674,Roosendaal,Noord-Brabant,Bo,Rooms-Katholiek,74154,CET,5,539.8
006WL_2019,2019,Basisschool de Spoorzoeker,6466GG,KERKRADE,928,Kerkrade,Limburg,Bo,Rooms-Katholiek,41516,CET,53,538.905660377358
006WM_2019,2019,Sint Jozef Basisschool,7165AK,RIETMOLEN,1859,Berkelland,Gelderland,Bo,Rooms-Katholiek,25351,CET,10,539.6
006WN_2019,2019,Basisschool Eben Haezer,4285TH,WOUDRICHEM,874,Woudrichem,Noord-Brabant,Bo,Protestants-Christelijk,41239,CET,29,537.896551724138
006WO_2019,2019,Basisschool De Talententoren,6029PZ,STERKSEL,1658,Heeze-Leende,Noord-Brabant,Bo,Rooms-Katholiek,31384,CET,13,541.846153846154
006WS_2019,2019,Meester Gijbelsschool,5511AG,KNEGSEL,770,Eersel,Noord-Brabant,Bo,Rooms-Katholiek,77338,CET,11,537.0
006WT_2019,2019,Basisschool Den Bijstere,5014HZ,TILBURG,855,Tilburg,Noord-Brabant,Bo,Rooms-Katholiek,40971,IEP,25,81.36
006WU_2019,2019,Chr Basisschool De Ark,2636GC,SCHIPLUIDEN,1842,Midden-Delfland,Zuid-Holland,Bo,Protestants-Christelijk,83228,CET,18,531.944444444444
006WV_2019,2019,RK Bs Mariadonk,4735TA,ZEGGE,840,Rucphen,Noord-Brabant,Bo,Rooms-Katholiek,31017,CET,20,536.3
006WW_2019,2019,Basisschool Nuts Oost,6224JR,MAASTRICHT,935,Maastricht,Limburg,Bo,Algemeen bijzonder,42669,CET,27,537.0
006WX_2019,2019,Basisschool De Wegwijzer,2825BG,BERKENWOUDE,1931,Krimpenerwaard,Zuid-Holland,Bo,Reformatorisch,74609,CET,17,538.529411764706
006XB_2019,2019,BS Akkerwinde,5434PD,VIANEN NB,1684,Cuijk,Noord-Brabant,Bo,Rooms-Katholiek,48348,IEP,11,86.0
006XC_2019,2019,BS St Lambertus,5291AD,GEMONDE,845,Sint-Michielsgestel,Noord-Brabant,Bo,Rooms-Katholiek,40848,ROUTE8,22,218.0
006XD_2019,2019,Basisschool t Rendal,5715AM,LIEROP,847,Someren,Noord-Brabant,Bo,Rooms-Katholiek,41223,ROUTE8,17,204.88235294117598
006XF_2019,2019,Basisschool St. Stefanus,6363BZ,WIJNANDSRADE,951,Nuth,Limburg,Bo,Rooms-Katholiek,41506,IEP,12,89.75
006XI_2019,2019,Kbs De Werft,4824KA,BREDA,758,Breda,Noord-Brabant,Bo,Rooms-Katholiek,41407,CET,29,536.9310344827591
006XJ_2019,2019,Koningin Beatrix,3253BM,OUDDORP ZH,1924,Goeree-Overflakkee,Zuid-Holland,Bo,Protestants-Christelijk,75064,CET,41,537.7560975609761
006XM_2019,2019,Basisschool St Antonius,5823AH,MAASHEES,756,Boxmeer,Noord-Brabant,Bo,Rooms-Katholiek,43305,IEP,8,81.0
006XO_2019,2019,RK BS St Jozef,5363RA,VELP NB,786,Grave,Noord-Brabant,Bo,Rooms-Katholiek,48348,CET,13,538.0
006XP_2019,2019,KBS St. Anna,5124RM,MOLENSCHOT,784,Gilze en Rijen,Noord-Brabant,Bo,Rooms-Katholiek,73191,CET,5,531.8
006XQ_2019,2019,Dordtse Vrije School,3312NB,DORDRECHT,505,Dordrecht,Zuid-Holland,Bo,Antroposofisch,61960,IEP,20,83.0
006XR_2019,2019,Vrijeschoo De Driestroom,5215CK,'S-HERTOGENBOSCH,796,'s-Hertogenbosch,Noord-Brabant,Bo,Antroposofisch,41246,IEP,18,84.7222222222222
006XU_2019,2019,Nicolaasschool,5341BR,OSS,828,Oss,Noord-Brabant,Bo,Rooms-Katholiek,75388,CET,50,537.66
006XW_2019,2019,De Pandelaar,5421NK,GEMERT,1652,Gemert-Bakel,Noord-Brabant,Bo,Algemeen bijzonder,75688,CET,25,535.96
006XX_2019,2019,De Bergpadschool,4364BZ,GRIJPSKERKE,717,Veere,Zeeland,Bo,Protestants-Christelijk,40959,IEP,15,83.4666666666667
006YA_2019,2019,Immanuelschool,3421KW,OUDEWATER,589,Oudewater,Utrecht,Bo,Protestants-Christelijk,41194,ROUTE8,24,207.041666666667
006YB_2019,2019,Basisschool Cleijn Hasselt,5046LP,TILBURG,855,Tilburg,Noord-Brabant,Bo,Rooms-Katholiek,48101,ROUTE8,20,198.1
006YD_2019,2019,De Hoeksteen,7881CN,EMMER-COMPASCUUM,114,Emmen,Drenthe,Bo,Rooms-Katholiek,45000,ROUTE8,8,202.75
006YE_2019,2019,De Speelhoeve,6602WT,WIJCHEN,296,Wijchen,Gelderland,Bo,Algemeen bijzonder,38001,IEP,46,82.0217391304348
006YF_2019,2019,Basisschool 't Holthuus,6852EG,HUISSEN,1705,Lingewaard,Gelderland,Bo,Algemeen bijzonder,41013,IEP,36,78.9722222222222
006YH_2019,2019,Bs De Tovertuin,6137XT,SITTARD,1883,Sittard-Geleen,Limburg,Bo,Rooms-Katholiek,83280,IEP,17,70.7647058823529
006YI_2019,2019,Basissch St Laurentius,6579AN,KEKERDOM,1945,Berg en Dal,Gelderland,Bo,Rooms-Katholiek,40814,CET,5,539.4
006YJ_2019,2019,Vrije School Zeeland,4333DD,MIDDELBURG,687,Middelburg,Zeeland,Bo,Antroposofisch,76585,IEP,21,77.4285714285714
006YK_2019,2019,Juliana v Stolbergschool,4421AA,KAPELLE,678,Kapelle,Zeeland,Bo,Reformatorisch,42724,CET,39,541.2307692307689
