BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;LJ8_13;ZIT_13;ZITPERC_13;ZITPERC_LJ_13;LJ8_14;ZIT_14;ZITPERC_14;ZITPERC_LJ_14;LJ8_15;ZIT_15;ZITPERC_15;ZITPERC_LJ_15;LJ8_16;ZIT_16;ZITPERC_16;ZITPERC_LJ_16;LJ8_17;ZIT_17;ZITPERC_17;ZITPERC_LJ_17;LJ8_18;ZIT_18;ZITPERC_18;ZITPERC_LJ_18;LJ8_19;ZIT_19;ZITPERC_19;ZITPERC_LJ_19
28AP;00;Het Mozaiek;3893EB;ZEEWOLDE;  50;Zeewolde;Flevoland;Bo;Protestants-Christelijk;42600;34;4;,117647058823529;,0147058823529412;34;3;,0882352941176471;,0110294117647059;43;4;,0930232558139535;,0116279069767442;47;5;,106382978723404;,0132978723404255;27;1;,037037037037037;,00462962962962963;35;2;,0571428571428571;,00714285714285714;33;2;,0606060606060606;,00757575757575758
28AU;00;Het Bovenland;1066ER;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;48;5;,104166666666667;,0130208333333333;26;4;,153846153846154;,0192307692307692;18;1;,0555555555555556;,00694444444444444;22;2;,0909090909090909;,0113636363636364;25;2;,08;,01;29;6;,206896551724138;,0258620689655172;29;4;,137931034482759;,0172413793103448
28AV;00;CBS De Vrijenburg;2994CD;BARENDRECHT; 489;Barendrecht;Zuid-Holland;Bo;Protestants-Christelijk;37949;43;2;,0465116279069767;,00581395348837209;61;6;,0983606557377049;,0122950819672131;49;6;,122448979591837;,0153061224489796;51;14;,274509803921569;,0343137254901961;50;6;,12;,015;60;9;,15;,01875;29;3;,103448275862069;,0129310344827586
28AW;00;KBS Hof ter Weide;3543BT;UTRECHT; 344;Utrecht;Utrecht;Bo;Rooms-Katholiek;77195;37;8;,216216216216216;,027027027027027;53;4;,0754716981132075;,00943396226415094;54;8;,148148148148148;,0185185185185185;46;2;,0434782608695652;,00543478260869565;70;10;,142857142857143;,0178571428571429;64;9;,140625;,017578125;59;7;,11864406779661;,0148305084745763
28BA;00;Steigereiland;1086WB;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Openbaar;41774;70;3;,0428571428571429;,00535714285714286;85;2;,0235294117647059;,00294117647058824;77;1;,012987012987013;,00162337662337662;86;1;,0116279069767442;,00145348837209302;69;4;,0579710144927536;,0072463768115942;88;2;,0227272727272727;,00284090909090909;89;0;0;0
28BC;00;Waterrijk;3543BT;UTRECHT; 344;Utrecht;Utrecht;Bo;Openbaar;41400;23;1;,0434782608695652;,00543478260869565;23;1;,0434782608695652;,00543478260869565;26;1;,0384615384615385;,00480769230769231;37;5;,135135135135135;,0168918918918919;48;0;0;0;64;8;,125;,015625;53;2;,0377358490566038;,00471698113207547
28BE;00;Koningin Wilhelmina School;3344PK;HENDRIK-IDO-AMBACHT; 531;Hendrik-Ido-Ambacht;Zuid-Holland;Bo;Reformatorisch;38910;24;1;,0416666666666667;,00520833333333333;14;2;,142857142857143;,0178571428571429;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; 
28BF;00;SKS;3453RA;DE MEERN; 344;Utrecht;Utrecht;Bo;Hindoeistisch;30709;6;0;0;0;10;1;,1;,0125;12;3;,25;,03125;14;7;,5;,0625;3;1;,333333333333333;,0416666666666667;6;1;,166666666666667;,0208333333333333;8;2;,25;,03125
28BG;00;RK BS De Elstar;6661TW;ELST GLD;1734;Overbetuwe;Gelderland;Bo;Rooms-Katholiek;41530;51;4;,0784313725490196;,00980392156862745;46;4;,0869565217391304;,0108695652173913;60;3;,05;,00625;55;3;,0545454545454545;,00681818181818182;51;1;,0196078431372549;,00245098039215686;48;5;,104166666666667;,0130208333333333;51;3;,0588235294117647;,00735294117647059
28BH;00;RK BS De Boemerang;6852RM;HUISSEN;1705;Lingewaard;Gelderland;Bo;Rooms-Katholiek;41530;22;0;0;0;28;5;,178571428571429;,0223214285714286;26;2;,0769230769230769;,00961538461538462;32;2;,0625;,0078125;42;3;,0714285714285714;,00892857142857143;49;3;,0612244897959184;,0076530612244898;49;5;,102040816326531;,0127551020408163
28BJ;00;Het Vianova;2408ST;ALPHEN AAN DEN RIJN; 484;Alphen aan den Rijn;Zuid-Holland;Bo;Rooms-Katholiek;28601;28;1;,0357142857142857;,00446428571428571;24;0;0;0;23;0;0;0;28;2;,0714285714285714;,00892857142857143;25;0;0;0;28;1;,0357142857142857;,00446428571428571;30;0;0;0
28BL;00;Al-Ihsaan;8224CM;LELYSTAD; 995;Lelystad;Flevoland;Bo;Islamitisch;40077;15;2;,133333333333333;,0166666666666667;19;2;,105263157894737;,0131578947368421;21;0;0;0;22;1;,0454545454545455;,00568181818181818;28;2;,0714285714285714;,00892857142857143;26;0;0;0;19;1;,0526315789473684;,00657894736842105
28BP;00;obs De Schatkamer;8043VL;ZWOLLE; 193;Zwolle;Overijssel;Bo;Openbaar;42623;36;2;,0555555555555556;,00694444444444444;49;2;,0408163265306122;,00510204081632653;31;1;,032258064516129;,00403225806451613;44;2;,0454545454545455;,00568181818181818;35;3;,0857142857142857;,0107142857142857;44;3;,0681818181818182;,00852272727272727;41;2;,0487804878048781;,00609756097560976
28BZ;00;abbs Elzenhagen;1022KB;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Algemeen bijzonder;41857;14;1;,0714285714285714;,00892857142857143;19;1;,0526315789473684;,00657894736842105;44;3;,0681818181818182;,00852272727272727;44;4;,0909090909090909;,0113636363636364;39;3;,0769230769230769;,00961538461538462;57;6;,105263157894737;,0131578947368421;45;4;,0888888888888889;,0111111111111111
28CD;00;Basisschool Klinkers;5036BL;TILBURG; 855;Tilburg;Noord-Brabant;Bo;Rooms-Katholiek;48101;28;1;,0357142857142857;,00446428571428571;27;5;,185185185185185;,0231481481481481;44;11;,25;,03125;32;5;,15625;,01953125;51;10;,196078431372549;,0245098039215686;42;9;,214285714285714;,0267857142857143;42;6;,142857142857143;,0178571428571429
28CE;00;De Gouden Griffel;2652HJ;BERKEL EN RODENRIJS;1621;Lansingerland;Zuid-Holland;Bo;Rooms-Katholiek;40928;30;3;,1;,0125;38;3;,0789473684210526;,00986842105263158;78;7;,0897435897435897;,0112179487179487;58;3;,0517241379310345;,00646551724137931;56;4;,0714285714285714;,00892857142857143;79;6;,0759493670886076;,00949367088607595;53;2;,0377358490566038;,00471698113207547
28CF;00;De Zonnepoort;6661TW;ELST GLD;1734;Overbetuwe;Gelderland;Bo;Openbaar;41530;23;0;0;0;27;2;,0740740740740741;,00925925925925926;19;2;,105263157894737;,0131578947368421;30;1;,0333333333333333;,00416666666666667;33;2;,0606060606060606;,00757575757575758;21;0;0;0;42;1;,0238095238095238;,00297619047619048
28CG;00;Sebaschool;4051KA;OCHTEN;1740;Neder-Betuwe;Gelderland;Bo;Reformatorisch;24715;34;0;0;0;29;1;,0344827586206897;,00431034482758621;28;2;,0714285714285714;,00892857142857143;32;2;,0625;,0078125;32;3;,09375;,01171875;40;4;,1;,0125;39;2;,0512820512820513;,00641025641025641
28CH;00;De Bataaf;4007HD;TIEL; 281;Tiel;Gelderland;Bo;Rooms-Katholiek;41148;24;0;0;0;25;2;,08;,01;26;2;,0769230769230769;,00961538461538462;30;0;0;0;28;1;,0357142857142857;,00446428571428571;19;5;,263157894736842;,0328947368421053;42;8;,19047619047619;,0238095238095238
28CK;00;CBS Prinses Maxima;2652HJ;BERKEL EN RODENRIJS;1621;Lansingerland;Zuid-Holland;Bo;Protestants-Christelijk;41487;9;0;0;0;21;0;0;0;6;0;0;0;21;4;,19047619047619;,0238095238095238;25;0;0;0;26;4;,153846153846154;,0192307692307692;28;1;,0357142857142857;,00446428571428571
28CL;00;KDBS Het Tangram;3059RD;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Rooms-Katholiek;24597;73;4;,0547945205479452;,00684931506849315;61;3;,0491803278688525;,00614754098360656;91;9;,0989010989010989;,0123626373626374;93;6;,0645161290322581;,00806451612903226;125;10;,08;,01;113;6;,0530973451327434;,00663716814159292;123;4;,032520325203252;,0040650406504065
28CY;00;de Vonder;7623AX;BORNE; 147;Borne;Overijssel;Bo;Rooms-Katholiek;27910;10;0;0;0;22;0;0;0;23;0;0;0;37;4;,108108108108108;,0135135135135135;47;4;,0851063829787234;,0106382978723404;37;5;,135135135135135;,0168918918918919;49;1;,0204081632653061;,00255102040816327
28CZ;00;OBS de Meander;2645HH;DELFGAUW;1926;Pijnacker-Nootdorp;Zuid-Holland;Bo;Openbaar;41488;47;7;,148936170212766;,0186170212765957;48;5;,104166666666667;,0130208333333333;48;3;,0625;,0078125;41;1;,024390243902439;,00304878048780488;34;3;,0882352941176471;,0110294117647059;46;7;,152173913043478;,0190217391304348;47;2;,0425531914893617;,00531914893617021
28DA;00;De Noordwijkse School;2202SP;NOORDWIJK ZH; 575;Noordwijk;Zuid-Holland;Bo;Algemeen bijzonder;41596;33;0;0;0;28;1;,0357142857142857;,00446428571428571;29;2;,0689655172413793;,00862068965517241;26;3;,115384615384615;,0144230769230769;35;4;,114285714285714;,0142857142857143;32;1;,03125;,00390625;35;1;,0285714285714286;,00357142857142857
28DC;00;Oranjerie;2721GG;ZOETERMEER; 637;Zoetermeer;Zuid-Holland;Bo;Protestants-Christelijk;40377;70;4;,0571428571428571;,00714285714285714;76;8;,105263157894737;,0131578947368421;81;5;,0617283950617284;,00771604938271605;86;11;,127906976744186;,0159883720930233;83;7;,0843373493975904;,0105421686746988;68;7;,102941176470588;,0128676470588235;73;4;,0547945205479452;,00684931506849315
28DD;00;NoordRijk;1036LD;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Openbaar;42553;24;1;,0416666666666667;,00520833333333333;32;1;,03125;,00390625;35;5;,142857142857143;,0178571428571429;36;2;,0555555555555556;,00694444444444444;42;5;,119047619047619;,0148809523809524;29;3;,103448275862069;,0129310344827586;38;3;,0789473684210526;,00986842105263158
29RV;00;Het Podium;1087MJ;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Algemeen bijzonder;41857;50;6;,12;,015;66;0;0;0;75;6;,08;,01;81;10;,123456790123457;,0154320987654321;78;2;,0256410256410256;,00320512820512821;76;8;,105263157894737;,0131578947368421;60;4;,0666666666666667;,00833333333333333
29TM;00;Eben-Haezer;7329CA;APELDOORN; 200;Apeldoorn;Gelderland;Bo;Reformatorisch;45722;34;0;0;0;49;0;0;0;29;0;0;0;41;8;,195121951219512;,024390243902439;39;3;,0769230769230769;,00961538461538462;27;3;,111111111111111;,0138888888888889;38;4;,105263157894737;,0131578947368421
29TN;00;Los Hoes;7483CT;HAAKSBERGEN; 158;Haaksbergen;Overijssel;Bo;Rooms-Katholiek;25351;29;0;0;0;50;0;0;0;39;3;,0769230769230769;,00961538461538462;51;5;,0980392156862745;,0122549019607843;56;3;,0535714285714286;,00669642857142857;59;4;,0677966101694915;,00847457627118644;61;7;,114754098360656;,014344262295082
29TZ;00;'t Zand;3544DB;UTRECHT; 344;Utrecht;Utrecht;Bo;Openbaar;41400;50;3;,06;,0075;54;0;0;0;52;2;,0384615384615385;,00480769230769231;74;7;,0945945945945946;,0118243243243243;42;4;,0952380952380952;,0119047619047619;47;4;,0851063829787234;,0106382978723404;69;1;,0144927536231884;,00181159420289855
29UA;00;Laterna Magica;1087LG;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Openbaar;41774;17;0;0;0;28;3;,107142857142857;,0133928571428571;24;1;,0416666666666667;,00520833333333333;71;2;,028169014084507;,00352112676056338;58;2;,0344827586206897;,00431034482758621;76;5;,0657894736842105;,00822368421052632;87;2;,0229885057471264;,0028735632183908
29UB;00;De Droomspiegel;1363LA;ALMERE;  34;Almere;Flevoland;Bo;Rooms-Katholiek;40950;50;6;,12;,015;44;4;,0909090909090909;,0113636363636364;44;6;,136363636363636;,0170454545454545;51;4;,0784313725490196;,00980392156862745;46;8;,173913043478261;,0217391304347826;51;4;,0784313725490196;,00980392156862745;46;10;,217391304347826;,0271739130434783
29UC;00;Mozaiek;5346RT;OSS; 828;Oss;Noord-Brabant;Bo;Islamitisch;31076;18;0;0;0;26;8;,307692307692308;,0384615384615385;26;11;,423076923076923;,0528846153846154;18;7;,388888888888889;,0486111111111111;25;15;,6;,075;16;4;,25;,03125;16;7;,4375;,0546875
29UG;00;Ababil;3118RR;SCHIEDAM; 606;Schiedam;Zuid-Holland;Bo;Islamitisch;31080;43;2;,0465116279069767;,00581395348837209;31;4;,129032258064516;,0161290322580645;40;3;,075;,009375;49;3;,0612244897959184;,0076530612244898;63;8;,126984126984127;,0158730158730159;61;7;,114754098360656;,014344262295082;61;9;,147540983606557;,0184426229508197
29UL;00;De Sprankel;8043BA;ZWOLLE; 193;Zwolle;Overijssel;Bo;Gereformeerd vrijgemaakt;41632;42;3;,0714285714285714;,00892857142857143;55;2;,0363636363636364;,00454545454545455;50;2;,04;,005;55;4;,0727272727272727;,00909090909090909;70;5;,0714285714285714;,00892857142857143;63;4;,0634920634920635;,00793650793650794;61;2;,0327868852459016;,00409836065573771
29UM;00;Het Stroomdal;8266KL;KAMPEN; 166;Kampen;Overijssel;Bo;Protestants-Christelijk;41125;38;1;,0263157894736842;,00328947368421053;40;1;,025;,003125;33;0;0;0;46;2;,0434782608695652;,00543478260869565;48;1;,0208333333333333;,00260416666666667;49;5;,102040816326531;,0127551020408163;51;4;,0784313725490196;,00980392156862745
29XB;00;Speelleercentr De Wijde Wereld;5406DK;UDEN; 856;Uden;Noord-Brabant;Bo;Rooms-Katholiek;32177;5;0;0;0;1;1;1;,125;9;0;0;0;13;2;,153846153846154;,0192307692307692;13;3;,230769230769231;,0288461538461538;6;0;0;0;18;1;,0555555555555556;,00694444444444444
29XC;00;De Kleine Wereld;1363DC;ALMERE;  34;Almere;Flevoland;Bo;Samenwerking PC, RK;40114;6;1;,166666666666667;,0208333333333333;10;2;,2;,025;9;1;,111111111111111;,0138888888888889;7;3;,428571428571429;,0535714285714286;6;2;,333333333333333;,0416666666666667;7;0;0;0;7;2;,285714285714286;,0357142857142857
29XE;00;Atlantis;3825WC;AMERSFOORT; 307;Amersfoort;Utrecht;Bo;Openbaar;41514;25;1;,04;,005;20;3;,15;,01875;47;5;,106382978723404;,0132978723404255;47;9;,191489361702128;,023936170212766;60;8;,133333333333333;,0166666666666667;81;8;,0987654320987654;,0123456790123457;84;11;,130952380952381;,0163690476190476
29XF;00;De Archipel;1087HN;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;24;3;,125;,015625;18;2;,111111111111111;,0138888888888889;36;1;,0277777777777778;,00347222222222222;32;3;,09375;,01171875;52;3;,0576923076923077;,00721153846153846;29;2;,0689655172413793;,00862068965517241;31;2;,0645161290322581;,00806451612903226
29XG;00;Het JongLeren;6846XA;ARNHEM; 202;Arnhem;Gelderland;Bo;Openbaar;41645;14;4;,285714285714286;,0357142857142857;21;5;,238095238095238;,0297619047619048;30;1;,0333333333333333;,00416666666666667;25;3;,12;,015;46;0;0;0;68;6;,0882352941176471;,0110294117647059;81;5;,0617283950617284;,00771604938271605
29XH;00;Panta Rhei;3894BA;ZEEWOLDE;  50;Zeewolde;Flevoland;Bo;Openbaar;41813;9;1;,111111111111111;,0138888888888889;10;1;,1;,0125;10;1;,1;,0125;17;0;0;0;18;1;,0555555555555556;,00694444444444444;19;2;,105263157894737;,0131578947368421;18;0;0;0
29XJ;00;Gazelle;6846XA;ARNHEM; 202;Arnhem;Gelderland;Bo;Rooms-Katholiek;40812;17;2;,117647058823529;,0147058823529412;8;0;0;0;13;1;,0769230769230769;,00961538461538462;12;1;,0833333333333333;,0104166666666667;33;0;0;0;32;4;,125;,015625;48;6;,125;,015625
29XL;00;Roald Dahl School;1689XD;ZWAAG; 405;Hoorn;Noord-Holland;Bo;Interconfessioneel;31657;15;2;,133333333333333;,0166666666666667;16;0;0;0;20;1;,05;,00625;31;3;,0967741935483871;,0120967741935484;43;5;,116279069767442;,0145348837209302;42;7;,166666666666667;,0208333333333333;46;5;,108695652173913;,0135869565217391
29XN;00;De Driesprong;9403PA;ASSEN; 106;Assen;Drenthe;Bo;Gereformeerd vrijgemaakt;42607;29;0;0;0;55;0;0;0;41;0;0;0;35;1;,0285714285714286;,00357142857142857;34;2;,0588235294117647;,00735294117647059;31;0;0;0;28;2;,0714285714285714;,00892857142857143
29XP;00;De Keizerskroon;2643MC;PIJNACKER;1926;Pijnacker-Nootdorp;Zuid-Holland;Bo;Rooms-Katholiek;75531;7;1;,142857142857143;,0178571428571429;7;2;,285714285714286;,0357142857142857;23;4;,173913043478261;,0217391304347826;11;1;,0909090909090909;,0113636363636364;30;4;,133333333333333;,0166666666666667;31;8;,258064516129032;,032258064516129;27;2;,0740740740740741;,00925925925925926
29XR;00;Kon-Tiki;3825WC;AMERSFOORT; 307;Amersfoort;Utrecht;Bo;Protestants-Christelijk;30010;9;3;,333333333333333;,0416666666666667;12;2;,166666666666667;,0208333333333333;14;1;,0714285714285714;,00892857142857143;23;3;,130434782608696;,016304347826087;34;5;,147058823529412;,0183823529411765;46;3;,0652173913043478;,00815217391304348;39;5;,128205128205128;,016025641025641
29XU;00;De Europaschool;1363DC;ALMERE;  34;Almere;Flevoland;Bo;Openbaar;42535;22;2;,0909090909090909;,0113636363636364;23;1;,0434782608695652;,00543478260869565;8;2;,25;,03125;16;3;,1875;,0234375;0;0; ; ;0;0; ; ;0;0; ; 
29XV;00;Confetti;6846XA;ARNHEM; 202;Arnhem;Gelderland;Bo;Interconfessioneel;40972;12;1;,0833333333333333;,0104166666666667;14;0;0;0;15;6;,4;,05;21;1;,0476190476190476;,00595238095238095;23;2;,0869565217391304;,0108695652173913;24;2;,0833333333333333;,0104166666666667;30;2;,0666666666666667;,00833333333333333
29XW;00;DOK12;3825KL;AMERSFOORT; 307;Amersfoort;Utrecht;Bo;Rooms-Katholiek;71488;28;4;,142857142857143;,0178571428571429;29;7;,241379310344828;,0301724137931035;18;6;,333333333333333;,0416666666666667;27;4;,148148148148148;,0185185185185185;28;6;,214285714285714;,0267857142857143;28;2;,0714285714285714;,00892857142857143;28;3;,107142857142857;,0133928571428571
29XY;00;Ebs Eden;3314NX;DORDRECHT; 505;Dordrecht;Zuid-Holland;Bo;Evangelisch;30582;13;1;,0769230769230769;,00961538461538462;9;1;,111111111111111;,0138888888888889;12;3;,25;,03125;14;5;,357142857142857;,0446428571428571;9;6;,666666666666667;,0833333333333333;18;2;,111111111111111;,0138888888888889;19;2;,105263157894737;,0131578947368421
29XZ;00;De Ontdekkingsreis;3972XL;DRIEBERGEN-RIJSENBURG;1581;Utrechtse Heuvelrug;Utrecht;Bo;Openbaar;41496;17;4;,235294117647059;,0294117647058824;12;1;,0833333333333333;,0104166666666667;17;1;,0588235294117647;,00735294117647059;11;3;,272727272727273;,0340909090909091;12;2;,166666666666667;,0208333333333333;5;0;0;0;13;2;,153846153846154;,0192307692307692
29YA;00;KinderRijk;1411HR;NAARDEN;1942;Gooise Meren;Noord-Holland;Bo;Algemeen bijzonder;78912;4;0;0;0;6;2;,333333333333333;,0416666666666667;7;2;,285714285714286;,0357142857142857;10;5;,5;,0625;0;0; ; ;0;0; ; ;0;0; ; 
29YC;00;Wereldwijs;3083MA;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Algemeen bijzonder;41800;19;1;,0526315789473684;,00657894736842105;19;1;,0526315789473684;,00657894736842105;31;0;0;0;26;5;,192307692307692;,0240384615384615;25;4;,16;,02;23;8;,347826086956522;,0434782608695652;35;6;,171428571428571;,0214285714285714
29YC;01;De Madelief;6836GA;ARNHEM; 202;Arnhem;Gelderland;Bo;Algemeen bijzonder;41800;0;0; ; ;0;0; ; ;0;0; ; ;8;2;,25;,03125;5;0;0;0;9;2;,222222222222222;,0277777777777778;0;0; ; 
29YD;00;Blink;4105BA;CULEMBORG; 216;Culemborg;Gelderland;Bo;Algemeen bijzonder;77975;9;2;,222222222222222;,0277777777777778;5;1;,2;,025;9;4;,444444444444444;,0555555555555556;9;2;,222222222222222;,0277777777777778;8;1;,125;,015625;5;0;0;0;10;0;0;0
29YF;00;Brede School Het Dok;2342BT;OEGSTGEEST; 579;Oegstgeest;Zuid-Holland;Bo;Algemeen bijzonder;41447;0;0; ; ;2;1;,5;,0625;9;0;0;0;11;0;0;0;11;2;,181818181818182;,0227272727272727;26;2;,0769230769230769;,00961538461538462;26;3;,115384615384615;,0144230769230769
29YJ;00;De School;2041BM;ZANDVOORT; 473;Zandvoort;Noord-Holland;Bo;Algemeen bijzonder;20281;0;0; ; ;5;2;,4;,05;6;0;0;0;9;2;,222222222222222;,0277777777777778;0;0; ; ;2;0;0;0;0;0; ; 
30AF;00;CB Het Talent;7814VH;EMMEN; 114;Emmen;Drenthe;Bo;Interconfessioneel;41551;12;0;0;0;7;1;,142857142857143;,0178571428571429;9;0;0;0;7;0;0;0;6;0;0;0;9;0;0;0;9;0;0;0
30AG;00;Delftlanden;7814VH;EMMEN; 114;Emmen;Drenthe;Bo;Openbaar;10249;6;1;,166666666666667;,0208333333333333;8;2;,25;,03125;11;1;,0909090909090909;,0113636363636364;6;1;,166666666666667;,0208333333333333;8;1;,125;,015625;7;1;,142857142857143;,0178571428571429;16;0;0;0
30AH;00; De Oceaan;1567HD;ASSENDELFT; 479;Zaanstad;Noord-Holland;Bo;Interconfessioneel;41251;47;0;0;0;40;0;0;0;45;2;,0444444444444444;,00555555555555556;55;0;0;0;30;2;,0666666666666667;,00833333333333333;19;0;0;0;38;2;,0526315789473684;,00657894736842105
30AJ;00;Columbusschool;1363LA;ALMERE;  34;Almere;Flevoland;Bo;Openbaar;42535;38;4;,105263157894737;,0131578947368421;34;4;,117647058823529;,0147058823529412;39;2;,0512820512820513;,00641025641025641;44;2;,0454545454545455;,00568181818181818;55;3;,0545454545454545;,00681818181818182;63;4;,0634920634920635;,00793650793650794;56;3;,0535714285714286;,00669642857142857
30AK;00;Obs De Flint;7415JM;DEVENTER; 150;Deventer;Overijssel;Bo;Openbaar;41862;28;2;,0714285714285714;,00892857142857143;37;0;0;0;32;5;,15625;,01953125;28;3;,107142857142857;,0133928571428571;38;6;,157894736842105;,0197368421052632;20;0;0;0;21;1;,0476190476190476;,00595238095238095
30AL;00;Montessorischool Venray;5803KH;VENRAY; 984;Venray;Limburg;Bo;Algemeen bijzonder;41167;15;5;,333333333333333;,0416666666666667;0;0; ; ;12;6;,5;,0625;9;1;,111111111111111;,0138888888888889;11;2;,181818181818182;,0227272727272727;10;4;,4;,05;25;6;,24;,03
30AM;00;De Toermalijn;5021VX;TILBURG; 855;Tilburg;Noord-Brabant;Bo;Evangelisch;41661;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; 
30AN;00;Tamar;2541RL;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;Evangelisch;34932;8;3;,375;,046875;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; 
30AP;00;Al Hambra;3526AB;UTRECHT; 344;Utrecht;Utrecht;Bo;Islamitisch;40077;17;4;,235294117647059;,0294117647058824;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; 
