PEILDATUM;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;REKENEN_LAGER1F;REKENEN_1F;REKENEN_1S;REKENEN_2F;LV_LAGER1F;LV_1F;LV_2F;TV_LAGER1F;TV_1F;TV_2F
20180417;05RV;00;Chr Basissch De Korenaar;1511VH;OOSTZAAN; 431;Oostzaan;Noord-Holland;Bo;Protestants-Christelijk;41251;5;23;15;0;0;14;29;2;24;17
20180417;05RW;00;De Hervormde School;4043LH;OPHEUSDEN;1740;Neder-Betuwe;Gelderland;Bo;Reformatorisch;41827;0;15;17;0;0;9;23;0;9;23
20180417;05RX;00;Chr Basissch Klaver Trye;8614XD;OUDEGA SUDWEST-FRYSLAN;1900;S∑dwest-Frysl‘n;Friesland;Bo;Protestants-Christelijk;42545;1;4;1;1;0;4;3;0;4;3
20180417;05RY;00;Chr Bs De Tarissing;8465RE;OUDEHASKE;1940;De Fryske Marren;Friesland;Bo;Protestants-Christelijk;42540;0;4;12;0;0;6;10;0;8;8
20180417;05RZ;00;Chr Bs De Zevensprong;9665HS;OUDE PEKELA; 765;Pekela;Groningen;Bo;Protestants-Christelijk;41845;0;3;2;0;1;1;3;1;1;3
20180417;05SB;00;Basisschool De Bron;3255TE;OUDE-TONGE;1924;Goeree-Overflakkee;Zuid-Holland;Bo;Protestants-Christelijk;42632;1;5;3;0;0;3;6;0;3;6
20180417;05SC;00;PC Basisschool Het Baken;1834CG;SINT PANCRAS; 416;Langedijk;Noord-Holland;Bo;Protestants-Christelijk;40712;4;16;12;0;0;5;27;0;12;20
20180417;05SE;00;Sch met de Bijbel De Akker;7933PG;PESSE; 118;Hoogeveen;Drenthe;Bo;Protestants-Christelijk;41196;1;6;6;0;1;3;9;1;6;6
20180417;05SF;00;Basisschool De Wegwijzer;3265BH;PIERSHIL; 588;Korendijk;Zuid-Holland;Bo;Protestants-Christelijk;41127;0;7;5;0;0;2;10;1;2;9
20180417;05SG;00;Juliana v Stolbergschool;5307HK;POEDEROIJEN; 297;Zaltbommel;Gelderland;Bo;Reformatorisch;90130;1;17;7;0;0;7;18;2;7;16
20180417;05SI;00;Eben Haezerschool;3415PW;POLSBROEK; 331;Lopik;Utrecht;Bo;Protestants-Christelijk;41439;3;8;7;0;0;5;13;2;6;10
20180417;05SJ;00;PCB De Wegwijzer;3882XE;PUTTEN; 273;Putten;Gelderland;Bo;Protestants-Christelijk;90169;1;14;22;0;0;7;30;1;12;24
20180417;05SK;00;PC Basisschool De Schelp;3297BW;PUTTERSHOEK; 585;Binnenmaas;Zuid-Holland;Bo;Protestants-Christelijk;41127;1;15;6;0;0;4;18;0;13;9
20180417;05SL;00;Basisschool Oostenwind;8102AM;RAALTE; 177;Raalte;Overijssel;Bo;Protestants-Christelijk;40894;2;2;3;1;0;3;5;0;3;5
20180417;05SM;00;'t Kompas;7791RH;RADEWIJK; 160;Hardenberg;Overijssel;Bo;Protestants-Christelijk;40946;0;1;3;1;0;0;5;0;1;4
20180417;05SO;00;Chr Basissch de Borgwal;3927AE;RENSWOUDE; 339;Renswoude;Utrecht;Bo;Protestants-Christelijk;41621;5;14;12;0;0;11;20;3;15;13
20180417;05SP;00;Basisschool De Zandbaan;4411BL;RILLAND; 703;Reimerswaal;Zeeland;Bo;Reformatorisch;90351;1;7;1;0;0;1;8;0;2;7
20180417;05SR;00;PC Basisschool A S Talma;3034PX;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;74531;1;20;16;0;0;13;24;0;20;17
20180417;05SW;00;Basisschool Het Kompas;3081SX;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Gereformeerd vrijgemaakt;41646;1;14;13;0;0;7;21;0;10;18
20180417;05SX;00;PC Bs De Arendsvleugel;7961AW;RUINERWOLD;1690;De Wolden;Drenthe;Bo;Protestants-Christelijk;41196;0;7;2;0;1;2;6;3;5;1
20180417;05SY;00;Chr Basissch Annewieke;9679JE;SCHEEMDA;1895;Oldambt;Groningen;Bo;Protestants-Christelijk;41845;1;3;6;0;0;3;7;1;5;4
20180417;05SZ;00;Basisschool De Wiekslag;9621AT;SLOCHTEREN;  40;Slochteren;Groningen;Bo;Gereformeerd vrijgemaakt;42607;0;4;9;0;0;1;12;0;6;7
20180417;05TB;00;PC Basisschool Noach;4145MP;SCHOONREWOERD; 545;Leerdam;Zuid-Holland;Bo;Protestants-Christelijk;41439;2;7;4;0;0;3;10;0;7;6
20180417;05TE;00;Chr Basissch Het Gebint;9551BM;SELLINGEN;  48;Vlagtwedde;Groningen;Bo;Protestants-Christelijk;41358;0;0;0;0;0;0;0;0;0;0
20180417;05TF;00;CNS De Wegwijzer;7777RJ;SCHUINESLOOT; 160;Hardenberg;Overijssel;Bo;Protestants-Christelijk;91079;0;3;8;0;0;1;10;0;2;9
20180417;05TG;00;Johannes Calvijnschool;3363CK;SLIEDRECHT; 610;Sliedrecht;Zuid-Holland;Bo;Reformatorisch;91118;6;28;30;0;1;14;49;1;32;31
20180417;05TH;00;Chr BS de Klinkert;8556XB;SLOTEN FR;1940;De Fryske Marren;Friesland;Bo;Protestants-Christelijk;41385;1;7;1;2;0;4;7;0;4;7
20180417;05TI;00;School Met De Bijbel;3245VP;SOMMELSDIJK;1924;Goeree-Overflakkee;Zuid-Holland;Bo;Protestants-Christelijk;42632;1;19;14;0;0;2;32;0;13;21
20180417;05TL;00;Oranje Nassauschool;9501VX;STADSKANAAL;  37;Stadskanaal;Groningen;Bo;Protestants-Christelijk;41358;6;16;6;0;3;3;22;2;11;15
20180417;05TM;00;Chr Basissch De Skutslus;8715HW;STAVOREN;1900;S∑dwest-Frysl‘n;Friesland;Bo;Protestants-Christelijk;41385;0;3;5;0;0;2;6;0;3;5
20180417;05TN;00;Chr. Basisschool De Vaart;9423PR;HOOGERSMILDE;1731;Midden-Drenthe;Drenthe;Bo;Protestants-Christelijk;32073;3;3;0;2;1;4;3;2;4;2
20180417;05TO;00;Chr Basissch De Fontein;9791BN;TEN BOER;   9;Ten Boer;Groningen;Bo;Protestants-Christelijk;41261;0;8;11;5;0;4;20;0;10;14
20180417;05TR;00;GEREF Basissch De Wissel;3572ZM;UTRECHT; 344;Utrecht;Utrecht;Bo;Gereformeerd vrijgemaakt;41646;0;8;16;0;0;2;22;1;10;13
20180417;05TS;00;Chr Basisschool De Veenster;9341AV;VEENHUIZEN;1699;Noordenveld;Drenthe;Bo;Protestants-Christelijk;32073;0;9;4;1;0;2;12;0;7;7
20180417;05TT;00;De Magdalon;4351AP;VEERE; 717;Veere;Zeeland;Bo;Protestants-Christelijk;40959;0;0;7;0;0;1;6;0;3;4
20180417;05TU;00;Basisschool De IJsselvallei;8194LK;VEESSEN; 246;Heerde;Gelderland;Bo;Protestants-Christelijk;41473;1;3;0;4;0;0;8;0;1;7
20180417;05TV;00;School aan de Vijver;5913TV;VENLO; 983;Venlo;Limburg;Bo;Protestants-Christelijk;41018;4;15;7;0;0;9;17;0;9;17
20180417;05TW;00;Basisschool De Schakel;3645GR;VINKEVEEN; 736;De Ronde Venen;Utrecht;Bo;Protestants-Christelijk;92210;1;9;6;0;0;7;9;1;5;10
20180417;05TY;00;Chr Kindcentrum Het Kompas;8325EV;VOLLENHOVE;1708;Steenwijkerland;Overijssel;Bo;Protestants-Christelijk;41270;1;9;12;0;1;9;12;1;7;14
20180417;05TZ;00;Chr Basisschool Sjaloom;7383CB;VOORST GEM VOORST; 285;Voorst;Gelderland;Bo;Protestants-Christelijk;45969;1;8;5;0;0;5;9;0;7;7
20180417;05UE;00;Goede Herderschool PC;8191XN;WAPENVELD; 246;Heerde;Gelderland;Bo;Protestants-Christelijk;92626;0;7;5;2;0;3;11;0;6;8
20180417;05UF;00;Ds van Maasschool;8191LH;WAPENVELD; 246;Heerde;Gelderland;Bo;Protestants-Christelijk;92639;0;13;7;3;0;5;18;0;12;11
20180417;05UG;00;Chr Basisschool De Rank;9989AT;WARFFUM;1651;Eemsmond;Groningen;Bo;Protestants-Christelijk;41261;0;0;0;0;0;0;0;0;0;0
20180417;05UK;00;Chr Nat Sch Knienenbult;7054AT;WESTENDORP;1509;Oude IJsselstreek;Gelderland;Bo;Protestants-Christelijk;41787;0;4;7;0;0;0;11;0;6;5
20180417;05UL;00;Chr Basissch De Bining;9295KC;WESTERGEEST;  79;Kollumerland en Nieuwkruisland;Friesland;Bo;Protestants-Christelijk;40635;2;4;5;0;0;5;6;0;2;9
20180417;05UM;00;Ds Vossersschool;8881CJ;WEST-TERSCHELLING;  93;Terschelling;Friesland;Bo;Protestants-Christelijk;92899;0;3;5;0;0;0;8;0;2;6
20180417;05UN;00;Chr Basisschool De Rank;1551RD;WESTZAAN; 479;Zaanstad;Noord-Holland;Bo;Protestants-Christelijk;41251;3;12;14;0;0;9;20;13;1;15
20180417;05UO;00;Chr Basisschool De Rank;8091HV;WEZEP; 269;Oldebroek;Gelderland;Bo;Protestants-Christelijk;41473;2;9;0;12;0;8;15;0;7;16
20180417;05UR;00;CBS De Wegwijzer;9367RM;DE WILP GN;  25;Marum;Groningen;Bo;Protestants-Christelijk;41571;1;6;4;3;0;1;13;0;6;8
20180417;05US;00;Basisschool De Regenboog;8274AR;WILSUM; 166;Kampen;Overijssel;Bo;Protestants-Christelijk;41125;0;5;11;0;0;3;13;0;4;12
20180417;05UT;00;Maranathaschool;9671GC;WINSCHOTEN;1895;Oldambt;Groningen;Bo;Protestants-Christelijk;41845;1;7;13;0;0;7;14;0;5;16
20180417;05UU;00;Basisschool De Piramiden;9951JH;WINSUM GN;  53;Winsum;Groningen;Bo;Protestants-Christelijk;41261;0;7;8;4;0;3;16;0;1;18
20180417;05UW;00;Chr Basisschool De Arke;9088AS;WIRDUM FR;  80;Leeuwarden;Friesland;Bo;Protestants-Christelijk;41419;2;2;3;0;0;1;6;0;1;6
20180417;05UX;00;Het Samenspel;4471BR;WOLPHAARTSDIJK; 664;Goes;Zeeland;Bo;Protestants-Christelijk;41582;0;2;0;12;0;2;12;0;4;10
20180417;05UY;00;Basisschool It Funemint;8731CD;WOMMELS; 140;Littenseradiel;Friesland;Bo;Protestants-Christelijk;42604;1;13;15;0;0;4;25;0;8;21
20180417;05VA;00;Chr Nationale School;9113PB;WALTERSWALD;1891;Dantumadiel;Friesland;Bo;Reformatorisch;93445;2;6;3;0;0;5;6;0;4;7
20180417;05VC;00;Akkerwal;7468RE;ENTER; 189;Wierden;Overijssel;Bo;Protestants-Christelijk;92951;0;0;0;0;0;0;0;0;0;0
20180417;05VD;00;Oranjeschool vBasisond;8276AL;ZALK; 166;Kampen;Overijssel;Bo;Protestants-Christelijk;41125;0;1;9;0;0;0;10;2;3;5
20180417;05VG;00;Basissch De Nessevliet;2761DP;ZEVENHUIZEN ZH;1892;Zuidplas;Zuid-Holland;Bo;Protestants-Christelijk;41194;5;6;10;0;1;6;14;2;8;11
20180417;05VJ;00;'T Paalhoofd;4374BB;ZOUTELANDE; 717;Veere;Zeeland;Bo;Protestants-Christelijk;40959;0;8;5;0;0;0;13;0;3;10
20180417;05VK;00;Basisschool De Wegwijzer;9636AA;ZUIDBROEK;1987;Menterwolde;Groningen;Bo;Protestants-Christelijk;41845;1;9;8;0;0;4;14;0;6;12
20180417;05VL;00;PC Basisschool De Aanwas;3214XE;ZUIDLAND;1930;Nissewaard;Zuid-Holland;Bo;Protestants-Christelijk;41507;3;10;13;0;0;3;23;9;3;14
20180417;05VM;00;Chr Basissch M D Bijbel;5305EA;ZUILICHEM; 297;Zaltbommel;Gelderland;Bo;Protestants-Christelijk;42658;1;5;2;0;0;4;4;1;4;3
20180417;05VO;00;Montess BS Pallas Athene;3818JE;AMERSFOORT; 307;Amersfoort;Utrecht;Bo;Algemeen bijzonder;41226;1;14;25;0;0;2;38;0;9;31
20180417;05VO;01;Montess BS Pallas Athene;3634AS;LOENERSLOOT;1904;Stichtse Vecht;Utrecht;Bo;Algemeen bijzonder;41226;0;0;0;0;0;0;0;0;0;0
20180417;05VP;00;Cornelis Vrijschool;1071CW;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Algemeen bijzonder;94459;0;12;19;0;0;1;30;0;14;17
20180417;05VR;00;Deventer Montessori Sch;7415LA;DEVENTER; 150;Deventer;Overijssel;Bo;Algemeen bijzonder;95148;6;20;29;0;1;11;43;3;25;27
20180417;05VS;00;Instituut Van Kinsbergen;8081VZ;ELBURG; 230;Elburg;Gelderland;Bo;Algemeen bijzonder;95395;0;2;5;0;0;1;6;0;0;7
20180417;05VT;00;Enschedese Schoolverenig;7523AL;ENSCHEDE; 153;Enschede;Overijssel;Bo;Algemeen bijzonder;95421;4;13;11;0;2;4;22;4;9;15
20180417;05VU;00;Schoolver Neutr Bijz Ond;2801ZA;GOUDA; 513;Gouda;Zuid-Holland;Bo;Algemeen bijzonder;95655;0;10;39;0;0;4;45;0;8;41
20180417;05VV;00;Schoolvereniging Wolters;2597PH;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;Algemeen bijzonder;95681;0;4;49;0;0;3;50;5;0;48
20180417;05VW;00;Bs Haagsche School Ver;2514JT;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;Algemeen bijzonder;95694;0;12;32;0;0;1;43;0;5;39
20180417;05VX;00;1e Ned Montessorischool;2566DA;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;Algemeen bijzonder;46879;1;13;0;18;0;8;24;0;7;25
20180417;05VY;00;Montessorisch Waalsdorp;2597PH;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;Algemeen bijzonder;95746;1;15;5;19;0;7;33;0;14;26
20180417;05WB;00;De Vrije School;2597NT;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;Antroposofisch;95785;3;32;3;14;0;12;40;1;21;30
20180417;05WD;00;Haarlemse Montessorisch;2012SR;HAARLEM; 392;Haarlem;Noord-Holland;Bo;Algemeen bijzonder;95954;2;25;13;0;0;6;34;1;23;16
20180417;05WG;00;Hilversumse Schoolver;1213BM;HILVERSUM; 402;Hilversum;Noord-Holland;Bo;Algemeen bijzonder;96266;0;1;28;0;0;0;29;0;1;28
20180417;05WH;00;Montessorischool Centrum;1211AM;HILVERSUM; 402;Hilversum;Noord-Holland;Bo;Algemeen bijzonder;41515;1;11;1;32;0;1;44;0;19;26
20180417;05WI;00;Godelindeschool;1217CN;HILVERSUM; 402;Hilversum;Noord-Holland;Bo;Algemeen bijzonder;96292;0;9;23;0;0;3;29;0;4;28
20180417;05WJ;00;Flevo school;1272BX;HUIZEN; 406;Huizen;Noord-Holland;Bo;Algemeen bijzonder;96409;0;9;19;0;0;0;28;0;6;22
20180417;05WK;00;Larense Montessorischool;1251AR;LAREN NH; 417;Laren;Noord-Holland;Bo;Algemeen bijzonder;41376;0;14;21;0;0;5;30;0;10;25
20180417;05WL;00;Chr Basisschool De Arke;9245HK;NIJ BEETS;  86;Opsterland;Friesland;Bo;Protestants-Christelijk;96864;2;5;2;1;0;4;6;0;4;6
20180417;05WM;00;De Kralingsche School;3062EB;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Algemeen bijzonder;97137;0;11;17;0;0;2;26;0;11;17
20180417;05WN;00;Montessorischool;3062EK;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Algemeen bijzonder;41547;0;8;21;0;0;2;27;0;4;25
20180417;05WR;00;Kievietschool;2244AD;WASSENAAR; 629;Wassenaar;Zuid-Holland;Bo;Algemeen bijzonder;31019;1;1;34;0;0;1;35;1;5;30
20180417;05WS;00;Montessorischool;2242GW;WASSENAAR; 629;Wassenaar;Zuid-Holland;Bo;Algemeen bijzonder;98255;0;4;12;0;0;1;15;0;2;14
20180417;05WT;00;Basisschool Oudendijk;4285WL;WOUDRICHEM; 874;Woudrichem;Noord-Brabant;Bo;Algemeen bijzonder;98398;1;4;1;6;0;2;10;0;3;9
20180417;05WU;00;Zeister Schoolvereeniging;3707CA;ZEIST; 355;Zeist;Utrecht;Bo;Algemeen bijzonder;98463;1;11;18;0;0;4;26;0;12;18
20180417;05WV;00;Zeister Vrije School;3707GL;ZEIST; 355;Zeist;Utrecht;Bo;Antroposofisch;98489;0;7;1;21;0;5;24;0;3;26
20180417;05WZ;00;PC Sch vr BSO Immanuel;3412KM;LOPIKERKAPEL; 331;Lopik;Utrecht;Bo;Protestants-Christelijk;41439;1;9;4;0;0;3;11;2;8;4
20180417;05XB;00;CBS De Parel;9649HP;MUNTENDAM;1987;Menterwolde;Groningen;Bo;Protestants-Christelijk;41845;1;2;3;0;0;0;6;0;0;6
20180417;05XC;00;Chr Bs De Lindenborgh;9581TV;MUSSELKANAAL;  37;Stadskanaal;Groningen;Bo;Protestants-Christelijk;41358;0;14;3;0;0;4;13;0;5;12
20180417;05XD;00;Basisschool De Wegwijzer;9621AR;SLOCHTEREN;  40;Slochteren;Groningen;Bo;Protestants-Christelijk;41845;1;9;3;0;0;1;12;0;5;8
20180417;05XE;00;De Noordkaap;9982LK;UITHUIZERMEEDEN;1651;Eemsmond;Groningen;Bo;Protestants-Christelijk;41261;1;7;12;0;0;6;14;0;6;14
20180417;05XF;00;Basisschool De Zaaier;9541AX;VLAGTWEDDE;  48;Vlagtwedde;Groningen;Bo;Protestants-Christelijk;41358;0;12;11;0;0;8;15;0;6;17
20180417;05XH;00;Basisschool De Tarissing;8843KE;SPANNUM; 140;Littenseradiel;Friesland;Bo;Protestants-Christelijk;42604;0;3;1;1;0;0;5;0;3;2
20180417;05XI;00;Basisschool Paadwizer;8763MS;PARREGA;1900;S∑dwest-Frysl‘n;Friesland;Bo;Protestants-Christelijk;42604;0;3;0;2;0;1;4;0;0;5
20180417;05XQ;00;School Met De Bijbel;6668AN;RANDWIJK;1734;Overbetuwe;Gelderland;Bo;Reformatorisch;41827;0;11;7;0;0;5;13;1;6;11
20180417;05XR;00;Basisschool De Terebint;6659BX;WAMEL; 668;West Maas en Waal;Gelderland;Bo;Protestants-Christelijk;41460;2;4;3;0;0;4;5;1;5;3
20180417;05XW;00;Obs Bredeschool De Springplank;8141ET;HEINO; 177;Raalte;Overijssel;Bo;Openbaar;41491;0;14;18;0;0;4;28;0;8;24
20180417;05XX;00;Openbare Basisschool;7255XT;HENGELO GLD;1876;Bronckhorst;Gelderland;Bo;Openbaar;41371;0;23;11;0;0;6;28;0;8;26
20180417;05XZ;00;Basisschool De Vlieten;2678PB;DE LIER;1783;Westland;Zuid-Holland;Bo;Openbaar;41455;0;3;11;0;0;4;10;0;5;9
20180417;05YA;00;WereldKidz Kievitt;3738EB;MAARTENSDIJK; 310;De Bilt;Utrecht;Bo;Openbaar;41496;2;7;0;2;1;3;7;0;7;4
20180417;05YC;00;Basisschool De Brink;6043SG;ROERMOND; 957;Roermond;Limburg;Bo;Openbaar;41692;2;16;14;0;0;12;20;0;9;23
20180417;05YD;00;OBS K Zwartschool;7261GH;RUURLO;1859;Berkelland;Gelderland;Bo;Openbaar;41413;7;20;20;0;0;22;25;4;20;23
20180417;05YE;00;OBS Het Bolwerk;2172HD;SASSENHEIM;1525;Teylingen;Zuid-Holland;Bo;Openbaar;41362;1;11;11;0;0;3;20;0;7;16
20180417;05YK;00;Christelijke Basisschool;5314AT;BRUCHEM; 297;Zaltbommel;Gelderland;Bo;Protestants-Christelijk;42658;3;13;7;0;0;8;15;3;8;12
20180417;05YL;00;Basisschool De Paadwizer;8434NN;WASKEMEER;  85;Ooststellingwerf;Friesland;Bo;Protestants-Christelijk;41282;1;2;1;5;0;1;8;0;2;7
20180417;05YP;00;Basissch Deldenerbroek;7495TC;AMBT DELDEN;1735;Hof van Twente;Overijssel;Bo;Openbaar;41785;0;0;0;0;0;0;0;0;0;0
20180417;05YQ;00;Basisschool De Regenboog;4671ES;DINTELOORD; 851;Steenbergen;Noord-Brabant;Bo;Openbaar;41778;0;4;5;0;0;2;7;0;4;5
20180417;05YR;00;Basisschool De Mieden;9651AP;MEEDEN;1987;Menterwolde;Groningen;Bo;Openbaar;41780;1;2;0;2;0;1;4;0;1;4
20180417;05YS;00;Basisschool 'T Smelleken;5554JM;VALKENSWAARD; 858;Valkenswaard;Noord-Brabant;Bo;Openbaar;41662;1;14;33;0;0;7;41;0;7;41
20180417;05YT;00;Basisschool Berg;6325CN;BERG EN TERBLIJT; 994;Valkenburg aan de Geul;Limburg;Bo;Openbaar;42669;0;15;8;0;0;4;19;0;13;10
20180417;05YW;00;RK Basisschool Den Dijk;5409AD;ODILIAPEEL; 856;Uden;Noord-Brabant;Bo;Rooms-Katholiek;32177;2;9;10;0;0;9;12;0;13;8
20180417;05ZE;00;Basisschool Den Velde;7786BH;DEN VELDE; 160;Hardenberg;Overijssel;Bo;Openbaar;41630;0;2;5;0;0;2;5;0;4;3
20180417;05ZF;00;De Tweemaster;2161KL;LISSE; 553;Lisse;Zuid-Holland;Bo;Openbaar;41362;4;24;20;0;2;18;28;5;22;21
20180417;05ZG;00;Basisschool 'T Ravelijn;5371BB;RAVENSTEIN; 828;Oss;Noord-Brabant;Bo;Openbaar;13674;3;6;7;0;0;3;13;2;8;6
20180417;05ZH;00;Basissch De Berkenhorst;7951JS;STAPHORST; 180;Staphorst;Overijssel;Bo;Openbaar;41629;1;2;4;0;0;1;6;1;0;6
20180417;05ZI;00;BS de Speelwagen;1687RA;WOGNUM; 420;Medemblik;Noord-Holland;Bo;Openbaar;41421;3;6;3;5;0;5;12;0;8;9
20180417;05ZQ;00;De Lispeltuut;4356BG;OOSTKAPELLE; 717;Veere;Zeeland;Bo;Openbaar;42610;0;2;3;1;0;0;6;0;0;6
20180417;05ZR;00;De Appelhof;6652BE;DRUTEN; 225;Druten;Gelderland;Bo;Openbaar;41340;0;17;36;0;2;12;39;4;9;40
20180417;05ZS;00;Basisschool De Zuidwend;3755BG;EEMNES; 317;Eemnes;Utrecht;Bo;Openbaar;41376;4;9;18;0;0;5;26;0;9;22
20180417;05ZT;00;Basisschool De Tichelaar;6691CJ;GENDT;1705;Lingewaard;Gelderland;Bo;Openbaar;41013;4;6;7;3;0;4;16;0;8;12
20180417;05ZU;00;Basissch De Samensprong;5971AN;GRUBBENVORST;1507;Horst aan de Maas;Limburg;Bo;Openbaar;41398;5;10;11;0;0;7;19;1;7;18
20180417;05ZV;00;Basisschool De Bongerd;6997AK;HOOG-KEPPEL;1876;Bronckhorst;Gelderland;Bo;Openbaar;41371;1;4;0;0;0;4;1;0;4;1
20180417;05ZW;00;WereldKidz Meander;3956EW;LEERSUM;1581;Utrechtse Heuvelrug;Utrecht;Bo;Openbaar;41496;2;11;4;0;0;5;12;0;8;9
20180417;05ZX;00;De Regenboog;5694SC;SON EN BREUGEL; 848;Son en Breugel;Noord-Brabant;Bo;Openbaar;41860;0;2;2;7;0;1;10;0;1;10
20180417;05ZY;00;Basissch De Zandheuvel;4147ED;ASPEREN; 733;Lingewaal;Gelderland;Bo;Openbaar;41638;0;10;0;6;0;3;13;0;7;9
20180417;05ZZ;00;Daltonschool Het Ravelijn;6932CA;WESTERVOORT; 293;Westervoort;Gelderland;Bo;Openbaar;77235;5;18;9;0;3;15;14;2;17;13
20180417;06AF;00;Vrije School Valentijn;3844EL;HARDERWIJK; 243;Harderwijk;Gelderland;Bo;Antroposofisch;77456;4;13;7;0;0;7;17;1;14;9
20180417;06AG;00;Maria-School;7667PS;REUTUM; 183;Tubbergen;Overijssel;Bo;Rooms-Katholiek;50949;0;8;10;0;0;3;15;1;11;6
20180417;06AI;00;Openbare Bs De Noordster;4613GP;BERGEN OP ZOOM; 748;Bergen op Zoom;Noord-Brabant;Bo;Openbaar;41778;1;17;8;0;0;3;23;0;7;19
20180417;06AL;00;SWS Op Wier;9891BE;EZINGE;  53;Winsum;Groningen;Bo;Openbaar;13683;1;4;4;0;1;2;6;0;3;6
20180417;06AM;00;Basissch De Springplank;2391AX;HAZERSWOUDE-DORP; 484;Alphen aan den Rijn;Zuid-Holland;Bo;Openbaar;28601;0;3;16;0;0;4;15;1;5;13
20180417;06AN;00;Nieuweschool;5981DS;PANNINGEN;1894;Peel en Maas;Limburg;Bo;Openbaar;47959;4;18;13;0;3;17;15;13;11;11
20180417;06AO;00;O D B S  Nijenstein;9997NG;ZANDEWEER;1651;Eemsmond;Groningen;Bo;Openbaar;13683;1;5;5;0;0;3;8;1;5;5
20180417;06AP;00;Basisschool De Meridiaan;1671JZ;MEDEMBLIK; 420;Medemblik;Noord-Holland;Bo;Openbaar;41421;0;6;9;0;3;1;11;2;5;8
20180417;06AQ;00;SWS De Schans;9342PH;EEN;1699;Noordenveld;Drenthe;Bo;Openbaar;11711;3;6;8;0;0;3;14;0;3;14
20180417;06AY;00;Obs Jan Hekman;1191JP;OUDERKERK AAN DE AMSTEL; 437;Ouder-Amstel;Noord-Holland;Bo;Openbaar;41580;6;26;23;0;2;9;44;1;11;43
20180417;06AZ;00;Basisschool Flora;2931RP;KRIMPEN AAN DE LEK;1931;Krimpenerwaard;Zuid-Holland;Bo;Openbaar;41401;0;5;1;0;0;2;4;0;3;3
20180417;06BA;00;BS de Duizendpoot;6165TV;GELEEN;1883;Sittard-Geleen;Limburg;Bo;Openbaar;83280;6;18;26;0;1;2;47;0;17;33
20180417;06BB;00;OBS De Klokkebei;4851BG;ULVENHOUT; 758;Breda;Noord-Brabant;Bo;Openbaar;41869;0;9;17;0;0;0;26;0;7;19
20180417;06BC;00;Basisschool De Sieppe;6562XK;GROESBEEK;1945;Berg en Dal;Gelderland;Bo;Openbaar;42486;0;19;8;0;0;10;17;0;8;19
20180417;06BD;00;De Cocon;4791KB;KLUNDERT;1709;Moerdijk;Noord-Brabant;Bo;Openbaar;41471;2;4;3;0;0;3;6;0;6;3
20180417;06BE;00;Willemsschool;2681TT;MONSTER;1783;Westland;Zuid-Holland;Bo;Openbaar;41455;0;11;0;9;0;7;13;0;8;12
20180417;06BG;00;Basisschool Het Landje;3012BA;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Openbaar;41775;3;30;28;0;2;9;50;3;18;40
20180417;06BH;00;obs De Dijkwerkers;1693KT;WERVERSHOOF; 420;Medemblik;Noord-Holland;Bo;Openbaar;13662;1;2;7;1;0;5;6;0;2;9
20180417;06BM;00;obs De Piramide;1619VC;ANDIJK; 420;Medemblik;Noord-Holland;Bo;Openbaar;13662;0;5;7;0;0;1;11;0;4;8
20180417;06BO;00;Curtevenne-Basisschool;1241BG;KORTENHOEF;1696;Wijdemeren;Noord-Holland;Bo;Openbaar;41376;1;7;22;0;1;7;22;3;9;18
20180417;06BP;00;Basisschool De Molenberg;9861GJ;GROOTEGAST;  15;Grootegast;Groningen;Bo;Openbaar;41846;0;1;9;1;0;4;7;0;2;9
20180417;06BQ;00;OBS De Piramide;5262XE;VUGHT; 865;Vught;Noord-Brabant;Bo;Openbaar;41633;6;25;39;0;2;13;55;10;33;27
20180417;06BR;00;OBS De Anwende;7854PR;AALDEN; 109;Coevorden;Drenthe;Bo;Openbaar;41630;0;5;13;0;0;7;11;0;13;5
20180417;06BV;00;Sint Lambertusschool;5512AJ;VESSEM; 770;Eersel;Noord-Brabant;Bo;Rooms-Katholiek;77338;3;11;13;0;0;9;18;16;0;11
20180417;06BX;00;D W v Dam v Brakelschool;5306GE;BRAKEL; 297;Zaltbommel;Gelderland;Bo;Openbaar;41633;3;5;3;0;1;5;5;2;7;2
20180417;06BY;00;Basisschool De Schakel;7681RG;VROOMSHOOP;1700;Twenterand;Overijssel;Bo;Openbaar;41476;0;5;0;3;0;2;6;0;3;5
