PEILDATUM;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;REKENEN_LAGER1F;REKENEN_1F;REKENEN_1S;REKENEN_2F;LV_LAGER1F;LV_1F;LV_2F;TV_LAGER1F;TV_1F;TV_2F
20160419;01VG;01;Peter Petersenschool;9751SL;HAREN GN;  17;Haren;Groningen;Bo;Algemeen bijzonder;40865;9;14;0;14;2;5;30;3;16;18
20160419;01VI;00;Chr Basissch De Wingerd;3813LW;AMERSFOORT; 307;Amersfoort;Utrecht;Bo;Protestants-Christelijk;30010;10;19;11;0;1;8;31;2;21;17
20160419;01VQ;00;Rk Bs Beekvliet;1991ET;VELSERBROEK; 453;Velsen;Noord-Holland;Bo;Rooms-Katholiek;40257;9;33;5;23;0;17;53;6;21;43
20160419;01VR;00;Montessorischool;2912CR;NIEUWERKERK AD IJSSEL;1892;Zuidplas;Zuid-Holland;Bo;Algemeen bijzonder;41226;2;10;12;0;0;5;19;1;10;13
20160419;01VY;00;Basissch De Lingewaard;4241CA;ARKEL; 689;Giessenlanden;Zuid-Holland;Bo;Openbaar;41638;10;13;2;0;7;11;7;1;18;6
20160419;01WQ;00;Geref Basissch De Rank;9301KE;RODEN;1699;Noordenveld;Drenthe;Bo;Gereformeerd vrijgemaakt;42607;2;4;3;0;1;2;6;0;3;6
20160419;01WR;00;Sterrenschool Ermelo;3851ZK;ERMELO; 233;Ermelo;Gelderland;Bo;Gereformeerd vrijgemaakt;40945;2;5;2;1;0;4;6;1;6;3
20160419;01WU;00;Vrije Sch De Regenboog;5643CJ;EINDHOVEN; 772;Eindhoven;Noord-Brabant;Bo;Antroposofisch;30027;8;21;0;20;1;11;37;6;16;27
20160419;01XH;00;Basisschool De Ammers;2964CC;GROOT-AMMERS;1927;Molenwaard;Zuid-Holland;Bo;Openbaar;41638;2;3;7;0;0;2;10;0;2;10
20160419;01XU;00;Hildegaertschool;3055TE;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;40774;3;16;33;0;0;7;45;2;6;44
20160419;02ZF;00;OBS Hendrik V Brederode;4233HG;AMEIDE; 707;Zederik;Zuid-Holland;Bo;Openbaar;41638;1;3;4;0;0;2;6;2;2;4
20160419;02ZW;00;GBS 't Schrijvertje;7322CL;APELDOORN; 200;Apeldoorn;Gelderland;Bo;Gereformeerd vrijgemaakt;40945;0;7;16;0;0;1;22;0;4;19
20160419;02ZY;00;Geref Bs De Wingerd;4464JA;GOES; 664;Goes;Zeeland;Bo;Gereformeerd vrijgemaakt;41646;4;14;10;0;0;6;22;0;14;14
20160419;03AG;00;PC Basissch De Hoeksteen;1991ET;VELSERBROEK; 453;Velsen;Noord-Holland;Bo;Protestants-Christelijk;26158;3;9;5;6;0;7;16;0;13;10
20160419;03AH;00;Venlose Montessorischool;5914SH;VENLO; 983;Venlo;Limburg;Bo;Algemeen bijzonder;41167;0;5;1;0;0;1;5;0;2;4
20160419;03AI;00;De Kleine Prins;7007BK;DOETINCHEM; 222;Doetinchem;Gelderland;Bo;Antroposofisch;77456;1;4;2;0;0;1;6;0;5;2
20160419;03AN;00;Basisschool Azelo;7495TW;AMBT DELDEN;1735;Hof van Twente;Overijssel;Bo;Openbaar;41785;0;0;0;0;0;0;0;0;0;0
20160419;03AP;00;Basisschool De Belhamel;5551EG;VALKENSWAARD; 858;Valkenswaard;Noord-Brabant;Bo;Openbaar;41662;0;7;8;0;0;4;11;0;3;12
20160419;03AZ;00;Geref Basissch De Rank;1817HJ;ALKMAAR; 361;Alkmaar;Noord-Holland;Bo;Gereformeerd vrijgemaakt;41646;1;6;12;0;0;0;19;2;2;15
20160419;03BA;00;Jan V Rijckenborghschool;1222SX;HILVERSUM; 402;Hilversum;Noord-Holland;Bo;Algemeen bijzonder;30013;0;2;7;2;0;0;11;0;0;11
20160419;03BR;00;Basisschool De Kring;6191PD;BEEK LB; 888;Beek;Limburg;Bo;Openbaar;83280;2;18;14;0;1;3;30;0;15;19
20160419;03BS;00;OBS Dr M L Kingschool;7591XJ;DENEKAMP;1774;Dinkelland;Overijssel;Bo;Openbaar;41565;0;9;12;0;0;2;19;0;12;9
20160419;03BT;00;OBS Prinses Irene;7783BM;GRAMSBERGEN; 160;Hardenberg;Overijssel;Bo;Openbaar;41630;1;8;2;0;5;4;2;1;3;7
20160419;03BU;00;Basisischool Margriet;1165GL;HALFWEG NH; 393;Haarlemmerliede en Spaarnwoude;Noord-Holland;Bo;Openbaar;41500;0;5;0;4;0;5;4;0;2;7
20160419;03BV;00;De Trumakkers;5591NG;HEEZE;1658;Heeze-Leende;Noord-Brabant;Bo;Openbaar;41662;3;8;10;0;0;4;17;1;9;11
20160419;03BX;00;OBS De Hobbitstee;3417WD;MONTFOORT; 335;Montfoort;Utrecht;Bo;Openbaar;41401;2;11;15;0;0;8;20;0;12;16
20160419;03BY;00;OBS De Wijzer;6658WS;BENEDEN-LEEUWEN; 668;West Maas en Waal;Gelderland;Bo;Openbaar;41340;1;1;4;0;0;3;3;0;3;3
20160419;03CJ;00;Montessorischool;4462EK;GOES; 664;Goes;Zeeland;Bo;Algemeen bijzonder;77533;0;4;0;10;0;1;13;0;4;10
20160419;03CL;00;Lubertischool;1796AH;DE KOOG; 448;Texel;Noord-Holland;Bo;Algemeen bijzonder;41841;1;11;3;0;0;2;13;0;9;6
20160419;03CO;00;GBS De Wegwijzer;8331MZ;STEENWIJK;1708;Steenwijkerland;Overijssel;Bo;Gereformeerd vrijgemaakt;41168;2;3;3;0;0;2;6;0;6;2
20160419;03CT;00;De Golfslag;4357EN;DOMBURG; 717;Veere;Zeeland;Bo;Openbaar;42610;0;7;1;4;0;2;10;0;4;8
20160419;03CV;00;De Zwerm;1744KJ;SINT MAARTEN; 441;Schagen;Noord-Holland;Bo;Openbaar;41438;2;2;5;0;0;1;8;0;3;6
20160419;03CW;00;OBS Apollo;4841ND;PRINSENBEEK; 758;Breda;Noord-Brabant;Bo;Openbaar;41869;1;6;7;0;0;1;13;0;4;10
20160419;03DF;00;OBS Kromme Akkers;9893PD;GARNWERD;  53;Winsum;Groningen;Bo;Openbaar;13683;0;0;0;0;0;0;0;0;0;0
20160419;03DG;00;OBS Klinkenborg;9995PN;KANTENS;1651;Eemsmond;Groningen;Bo;Openbaar;13683;0;4;3;1;0;2;6;0;5;3
20160419;03DH;00;OBS De Omnibus;5991PX;BAARLO LB;1894;Peel en Maas;Limburg;Bo;Openbaar;41398;0;10;6;0;0;3;13;1;8;7
20160419;03DJ;00;Basisschool Vlieland;8899AP;VLIELAND;  96;Vlieland;Friesland;Bo;Openbaar;10928;2;8;4;0;0;3;11;0;8;6
20160419;03DK;00;Openbare Basisschool;7251BC;VORDEN;1876;Bronckhorst;Gelderland;Bo;Openbaar;41371;1;3;9;0;0;1;12;1;3;9
20160419;03DV;00;OBS Prins Claus;3461GH;LINSCHOTEN; 335;Montfoort;Utrecht;Bo;Openbaar;41401;1;10;10;0;0;7;14;1;7;13
20160419;03DW;00;Obs Houwingaham;9693BG;BAD NIEUWESCHANS;1895;Oldambt;Groningen;Bo;Openbaar;41613;7;7;3;0;0;7;10;2;13;2
20160419;03DX;00;Jan Prins;3011GM;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Openbaar;41775;6;10;15;0;0;12;19;0;14;17
20160419;03EE;00;De Wereldboom;4561KZ;HULST; 677;Hulst;Zeeland;Bo;Openbaar;40803;11;19;12;0;1;12;29;1;25;16
20160419;03EH;00;Wereldweide;8091VK;WEZEP; 269;Oldebroek;Gelderland;Bo;Openbaar;41345;0;0;0;0;0;0;0;0;0;0
20160419;03EH;01;OBS 'T Noorder Merk;8079TN;NOORDEINDE GLD; 269;Oldebroek;Gelderland;Bo;Openbaar;41345;0;0;0;0;0;0;0;0;0;0
20160419;03EI;00;OBS Usquert;9988SC;USQUERT;1651;Eemsmond;Groningen;Bo;Openbaar;13683;3;4;1;0;0;5;3;0;6;2
20160419;03EJ;00;De Smeltkroes;7852TJ;WEZUP; 109;Coevorden;Drenthe;Bo;Openbaar;41630;0;0;0;0;0;0;0;0;0;0
20160419;03ES;00;OBS De Rijnschans;2396XD;KOUDEKERK AAN DEN RIJN; 484;Alphen aan den Rijn;Zuid-Holland;Bo;Openbaar;41431;0;5;3;0;0;0;8;0;6;2
20160419;03ET;00;De Tamboerijn;2441AG;NIEUWVEEN; 569;Nieuwkoop;Zuid-Holland;Bo;Openbaar;41431;0;0;0;0;0;0;0;0;0;0
20160419;03EU;00;De Winde;2631PT;NOOTDORP;1926;Pijnacker-Nootdorp;Zuid-Holland;Bo;Openbaar;41488;5;22;0;30;0;8;49;4;6;47
20160419;03EV;00;OBS De Klimop;5541GH;REUSEL;1667;Reusel-De Mierden;Noord-Brabant;Bo;Openbaar;41662;1;9;11;0;0;3;18;0;4;17
20160419;03FH;00;De Schutse;3155BM;MAASLAND;1842;Midden-Delfland;Zuid-Holland;Bo;Openbaar;41455;0;8;8;0;0;3;13;1;3;12
20160419;03FJ;00;Openbare Bs De Hazelmuis;2821SB;STOLWIJK;1931;Krimpenerwaard;Zuid-Holland;Bo;Openbaar;41401;7;24;12;0;1;17;25;3;16;24
20160419;03FS;00;Basisschool Hartenaas;5361HZ;GRAVE; 786;Grave;Noord-Brabant;Bo;Openbaar;41443;7;16;2;0;4;8;13;4;18;3
20160419;03FT;00;Openbare Basisschool De Borgh;9801AM;ZUIDHORN;  56;Zuidhorn;Groningen;Bo;Openbaar;41846;0;13;1;19;0;5;28;1;8;24
20160419;03FU;00;Arembergschool;8064CD;ZWARTSLUIS;1896;Zwartewaterland;Overijssel;Bo;Openbaar;41816;3;10;15;0;0;4;24;1;12;15
20160419;03GD;00;De Lelie;3465KE;DRIEBRUGGEN;1901;Bodegraven-Reeuwijk;Zuid-Holland;Bo;Reformatorisch;41534;7;8;6;0;0;5;16;2;12;7
20160419;03GE;00;Prinses Margriet School;3028HW;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;40237;9;16;12;0;1;15;21;1;20;16
20160419;03GJ;00;De Poeljeugd;4472AT;'S-HEER HENDRIKSKINDEREN; 664;Goes;Zeeland;Bo;Protestants-Christelijk;41582;0;4;0;8;0;2;10;0;3;9
20160419;03GL;00;De Wegwijzer;5361BN;GRAVE; 786;Grave;Noord-Brabant;Bo;Protestants-Christelijk;48348;1;8;5;0;0;2;12;0;9;5
20160419;03GP;00;Chr Bs De Open Hof;4631NM;HOOGERHEIDE; 873;Woensdrecht;Noord-Brabant;Bo;Protestants-Christelijk;40517;0;3;0;7;0;1;9;0;1;9
20160419;03GR;00;Het Mozaiek;7913RE;HOLLANDSCHEVELD; 118;Hoogeveen;Drenthe;Bo;Protestants-Christelijk;40655;8;12;10;0;0;16;14;0;17;13
20160419;03GR;01;Het Mozaiek;7913TR;HOLLANDSCHEVELD; 118;Hoogeveen;Drenthe;Bo;Protestants-Christelijk;40655;0;0;0;0;0;0;0;0;0;0
20160419;03GT;00;Chr Basissch De Foareker;8734GL;EASTEREIN; 140;Littenseradiel;Friesland;Bo;Protestants-Christelijk;42604;0;5;1;9;0;2;13;1;5;9
20160419;03GW;00;PC Basisschool de hoefer;6131KJ;SITTARD;1883;Sittard-Geleen;Limburg;Bo;Protestants-Christelijk;83280;1;9;0;12;1;4;17;1;4;17
20160419;03GW;01;PC BS De Regenboog;6164GM;GELEEN;1883;Sittard-Geleen;Limburg;Bo;Protestants-Christelijk;83280;1;6;1;5;0;4;9;0;2;11
20160419;03HA;00;RK Basisschool Emmaus;5384BV;HEESCH;1721;Bernheze;Noord-Brabant;Bo;Rooms-Katholiek;41228;2;11;30;0;0;3;40;0;12;31
20160419;03HB;00;Koelmanschool;4461RH;GOES; 664;Goes;Zeeland;Bo;Reformatorisch;42724;1;17;8;0;0;4;22;0;9;17
20160419;03HC;00;Christelijke Basisschool;5313AP;NIEUWAAL; 297;Zaltbommel;Gelderland;Bo;Protestants-Christelijk;76715;0;2;0;5;0;1;6;0;3;4
20160419;03HD;00;Basisschool De Lisbloem;2163AJ;LISSE; 553;Lisse;Zuid-Holland;Bo;Protestants-Christelijk;41366;6;21;26;0;0;13;40;3;25;25
20160419;03HE;00;Basisschool De Akker;2161HB;LISSE; 553;Lisse;Zuid-Holland;Bo;Reformatorisch;22765;4;7;19;0;0;7;23;1;8;21
20160419;03HF;00;Bs De Draaiende Wieken;6061EL;POSTERHOLT;1669;Roerdalen;Limburg;Bo;Rooms-Katholiek;41506;2;15;20;0;0;7;30;0;14;23
20160419;03HG;00;Basisschool De Bongerd;6031TZ;NEDERWEERT; 946;Nederweert;Limburg;Bo;Rooms-Katholiek;50819;2;11;10;0;0;4;19;0;11;12
20160419;03HH;00;Basisschool Kon Beatrix;2651CP;BERKEL EN RODENRIJS;1621;Lansingerland;Zuid-Holland;Bo;Gereformeerd vrijgemaakt;41646;3;7;12;0;0;0;22;0;6;16
20160419;03HI;00;Basisschool Rehoboth;3135PS;VLAARDINGEN; 622;Vlaardingen;Zuid-Holland;Bo;Gereformeerd vrijgemaakt;41646;1;10;4;0;0;3;12;1;6;8
20160419;03HK;00;Basissch Guido De Bres;7731DG;OMMEN; 175;Ommen;Overijssel;Bo;Gereformeerd vrijgemaakt;41624;6;17;8;0;0;9;22;2;16;13
20160419;03HL;00;BS De Zjwiek;6088EH;ROGGEL;1640;Leudal;Limburg;Bo;Rooms-Katholiek;23961;3;22;18;0;0;4;39;0;12;31
20160419;03HM;00;Gereformeerd Basisschool;7721BN;DALFSEN; 148;Dalfsen;Overijssel;Bo;Gereformeerd vrijgemaakt;41632;2;7;11;0;0;6;14;0;5;15
20160419;03HO;00;GBS Klim-op;9991CM;MIDDELSTUM;  24;Loppersum;Groningen;Bo;Gereformeerd vrijgemaakt;41025;0;2;5;0;0;0;7;0;0;7
20160419;03HP;00;Rehoboth;8281ZC;GENEMUIDEN;1896;Zwartewaterland;Overijssel;Bo;Reformatorisch;24195;11;9;12;0;3;12;17;3;14;15
20160419;03HQ;00;Basisschool 1;7954GC;ROUVEEN; 180;Staphorst;Overijssel;Bo;Gereformeerd vrijgemaakt;41168;3;16;8;0;0;3;24;0;19;8
20160419;03HR;00;Geref Basissch De Cirkel;9402AR;ASSEN; 106;Assen;Drenthe;Bo;Gereformeerd vrijgemaakt;41025;0;8;11;0;0;3;16;0;9;10
20160419;03HS;00;GBS Oranje Nassau;9288BA;KOOTSTERTILLE;  59;Achtkarspelen;Friesland;Bo;Gereformeerd vrijgemaakt;42607;5;6;3;0;2;7;5;0;10;4
20160419;03HU;00;Rehobothschool;3774BG;KOOTWIJKERBROEK; 203;Barneveld;Gelderland;Bo;Reformatorisch;24481;13;25;2;22;0;17;45;5;21;36
20160419;03HV;00;Geref Bs De Triangel;2906VK;CAPELLE AAN DEN IJSSEL; 502;Capelle aan den IJssel;Zuid-Holland;Bo;Gereformeerd vrijgemaakt;41646;1;9;18;0;0;1;27;1;8;19
20160419;03HV;01;Basissch de Triangel;2925BX;KRIMPEN AAN DEN IJSSEL; 542;Krimpen aan den IJssel;Zuid-Holland;Bo;Gereformeerd vrijgemaakt;41646;0;6;4;0;0;1;9;2;3;5
20160419;03HY;00;Chr Basissch Eben Haezer;4043MA;OPHEUSDEN;1740;Neder-Betuwe;Gelderland;Bo;Reformatorisch;24715;6;21;16;0;0;10;33;1;15;27
20160419;03HZ;00;Ds Derksenschool;4119LX;RAVENSWAAIJ; 214;Buren;Gelderland;Bo;Protestants-Christelijk;41424;0;0;0;0;0;0;0;0;0;0
20160419;03IA;00;Graaf Jan van Nassau Sch;4386AK;VLISSINGEN; 718;Vlissingen;Zeeland;Bo;Reformatorisch;42724;2;10;4;0;0;3;13;0;6;10
20160419;03IB;00;Chr Basissch De Reinboge;8765LM;TJERKWERD;1900;S∑dwest-Frysl‘n;Friesland;Bo;Protestants-Christelijk;42604;0;5;1;5;0;2;9;0;2;9
20160419;03IC;00;De Toonladder Nutsschool;7491EA;DELDEN;1735;Hof van Twente;Overijssel;Bo;Algemeen bijzonder;25131;0;9;7;0;0;2;14;0;8;8
20160419;03ID;00;Chr Basisschool De Vlinder;6051EW;MAASBRACHT;1641;Maasgouw;Limburg;Bo;Protestants-Christelijk;25170;0;6;1;0;0;1;6;0;4;3
20160419;03IH;00;Kath Bs Montessorischool;1401CS;BUSSUM; 381;Bussum;Noord-Holland;Bo;Rooms-Katholiek;25664;0;4;33;0;0;1;36;0;5;32
20160419;03IK;00;Basisschool Eben Haezer;4691HS;THOLEN; 716;Tholen;Zeeland;Bo;Reformatorisch;25833;5;11;11;0;0;11;16;0;11;16
20160419;03IV;00;Basisschool St Jozef;5931CZ;TEGELEN; 983;Venlo;Limburg;Bo;Rooms-Katholiek;75597;12;31;3;0;6;16;24;2;31;13
20160419;03IW;00;Chr Basissch Het Kompas;4401HZ;YERSEKE; 703;Reimerswaal;Zeeland;Bo;Protestants-Christelijk;41582;4;18;0;20;0;11;31;1;18;23
20160419;03IX;00;Basisschool Valkenheuvel;3972XL;DRIEBERGEN-RIJSENBURG;1581;Utrechtse Heuvelrug;Utrecht;Bo;Rooms-Katholiek;69447;2;15;1;13;0;4;27;2;8;21
20160419;03IY;00;Basisschool Jf Kennedy;6216ED;MAASTRICHT; 935;Maastricht;Limburg;Bo;Rooms-Katholiek;41373;7;20;33;0;1;7;52;2;21;37
20160419;03IZ;00;Basisschool St Vitus;5855AD;WELL LB; 893;Bergen (L.);Limburg;Bo;Rooms-Katholiek;37663;1;15;7;0;0;7;16;2;12;9
20160419;03JB;00;Basisschool De Schakel;5684AT;BEST; 753;Best;Noord-Brabant;Bo;Algemeen bijzonder;26977;2;6;2;2;0;3;9;0;7;5
20160419;03JC;00;Kbs John F Kennedy;4826KA;BREDA; 758;Breda;Noord-Brabant;Bo;Rooms-Katholiek;41407;14;29;16;0;3;21;35;2;31;26
20160419;03JD;00;GBS Pieter Jongeling;6814CJ;ARNHEM; 202;Arnhem;Gelderland;Bo;Gereformeerd vrijgemaakt;40945;3;9;10;0;0;4;18;0;6;16
20160419;03JE;00;Basisschool De Ark;4131AR;VIANEN UT; 620;Vianen;Utrecht;Bo;Protestants-Christelijk;41528;2;14;5;0;0;11;10;0;7;14
20160419;03JG;00;Bs De Kleine Wereld;2451BV;LEIMUIDEN;1884;Kaag en Braassem;Zuid-Holland;Bo;Rooms-Katholiek;40974;3;6;3;0;0;3;9;2;5;5
20160419;03JH;00;Basisschool Jeroen Bosch;5246GB;ROSMALEN; 796;'s-Hertogenbosch;Noord-Brabant;Bo;Rooms-Katholiek;74049;6;17;0;9;3;12;17;4;14;14
20160419;03JI;00;Rk Basisschool G Majella;8171KC;VAASSEN; 232;Epe;Gelderland;Bo;Rooms-Katholiek;76806;2;4;14;0;0;3;17;3;1;16
20160419;03JL;00;Basissch Titus Brandsma;6441JJ;BRUNSSUM; 899;Brunssum;Limburg;Bo;Rooms-Katholiek;41516;7;14;9;0;0;5;25;4;9;17
20160419;03JP;00;RK Basissch St Joannes;4751CN;OUD GASTEL;1655;Halderberge;Noord-Brabant;Bo;Rooms-Katholiek;31017;2;12;8;0;0;3;19;0;7;15
20160419;03JQ;00;Basisschool Harlekijn;6095AG;BAEXEM;1640;Leudal;Limburg;Bo;Rooms-Katholiek;23961;0;7;13;0;0;4;16;1;5;14
20160419;03JS;00;Vrije School De IJssel;7201EV;ZUTPHEN; 301;Zutphen;Gelderland;Bo;Antroposofisch;28212;6;30;0;16;0;8;44;0;24;28
20160419;03JW;00;Dr EA Borgerschool;8501HL;JOURE;1921;De Friese Meren;Friesland;Bo;Protestants-Christelijk;42540;4;12;9;0;0;8;17;4;14;7
