"ID";"Geslacht";"Leeftijd";"BurgerlijkeStaat";"Generatie";"Migratieachtergrond";"Perioden";"Bevolking_1"
"3533";"T001038";"10000";"T001019";"T001040";"H008654";"2019JJ00";"816"
"3534";"T001038";"10000";"T001019";"T001040";"H008654";"2020JJ00";"1208"
"3535";"T001038";"10000";"T001019";"T001040";"H008654";"2021JJ00";"12352"
"3536";"T001038";"10000";"T001019";"T001040";"H008654";"2022JJ00";"13181"
"3537";"T001038";"10000";"T001019";"T001040";"H008655";"1996JJ00";"147"
"3538";"T001038";"10000";"T001019";"T001040";"H008655";"1997JJ00";"148"
"3539";"T001038";"10000";"T001019";"T001040";"H008655";"1998JJ00";"158"
"3540";"T001038";"10000";"T001019";"T001040";"H008655";"1999JJ00";"162"
"3541";"T001038";"10000";"T001019";"T001040";"H008655";"2000JJ00";"169"
"3542";"T001038";"10000";"T001019";"T001040";"H008655";"2001JJ00";"175"
"3543";"T001038";"10000";"T001019";"T001040";"H008655";"2002JJ00";"186"
"3544";"T001038";"10000";"T001019";"T001040";"H008655";"2003JJ00";"195"
"3545";"T001038";"10000";"T001019";"T001040";"H008655";"2004JJ00";"199"
"3546";"T001038";"10000";"T001019";"T001040";"H008655";"2005JJ00";"203"
"3547";"T001038";"10000";"T001019";"T001040";"H008655";"2006JJ00";"212"
"3548";"T001038";"10000";"T001019";"T001040";"H008655";"2007JJ00";"219"
"3549";"T001038";"10000";"T001019";"T001040";"H008655";"2008JJ00";"222"
"3550";"T001038";"10000";"T001019";"T001040";"H008655";"2009JJ00";"235"
"3551";"T001038";"10000";"T001019";"T001040";"H008655";"2010JJ00";"250"
"3552";"T001038";"10000";"T001019";"T001040";"H008655";"2011JJ00";"267"
"3553";"T001038";"10000";"T001019";"T001040";"H008655";"2012JJ00";"299"
"3554";"T001038";"10000";"T001019";"T001040";"H008655";"2013JJ00";"308"
"3555";"T001038";"10000";"T001019";"T001040";"H008655";"2014JJ00";"322"
"3556";"T001038";"10000";"T001019";"T001040";"H008655";"2015JJ00";"322"
"3557";"T001038";"10000";"T001019";"T001040";"H008655";"2016JJ00";"318"
"3558";"T001038";"10000";"T001019";"T001040";"H008655";"2017JJ00";"327"
"3559";"T001038";"10000";"T001019";"T001040";"H008655";"2018JJ00";"331"
"3560";"T001038";"10000";"T001019";"T001040";"H008655";"2019JJ00";"341"
"3561";"T001038";"10000";"T001019";"T001040";"H008655";"2020JJ00";"347"
"3562";"T001038";"10000";"T001019";"T001040";"H008655";"2021JJ00";"357"
"3563";"T001038";"10000";"T001019";"T001040";"H008655";"2022JJ00";"356"
"3564";"T001038";"10000";"T001019";"T001040";"H008656";"1996JJ00";"49"
"3565";"T001038";"10000";"T001019";"T001040";"H008656";"1997JJ00";"52"
"3566";"T001038";"10000";"T001019";"T001040";"H008656";"1998JJ00";"62"
"3567";"T001038";"10000";"T001019";"T001040";"H008656";"1999JJ00";"62"
"3568";"T001038";"10000";"T001019";"T001040";"H008656";"2000JJ00";"61"
"3569";"T001038";"10000";"T001019";"T001040";"H008656";"2001JJ00";"66"
"3570";"T001038";"10000";"T001019";"T001040";"H008656";"2002JJ00";"71"
"3571";"T001038";"10000";"T001019";"T001040";"H008656";"2003JJ00";"72"
"3572";"T001038";"10000";"T001019";"T001040";"H008656";"2004JJ00";"69"
"3573";"T001038";"10000";"T001019";"T001040";"H008656";"2005JJ00";"76"
"3574";"T001038";"10000";"T001019";"T001040";"H008656";"2006JJ00";"78"
"3575";"T001038";"10000";"T001019";"T001040";"H008656";"2007JJ00";"86"
"3576";"T001038";"10000";"T001019";"T001040";"H008656";"2008JJ00";"89"
"3577";"T001038";"10000";"T001019";"T001040";"H008656";"2009JJ00";"94"
"3578";"T001038";"10000";"T001019";"T001040";"H008656";"2010JJ00";"92"
"3579";"T001038";"10000";"T001019";"T001040";"H008656";"2011JJ00";"102"
"3580";"T001038";"10000";"T001019";"T001040";"H008656";"2012JJ00";"109"
"3581";"T001038";"10000";"T001019";"T001040";"H008656";"2013JJ00";"111"
"3582";"T001038";"10000";"T001019";"T001040";"H008656";"2014JJ00";"111"
"3583";"T001038";"10000";"T001019";"T001040";"H008656";"2015JJ00";"116"
"3584";"T001038";"10000";"T001019";"T001040";"H008656";"2016JJ00";"115"
"3585";"T001038";"10000";"T001019";"T001040";"H008656";"2017JJ00";"124"
"3586";"T001038";"10000";"T001019";"T001040";"H008656";"2018JJ00";"132"
"3587";"T001038";"10000";"T001019";"T001040";"H008656";"2019JJ00";"135"
"3588";"T001038";"10000";"T001019";"T001040";"H008656";"2020JJ00";"139"
"3589";"T001038";"10000";"T001019";"T001040";"H008656";"2021JJ00";"140"
"3590";"T001038";"10000";"T001019";"T001040";"H008656";"2022JJ00";"149"
"3591";"T001038";"10000";"T001019";"T001040";"H008657";"1996JJ00";"367"
"3592";"T001038";"10000";"T001019";"T001040";"H008657";"1997JJ00";"381"
"3593";"T001038";"10000";"T001019";"T001040";"H008657";"1998JJ00";"409"
"3594";"T001038";"10000";"T001019";"T001040";"H008657";"1999JJ00";"437"
"3595";"T001038";"10000";"T001019";"T001040";"H008657";"2000JJ00";"459"
"3596";"T001038";"10000";"T001019";"T001040";"H008657";"2001JJ00";"502"
"3597";"T001038";"10000";"T001019";"T001040";"H008657";"2002JJ00";"531"
"3598";"T001038";"10000";"T001019";"T001040";"H008657";"2003JJ00";"588"
"3599";"T001038";"10000";"T001019";"T001040";"H008657";"2004JJ00";"633"
"3600";"T001038";"10000";"T001019";"T001040";"H008657";"2005JJ00";"734"
"3601";"T001038";"10000";"T001019";"T001040";"H008657";"2006JJ00";"822"
"3602";"T001038";"10000";"T001019";"T001040";"H008657";"2007JJ00";"883"
"3603";"T001038";"10000";"T001019";"T001040";"H008657";"2008JJ00";"945"
"3604";"T001038";"10000";"T001019";"T001040";"H008657";"2009JJ00";"1113"
"3605";"T001038";"10000";"T001019";"T001040";"H008657";"2010JJ00";"1518"
"3606";"T001038";"10000";"T001019";"T001040";"H008657";"2011JJ00";"2259"
"3607";"T001038";"10000";"T001019";"T001040";"H008657";"2012JJ00";"2881"
"3608";"T001038";"10000";"T001019";"T001040";"H008657";"2013JJ00";"3387"
"3609";"T001038";"10000";"T001019";"T001040";"H008657";"2014JJ00";"3642"
"3610";"T001038";"10000";"T001019";"T001040";"H008657";"2015JJ00";"3978"
"3611";"T001038";"10000";"T001019";"T001040";"H008657";"2016JJ00";"4227"
"3612";"T001038";"10000";"T001019";"T001040";"H008657";"2017JJ00";"4530"
"3613";"T001038";"10000";"T001019";"T001040";"H008657";"2018JJ00";"5140"
"3614";"T001038";"10000";"T001019";"T001040";"H008657";"2019JJ00";"5831"
"3615";"T001038";"10000";"T001019";"T001040";"H008657";"2020JJ00";"6720"
"3616";"T001038";"10000";"T001019";"T001040";"H008657";"2021JJ00";"8001"
"3617";"T001038";"10000";"T001019";"T001040";"H008657";"2022JJ00";"8963"
"3618";"T001038";"10000";"T001019";"T001040";"H008658";"1996JJ00";"3065"
"3619";"T001038";"10000";"T001019";"T001040";"H008658";"1997JJ00";"3159"
"3620";"T001038";"10000";"T001019";"T001040";"H008658";"1998JJ00";"3292"
"3621";"T001038";"10000";"T001019";"T001040";"H008658";"1999JJ00";"3459"
"3622";"T001038";"10000";"T001019";"T001040";"H008658";"2000JJ00";"3658"
"3623";"T001038";"10000";"T001019";"T001040";"H008658";"2001JJ00";"3948"
"3624";"T001038";"10000";"T001019";"T001040";"H008658";"2002JJ00";"4194"
"3625";"T001038";"10000";"T001019";"T001040";"H008658";"2003JJ00";"4385"
"3626";"T001038";"10000";"T001019";"T001040";"H008658";"2004JJ00";"4491"
"3627";"T001038";"10000";"T001019";"T001040";"H008658";"2005JJ00";"4574"
"3628";"T001038";"10000";"T001019";"T001040";"H008658";"2006JJ00";"4648"
"3629";"T001038";"10000";"T001019";"T001040";"H008658";"2007JJ00";"4856"
"3630";"T001038";"10000";"T001019";"T001040";"H008658";"2008JJ00";"4987"
"3631";"T001038";"10000";"T001019";"T001040";"H008658";"2009JJ00";"5095"
"3632";"T001038";"10000";"T001019";"T001040";"H008658";"2010JJ00";"5180"
"3633";"T001038";"10000";"T001019";"T001040";"H008658";"2011JJ00";"5224"
"3634";"T001038";"10000";"T001019";"T001040";"H008658";"2012JJ00";"5296"
"3635";"T001038";"10000";"T001019";"T001040";"H008658";"2013JJ00";"5382"
"3636";"T001038";"10000";"T001019";"T001040";"H008658";"2014JJ00";"5493"
"3637";"T001038";"10000";"T001019";"T001040";"H008658";"2015JJ00";"5592"
"3638";"T001038";"10000";"T001019";"T001040";"H008658";"2016JJ00";"5892"
"3639";"T001038";"10000";"T001019";"T001040";"H008658";"2017JJ00";"6310"
"3640";"T001038";"10000";"T001019";"T001040";"H008658";"2018JJ00";"6720"
"3641";"T001038";"10000";"T001019";"T001040";"H008658";"2019JJ00";"7008"
"3642";"T001038";"10000";"T001019";"T001040";"H008658";"2020JJ00";"7437"
"3643";"T001038";"10000";"T001019";"T001040";"H008658";"2021JJ00";"7950"
"3644";"T001038";"10000";"T001019";"T001040";"H008658";"2022JJ00";"8558"
"3645";"T001038";"10000";"T001019";"T001040";"H008659";"1996JJ00";"1416"
"3646";"T001038";"10000";"T001019";"T001040";"H008659";"1997JJ00";"1681"
"3647";"T001038";"10000";"T001019";"T001040";"H008659";"1998JJ00";"2025"
"3648";"T001038";"10000";"T001019";"T001040";"H008659";"1999JJ00";"2191"
"3649";"T001038";"10000";"T001019";"T001040";"H008659";"2000JJ00";"2295"
"3650";"T001038";"10000";"T001019";"T001040";"H008659";"2001JJ00";"2452"
"3651";"T001038";"10000";"T001019";"T001040";"H008659";"2002JJ00";"2640"
"3652";"T001038";"10000";"T001019";"T001040";"H008659";"2003JJ00";"2819"
"3653";"T001038";"10000";"T001019";"T001040";"H008659";"2004JJ00";"2995"
"3654";"T001038";"10000";"T001019";"T001040";"H008659";"2005JJ00";"3133"
"3655";"T001038";"10000";"T001019";"T001040";"H008659";"2006JJ00";"3165"
"3656";"T001038";"10000";"T001019";"T001040";"H008659";"2007JJ00";"3055"
"3657";"T001038";"10000";"T001019";"T001040";"H008659";"2008JJ00";"3049"
"3658";"T001038";"10000";"T001019";"T001040";"H008659";"2009JJ00";"3063"
"3659";"T001038";"10000";"T001019";"T001040";"H008659";"2010JJ00";"3111"
"3660";"T001038";"10000";"T001019";"T001040";"H008659";"2011JJ00";"3128"
"3661";"T001038";"10000";"T001019";"T001040";"H008659";"2012JJ00";"3104"
"3662";"T001038";"10000";"T001019";"T001040";"H008659";"2013JJ00";"3092"
"3663";"T001038";"10000";"T001019";"T001040";"H008659";"2014JJ00";"3086"
"3664";"T001038";"10000";"T001019";"T001040";"H008659";"2015JJ00";"3049"
"3665";"T001038";"10000";"T001019";"T001040";"H008659";"2016JJ00";"3012"
"3666";"T001038";"10000";"T001019";"T001040";"H008659";"2017JJ00";"2993"
"3667";"T001038";"10000";"T001019";"T001040";"H008659";"2018JJ00";"2982"
"3668";"T001038";"10000";"T001019";"T001040";"H008659";"2019JJ00";"2984"
"3669";"T001038";"10000";"T001019";"T001040";"H008659";"2020JJ00";"3043"
"3670";"T001038";"10000";"T001019";"T001040";"H008659";"2021JJ00";"3080"
"3671";"T001038";"10000";"T001019";"T001040";"H008659";"2022JJ00";"3097"
"3672";"T001038";"10000";"T001019";"T001040";"H008660";"1996JJ00";"373"
"3673";"T001038";"10000";"T001019";"T001040";"H008660";"1997JJ00";"406"
"3674";"T001038";"10000";"T001019";"T001040";"H008660";"1998JJ00";"448"
"3675";"T001038";"10000";"T001019";"T001040";"H008660";"1999JJ00";"470"
"3676";"T001038";"10000";"T001019";"T001040";"H008660";"2000JJ00";"509"
"3677";"T001038";"10000";"T001019";"T001040";"H008660";"2001JJ00";"552"
"3678";"T001038";"10000";"T001019";"T001040";"H008660";"2002JJ00";"629"
"3679";"T001038";"10000";"T001019";"T001040";"H008660";"2003JJ00";"687"
"3680";"T001038";"10000";"T001019";"T001040";"H008660";"2004JJ00";"749"
"3681";"T001038";"10000";"T001019";"T001040";"H008660";"2005JJ00";"784"
"3682";"T001038";"10000";"T001019";"T001040";"H008660";"2006JJ00";"800"
"3683";"T001038";"10000";"T001019";"T001040";"H008660";"2007JJ00";"792"
"3684";"T001038";"10000";"T001019";"T001040";"H008660";"2008JJ00";"830"
"3685";"T001038";"10000";"T001019";"T001040";"H008660";"2009JJ00";"873"
"3686";"T001038";"10000";"T001019";"T001040";"H008660";"2010JJ00";"981"
"3687";"T001038";"10000";"T001019";"T001040";"H008660";"2011JJ00";"1096"
"3688";"T001038";"10000";"T001019";"T001040";"H008660";"2012JJ00";"1215"
"3689";"T001038";"10000";"T001019";"T001040";"H008660";"2013JJ00";"1205"
"3690";"T001038";"10000";"T001019";"T001040";"H008660";"2014JJ00";"1246"
"3691";"T001038";"10000";"T001019";"T001040";"H008660";"2015JJ00";"1458"
"3692";"T001038";"10000";"T001019";"T001040";"H008660";"2016JJ00";"1963"
"3693";"T001038";"10000";"T001019";"T001040";"H008660";"2017JJ00";"2148"
"3694";"T001038";"10000";"T001019";"T001040";"H008660";"2018JJ00";"2280"
"3695";"T001038";"10000";"T001019";"T001040";"H008660";"2019JJ00";"2430"
"3696";"T001038";"10000";"T001019";"T001040";"H008660";"2020JJ00";"2623"
"3697";"T001038";"10000";"T001019";"T001040";"H008660";"2021JJ00";"2729"
"3698";"T001038";"10000";"T001019";"T001040";"H008660";"2022JJ00";"2833"
"3699";"T001038";"10000";"T001019";"T001040";"H008661";"1996JJ00";"5"
"3700";"T001038";"10000";"T001019";"T001040";"H008661";"1997JJ00";"5"
"3701";"T001038";"10000";"T001019";"T001040";"H008661";"1998JJ00";"6"
"3702";"T001038";"10000";"T001019";"T001040";"H008661";"1999JJ00";"7"
"3703";"T001038";"10000";"T001019";"T001040";"H008661";"2000JJ00";"7"
"3704";"T001038";"10000";"T001019";"T001040";"H008661";"2001JJ00";"6"
"3705";"T001038";"10000";"T001019";"T001040";"H008661";"2002JJ00";"7"
"3706";"T001038";"10000";"T001019";"T001040";"H008661";"2003JJ00";"6"
"3707";"T001038";"10000";"T001019";"T001040";"H008661";"2004JJ00";"7"
"3708";"T001038";"10000";"T001019";"T001040";"H008661";"2005JJ00";"7"
"3709";"T001038";"10000";"T001019";"T001040";"H008661";"2006JJ00";"7"
"3710";"T001038";"10000";"T001019";"T001040";"H008661";"2007JJ00";"8"
"3711";"T001038";"10000";"T001019";"T001040";"H008661";"2008JJ00";"7"
"3712";"T001038";"10000";"T001019";"T001040";"H008661";"2009JJ00";"6"
"3713";"T001038";"10000";"T001019";"T001040";"H008661";"2010JJ00";"6"
"3714";"T001038";"10000";"T001019";"T001040";"H008661";"2011JJ00";"6"
"3715";"T001038";"10000";"T001019";"T001040";"H008661";"2012JJ00";"8"
"3716";"T001038";"10000";"T001019";"T001040";"H008661";"2013JJ00";"6"
"3717";"T001038";"10000";"T001019";"T001040";"H008661";"2014JJ00";"6"
"3718";"T001038";"10000";"T001019";"T001040";"H008661";"2015JJ00";"7"
"3719";"T001038";"10000";"T001019";"T001040";"H008661";"2016JJ00";"7"
"3720";"T001038";"10000";"T001019";"T001040";"H008661";"2017JJ00";"10"
"3721";"T001038";"10000";"T001019";"T001040";"H008661";"2018JJ00";"10"
"3722";"T001038";"10000";"T001019";"T001040";"H008661";"2019JJ00";"6"
"3723";"T001038";"10000";"T001019";"T001040";"H008661";"2020JJ00";"13"
"3724";"T001038";"10000";"T001019";"T001040";"H008661";"2021JJ00";"8"
"3725";"T001038";"10000";"T001019";"T001040";"H008661";"2022JJ00";"8"
"3726";"T001038";"10000";"T001019";"T001040";"H008662";"1996JJ00";"233"
"3727";"T001038";"10000";"T001019";"T001040";"H008662";"1997JJ00";"300"
"3728";"T001038";"10000";"T001019";"T001040";"H008662";"1998JJ00";"350"
"3729";"T001038";"10000";"T001019";"T001040";"H008662";"1999JJ00";"436"
"3730";"T001038";"10000";"T001019";"T001040";"H008662";"2000JJ00";"488"
"3731";"T001038";"10000";"T001019";"T001040";"H008662";"2001JJ00";"539"
"3732";"T001038";"10000";"T001019";"T001040";"H008662";"2002JJ00";"633"
"3733";"T001038";"10000";"T001019";"T001040";"H008662";"2003JJ00";"744"
"3734";"T001038";"10000";"T001019";"T001040";"H008662";"2004JJ00";"839"
"3735";"T001038";"10000";"T001019";"T001040";"H008662";"2005JJ00";"1170"
"3736";"T001038";"10000";"T001019";"T001040";"H008662";"2006JJ00";"1398"
"3737";"T001038";"10000";"T001019";"T001040";"H008662";"2007JJ00";"1544"
"3738";"T001038";"10000";"T001019";"T001040";"H008662";"2008JJ00";"1743"
"3739";"T001038";"10000";"T001019";"T001040";"H008662";"2009JJ00";"2015"
"3740";"T001038";"10000";"T001019";"T001040";"H008662";"2010JJ00";"2469"
"3741";"T001038";"10000";"T001019";"T001040";"H008662";"2011JJ00";"3230"
"3742";"T001038";"10000";"T001019";"T001040";"H008662";"2012JJ00";"4102"
"3743";"T001038";"10000";"T001019";"T001040";"H008662";"2013JJ00";"4660"
"3744";"T001038";"10000";"T001019";"T001040";"H008662";"2014JJ00";"5091"
"3745";"T001038";"10000";"T001019";"T001040";"H008662";"2015JJ00";"5423"
"3746";"T001038";"10000";"T001019";"T001040";"H008662";"2016JJ00";"5911"
"3747";"T001038";"10000";"T001019";"T001040";"H008662";"2017JJ00";"6476"
"3748";"T001038";"10000";"T001019";"T001040";"H008662";"2018JJ00";"7371"
"3749";"T001038";"10000";"T001019";"T001040";"H008662";"2019JJ00";"8452"
"3750";"T001038";"10000";"T001019";"T001040";"H008662";"2020JJ00";"9529"
"3751";"T001038";"10000";"T001019";"T001040";"H008662";"2021JJ00";"10904"
"3752";"T001038";"10000";"T001019";"T001040";"H008662";"2022JJ00";"11889"
"3753";"T001038";"10000";"T001019";"T001040";"H008663";"1996JJ00";"1093"
"3754";"T001038";"10000";"T001019";"T001040";"H008663";"1997JJ00";"1130"
"3755";"T001038";"10000";"T001019";"T001040";"H008663";"1998JJ00";"1165"
"3756";"T001038";"10000";"T001019";"T001040";"H008663";"1999JJ00";"1196"
"3757";"T001038";"10000";"T001019";"T001040";"H008663";"2000JJ00";"1219"
"3758";"T001038";"10000";"T001019";"T001040";"H008663";"2001JJ00";"1262"
"3759";"T001038";"10000";"T001019";"T001040";"H008663";"2002JJ00";"1282"
"3760";"T001038";"10000";"T001019";"T001040";"H008663";"2003JJ00";"1297"
"3761";"T001038";"10000";"T001019";"T001040";"H008663";"2004JJ00";"1324"
"3762";"T001038";"10000";"T001019";"T001040";"H008663";"2005JJ00";"1333"
"3763";"T001038";"10000";"T001019";"T001040";"H008663";"2006JJ00";"1353"
"3764";"T001038";"10000";"T001019";"T001040";"H008663";"2007JJ00";"1374"
"3765";"T001038";"10000";"T001019";"T001040";"H008663";"2008JJ00";"1401"
"3766";"T001038";"10000";"T001019";"T001040";"H008663";"2009JJ00";"1434"
"3767";"T001038";"10000";"T001019";"T001040";"H008663";"2010JJ00";"1463"
"3768";"T001038";"10000";"T001019";"T001040";"H008663";"2011JJ00";"1491"
"3769";"T001038";"10000";"T001019";"T001040";"H008663";"2012JJ00";"1531"
"3770";"T001038";"10000";"T001019";"T001040";"H008663";"2013JJ00";"1549"
"3771";"T001038";"10000";"T001019";"T001040";"H008663";"2014JJ00";"1592"
"3772";"T001038";"10000";"T001019";"T001040";"H008663";"2015JJ00";"1663"
"3773";"T001038";"10000";"T001019";"T001040";"H008663";"2016JJ00";"1744"
"3774";"T001038";"10000";"T001019";"T001040";"H008663";"2017JJ00";"1872"
"3775";"T001038";"10000";"T001019";"T001040";"H008663";"2018JJ00";"2002"
"3776";"T001038";"10000";"T001019";"T001040";"H008663";"2019JJ00";"2167"
"3777";"T001038";"10000";"T001019";"T001040";"H008663";"2020JJ00";"2342"
"3778";"T001038";"10000";"T001019";"T001040";"H008663";"2021JJ00";"2408"
"3779";"T001038";"10000";"T001019";"T001040";"H008663";"2022JJ00";"2531"
"3780";"T001038";"10000";"T001019";"T001040";"H008664";"1996JJ00";"75"
"3781";"T001038";"10000";"T001019";"T001040";"H008664";"1997JJ00";"80"
"3782";"T001038";"10000";"T001019";"T001040";"H008664";"1998JJ00";"81"
"3783";"T001038";"10000";"T001019";"T001040";"H008664";"1999JJ00";"88"
"3784";"T001038";"10000";"T001019";"T001040";"H008664";"2000JJ00";"104"
"3785";"T001038";"10000";"T001019";"T001040";"H008664";"2001JJ00";"117"
"3786";"T001038";"10000";"T001019";"T001040";"H008664";"2002JJ00";"119"
"3787";"T001038";"10000";"T001019";"T001040";"H008664";"2003JJ00";"115"
"3788";"T001038";"10000";"T001019";"T001040";"H008664";"2004JJ00";"117"
"3789";"T001038";"10000";"T001019";"T001040";"H008664";"2005JJ00";"114"
"3790";"T001038";"10000";"T001019";"T001040";"H008664";"2006JJ00";"125"
"3791";"T001038";"10000";"T001019";"T001040";"H008664";"2007JJ00";"124"
"3792";"T001038";"10000";"T001019";"T001040";"H008664";"2008JJ00";"118"
"3793";"T001038";"10000";"T001019";"T001040";"H008664";"2009JJ00";"117"
"3794";"T001038";"10000";"T001019";"T001040";"H008664";"2010JJ00";"119"
"3795";"T001038";"10000";"T001019";"T001040";"H008664";"2011JJ00";"121"
"3796";"T001038";"10000";"T001019";"T001040";"H008664";"2012JJ00";"119"
"3797";"T001038";"10000";"T001019";"T001040";"H008664";"2013JJ00";"112"
"3798";"T001038";"10000";"T001019";"T001040";"H008664";"2014JJ00";"116"
"3799";"T001038";"10000";"T001019";"T001040";"H008664";"2015JJ00";"124"
"3800";"T001038";"10000";"T001019";"T001040";"H008664";"2016JJ00";"120"
"3801";"T001038";"10000";"T001019";"T001040";"H008664";"2017JJ00";"124"
"3802";"T001038";"10000";"T001019";"T001040";"H008664";"2018JJ00";"124"
"3803";"T001038";"10000";"T001019";"T001040";"H008664";"2019JJ00";"128"
"3804";"T001038";"10000";"T001019";"T001040";"H008664";"2020JJ00";"134"
"3805";"T001038";"10000";"T001019";"T001040";"H008664";"2021JJ00";"136"
"3806";"T001038";"10000";"T001019";"T001040";"H008664";"2022JJ00";"136"
"3807";"T001038";"10000";"T001019";"T001040";"H008665";"1996JJ00";"7"
"3808";"T001038";"10000";"T001019";"T001040";"H008665";"1997JJ00";"7"
"3809";"T001038";"10000";"T001019";"T001040";"H008665";"1998JJ00";"8"
"3810";"T001038";"10000";"T001019";"T001040";"H008665";"1999JJ00";"7"
"3811";"T001038";"10000";"T001019";"T001040";"H008665";"2000JJ00";"12"
"3812";"T001038";"10000";"T001019";"T001040";"H008665";"2001JJ00";"22"
"3813";"T001038";"10000";"T001019";"T001040";"H008665";"2002JJ00";"35"
"3814";"T001038";"10000";"T001019";"T001040";"H008665";"2003JJ00";"47"
"3815";"T001038";"10000";"T001019";"T001040";"H008665";"2004JJ00";"54"
"3816";"T001038";"10000";"T001019";"T001040";"H008665";"2005JJ00";"59"
"3817";"T001038";"10000";"T001019";"T001040";"H008665";"2006JJ00";"55"
"3818";"T001038";"10000";"T001019";"T001040";"H008665";"2007JJ00";"61"
"3819";"T001038";"10000";"T001019";"T001040";"H008665";"2008JJ00";"64"
"3820";"T001038";"10000";"T001019";"T001040";"H008665";"2009JJ00";"74"
"3821";"T001038";"10000";"T001019";"T001040";"H008665";"2010JJ00";"83"
"3822";"T001038";"10000";"T001019";"T001040";"H008665";"2011JJ00";"100"
"3823";"T001038";"10000";"T001019";"T001040";"H008665";"2012JJ00";"119"
"3824";"T001038";"10000";"T001019";"T001040";"H008665";"2013JJ00";"139"
"3825";"T001038";"10000";"T001019";"T001040";"H008665";"2014JJ00";"157"
"3826";"T001038";"10000";"T001019";"T001040";"H008665";"2015JJ00";"200"
"3827";"T001038";"10000";"T001019";"T001040";"H008665";"2016JJ00";"253"
"3828";"T001038";"10000";"T001019";"T001040";"H008665";"2017JJ00";"348"
"3829";"T001038";"10000";"T001019";"T001040";"H008665";"2018JJ00";"395"
"3830";"T001038";"10000";"T001019";"T001040";"H008665";"2019JJ00";"490"
"3831";"T001038";"10000";"T001019";"T001040";"H008665";"2020JJ00";
"3832";"T001038";"10000";"T001019";"T001040";"H008665";"2021JJ00";
"3833";"T001038";"10000";"T001019";"T001040";"H008665";"2022JJ00";
"3834";"T001038";"10000";"T001019";"T001040";"H008666";"1996JJ00";"121"
"3835";"T001038";"10000";"T001019";"T001040";"H008666";"1997JJ00";"135"
"3836";"T001038";"10000";"T001019";"T001040";"H008666";"1998JJ00";"133"
"3837";"T001038";"10000";"T001019";"T001040";"H008666";"1999JJ00";"141"
"3838";"T001038";"10000";"T001019";"T001040";"H008666";"2000JJ00";"147"
"3839";"T001038";"10000";"T001019";"T001040";"H008666";"2001JJ00";"155"
"3840";"T001038";"10000";"T001019";"T001040";"H008666";"2002JJ00";"166"
"3841";"T001038";"10000";"T001019";"T001040";"H008666";"2003JJ00";"175"
"3842";"T001038";"10000";"T001019";"T001040";"H008666";"2004JJ00";"178"
"3843";"T001038";"10000";"T001019";"T001040";"H008666";"2005JJ00";"197"
"3844";"T001038";"10000";"T001019";"T001040";"H008666";"2006JJ00";"205"
"3845";"T001038";"10000";"T001019";"T001040";"H008666";"2007JJ00";"216"
"3846";"T001038";"10000";"T001019";"T001040";"H008666";"2008JJ00";"218"
"3847";"T001038";"10000";"T001019";"T001040";"H008666";"2009JJ00";"222"
"3848";"T001038";"10000";"T001019";"T001040";"H008666";"2010JJ00";"230"
"3849";"T001038";"10000";"T001019";"T001040";"H008666";"2011JJ00";"246"
"3850";"T001038";"10000";"T001019";"T001040";"H008666";"2012JJ00";"256"
"3851";"T001038";"10000";"T001019";"T001040";"H008666";"2013JJ00";"259"
"3852";"T001038";"10000";"T001019";"T001040";"H008666";"2014JJ00";"256"
"3853";"T001038";"10000";"T001019";"T001040";"H008666";"2015JJ00";"275"
"3854";"T001038";"10000";"T001019";"T001040";"H008666";"2016JJ00";"289"
"3855";"T001038";"10000";"T001019";"T001040";"H008666";"2017JJ00";"296"
"3856";"T001038";"10000";"T001019";"T001040";"H008666";"2018JJ00";"308"
"3857";"T001038";"10000";"T001019";"T001040";"H008666";"2019JJ00";"322"
"3858";"T001038";"10000";"T001019";"T001040";"H008666";"2020JJ00";"335"
"3859";"T001038";"10000";"T001019";"T001040";"H008666";"2021JJ00";"347"
"3860";"T001038";"10000";"T001019";"T001040";"H008666";"2022JJ00";"362"
"3861";"T001038";"10000";"T001019";"T001040";"H008667";"1996JJ00";"169"
"3862";"T001038";"10000";"T001019";"T001040";"H008667";"1997JJ00";"174"
"3863";"T001038";"10000";"T001019";"T001040";"H008667";"1998JJ00";"183"
"3864";"T001038";"10000";"T001019";"T001040";"H008667";"1999JJ00";"187"
"3865";"T001038";"10000";"T001019";"T001040";"H008667";"2000JJ00";"197"
"3866";"T001038";"10000";"T001019";"T001040";"H008667";"2001JJ00";"213"
"3867";"T001038";"10000";"T001019";"T001040";"H008667";"2002JJ00";"232"
"3868";"T001038";"10000";"T001019";"T001040";"H008667";"2003JJ00";"246"
"3869";"T001038";"10000";"T001019";"T001040";"H008667";"2004JJ00";"251"
"3870";"T001038";"10000";"T001019";"T001040";"H008667";"2005JJ00";"269"
"3871";"T001038";"10000";"T001019";"T001040";"H008667";"2006JJ00";"276"
"3872";"T001038";"10000";"T001019";"T001040";"H008667";"2007JJ00";"293"
"3873";"T001038";"10000";"T001019";"T001040";"H008667";"2008JJ00";"315"
"3874";"T001038";"10000";"T001019";"T001040";"H008667";"2009JJ00";"328"
"3875";"T001038";"10000";"T001019";"T001040";"H008667";"2010JJ00";"352"
"3876";"T001038";"10000";"T001019";"T001040";"H008667";"2011JJ00";"364"
"3877";"T001038";"10000";"T001019";"T001040";"H008667";"2012JJ00";"378"
