"ID";"Geslacht";"Leeftijd";"BurgerlijkeStaat";"Generatie";"Migratieachtergrond";"Perioden";"Bevolking_1"
"1643";"T001038";"10000";"T001019";"T001040";"H008584";"2019JJ00";"1242"
"1644";"T001038";"10000";"T001019";"T001040";"H008584";"2020JJ00";"1331"
"1645";"T001038";"10000";"T001019";"T001040";"H008584";"2021JJ00";"1408"
"1646";"T001038";"10000";"T001019";"T001040";"H008584";"2022JJ00";"1520"
"1647";"T001038";"10000";"T001019";"T001040";"H008585";"1996JJ00";"361"
"1648";"T001038";"10000";"T001019";"T001040";"H008585";"1997JJ00";"416"
"1649";"T001038";"10000";"T001019";"T001040";"H008585";"1998JJ00";"562"
"1650";"T001038";"10000";"T001019";"T001040";"H008585";"1999JJ00";"678"
"1651";"T001038";"10000";"T001019";"T001040";"H008585";"2000JJ00";"781"
"1652";"T001038";"10000";"T001019";"T001040";"H008585";"2001JJ00";"909"
"1653";"T001038";"10000";"T001019";"T001040";"H008585";"2002JJ00";"1011"
"1654";"T001038";"10000";"T001019";"T001040";"H008585";"2003JJ00";"1160"
"1655";"T001038";"10000";"T001019";"T001040";"H008585";"2004JJ00";"1270"
"1656";"T001038";"10000";"T001019";"T001040";"H008585";"2005JJ00";"1361"
"1657";"T001038";"10000";"T001019";"T001040";"H008585";"2006JJ00";"1462"
"1658";"T001038";"10000";"T001019";"T001040";"H008585";"2007JJ00";"1539"
"1659";"T001038";"10000";"T001019";"T001040";"H008585";"2008JJ00";"1607"
"1660";"T001038";"10000";"T001019";"T001040";"H008585";"2009JJ00";"1651"
"1661";"T001038";"10000";"T001019";"T001040";"H008585";"2010JJ00";"1748"
"1662";"T001038";"10000";"T001019";"T001040";"H008585";"2011JJ00";"1828"
"1663";"T001038";"10000";"T001019";"T001040";"H008585";"2012JJ00";"1896"
"1664";"T001038";"10000";"T001019";"T001040";"H008585";"2013JJ00";"1946"
"1665";"T001038";"10000";"T001019";"T001040";"H008585";"2014JJ00";"1999"
"1666";"T001038";"10000";"T001019";"T001040";"H008585";"2015JJ00";"2052"
"1667";"T001038";"10000";"T001019";"T001040";"H008585";"2016JJ00";"2090"
"1668";"T001038";"10000";"T001019";"T001040";"H008585";"2017JJ00";"2111"
"1669";"T001038";"10000";"T001019";"T001040";"H008585";"2018JJ00";"2184"
"1670";"T001038";"10000";"T001019";"T001040";"H008585";"2019JJ00";"2333"
"1671";"T001038";"10000";"T001019";"T001040";"H008585";"2020JJ00";"2509"
"1672";"T001038";"10000";"T001019";"T001040";"H008585";"2021JJ00";"2645"
"1673";"T001038";"10000";"T001019";"T001040";"H008585";"2022JJ00";"2781"
"1674";"T001038";"10000";"T001019";"T001040";"H008586";"1996JJ00";
"1675";"T001038";"10000";"T001019";"T001040";"H008586";"1997JJ00";
"1676";"T001038";"10000";"T001019";"T001040";"H008586";"1998JJ00";
"1677";"T001038";"10000";"T001019";"T001040";"H008586";"1999JJ00";
"1678";"T001038";"10000";"T001019";"T001040";"H008586";"2000JJ00";
"1679";"T001038";"10000";"T001019";"T001040";"H008586";"2001JJ00";
"1680";"T001038";"10000";"T001019";"T001040";"H008586";"2002JJ00";
"1681";"T001038";"10000";"T001019";"T001040";"H008586";"2003JJ00";
"1682";"T001038";"10000";"T001019";"T001040";"H008586";"2004JJ00";
"1683";"T001038";"10000";"T001019";"T001040";"H008586";"2005JJ00";
"1684";"T001038";"10000";"T001019";"T001040";"H008586";"2006JJ00";
"1685";"T001038";"10000";"T001019";"T001040";"H008586";"2007JJ00";
"1686";"T001038";"10000";"T001019";"T001040";"H008586";"2008JJ00";
"1687";"T001038";"10000";"T001019";"T001040";"H008586";"2009JJ00";
"1688";"T001038";"10000";"T001019";"T001040";"H008586";"2010JJ00";
"1689";"T001038";"10000";"T001019";"T001040";"H008586";"2011JJ00";"0"
"1690";"T001038";"10000";"T001019";"T001040";"H008586";"2012JJ00";"0"
"1691";"T001038";"10000";"T001019";"T001040";"H008586";"2013JJ00";"67"
"1692";"T001038";"10000";"T001019";"T001040";"H008586";"2014JJ00";"124"
"1693";"T001038";"10000";"T001019";"T001040";"H008586";"2015JJ00";"203"
"1694";"T001038";"10000";"T001019";"T001040";"H008586";"2016JJ00";"334"
"1695";"T001038";"10000";"T001019";"T001040";"H008586";"2017JJ00";"472"
"1696";"T001038";"10000";"T001019";"T001040";"H008586";"2018JJ00";"686"
"1697";"T001038";"10000";"T001019";"T001040";"H008586";"2019JJ00";"982"
"1698";"T001038";"10000";"T001019";"T001040";"H008586";"2020JJ00";"1399"
"1699";"T001038";"10000";"T001019";"T001040";"H008586";"2021JJ00";"131360"
"1700";"T001038";"10000";"T001019";"T001040";"H008586";"2022JJ00";"135218"
"1701";"T001038";"10000";"T001019";"T001040";"H008587";"1996JJ00";"336"
"1702";"T001038";"10000";"T001019";"T001040";"H008587";"1997JJ00";"351"
"1703";"T001038";"10000";"T001019";"T001040";"H008587";"1998JJ00";"362"
"1704";"T001038";"10000";"T001019";"T001040";"H008587";"1999JJ00";"375"
"1705";"T001038";"10000";"T001019";"T001040";"H008587";"2000JJ00";"381"
"1706";"T001038";"10000";"T001019";"T001040";"H008587";"2001JJ00";"403"
"1707";"T001038";"10000";"T001019";"T001040";"H008587";"2002JJ00";"424"
"1708";"T001038";"10000";"T001019";"T001040";"H008587";"2003JJ00";"433"
"1709";"T001038";"10000";"T001019";"T001040";"H008587";"2004JJ00";"434"
"1710";"T001038";"10000";"T001019";"T001040";"H008587";"2005JJ00";"445"
"1711";"T001038";"10000";"T001019";"T001040";"H008587";"2006JJ00";"446"
"1712";"T001038";"10000";"T001019";"T001040";"H008587";"2007JJ00";"460"
"1713";"T001038";"10000";"T001019";"T001040";"H008587";"2008JJ00";"482"
"1714";"T001038";"10000";"T001019";"T001040";"H008587";"2009JJ00";"513"
"1715";"T001038";"10000";"T001019";"T001040";"H008587";"2010JJ00";"542"
"1716";"T001038";"10000";"T001019";"T001040";"H008587";"2011JJ00";"570"
"1717";"T001038";"10000";"T001019";"T001040";"H008587";"2012JJ00";"628"
"1718";"T001038";"10000";"T001019";"T001040";"H008587";"2013JJ00";"668"
"1719";"T001038";"10000";"T001019";"T001040";"H008587";"2014JJ00";"714"
"1720";"T001038";"10000";"T001019";"T001040";"H008587";"2015JJ00";"756"
"1721";"T001038";"10000";"T001019";"T001040";"H008587";"2016JJ00";"828"
"1722";"T001038";"10000";"T001019";"T001040";"H008587";"2017JJ00";"909"
"1723";"T001038";"10000";"T001019";"T001040";"H008587";"2018JJ00";"1081"
"1724";"T001038";"10000";"T001019";"T001040";"H008587";"2019JJ00";"1244"
"1725";"T001038";"10000";"T001019";"T001040";"H008587";"2020JJ00";"1419"
"1726";"T001038";"10000";"T001019";"T001040";"H008587";"2021JJ00";"1509"
"1727";"T001038";"10000";"T001019";"T001040";"H008587";"2022JJ00";"1859"
"1728";"T001038";"10000";"T001019";"T001040";"H008588";"1996JJ00";"4572"
"1729";"T001038";"10000";"T001019";"T001040";"H008588";"1997JJ00";"4755"
"1730";"T001038";"10000";"T001019";"T001040";"H008588";"1998JJ00";"4855"
"1731";"T001038";"10000";"T001019";"T001040";"H008588";"1999JJ00";"5034"
"1732";"T001038";"10000";"T001019";"T001040";"H008588";"2000JJ00";"5237"
"1733";"T001038";"10000";"T001019";"T001040";"H008588";"2001JJ00";"5422"
"1734";"T001038";"10000";"T001019";"T001040";"H008588";"2002JJ00";"5523"
"1735";"T001038";"10000";"T001019";"T001040";"H008588";"2003JJ00";"5550"
"1736";"T001038";"10000";"T001019";"T001040";"H008588";"2004JJ00";"5643"
"1737";"T001038";"10000";"T001019";"T001040";"H008588";"2005JJ00";"5687"
"1738";"T001038";"10000";"T001019";"T001040";"H008588";"2006JJ00";"5687"
"1739";"T001038";"10000";"T001019";"T001040";"H008588";"2007JJ00";"5778"
"1740";"T001038";"10000";"T001019";"T001040";"H008588";"2008JJ00";"5726"
"1741";"T001038";"10000";"T001019";"T001040";"H008588";"2009JJ00";"5786"
"1742";"T001038";"10000";"T001019";"T001040";"H008588";"2010JJ00";"5783"
"1743";"T001038";"10000";"T001019";"T001040";"H008588";"2011JJ00";"5873"
"1744";"T001038";"10000";"T001019";"T001040";"H008588";"2012JJ00";"5941"
"1745";"T001038";"10000";"T001019";"T001040";"H008588";"2013JJ00";"6035"
"1746";"T001038";"10000";"T001019";"T001040";"H008588";"2014JJ00";"6092"
"1747";"T001038";"10000";"T001019";"T001040";"H008588";"2015JJ00";"6225"
"1748";"T001038";"10000";"T001019";"T001040";"H008588";"2016JJ00";"6279"
"1749";"T001038";"10000";"T001019";"T001040";"H008588";"2017JJ00";"6485"
"1750";"T001038";"10000";"T001019";"T001040";"H008588";"2018JJ00";"6640"
"1751";"T001038";"10000";"T001019";"T001040";"H008588";"2019JJ00";"6789"
"1752";"T001038";"10000";"T001019";"T001040";"H008588";"2020JJ00";"6914"
"1753";"T001038";"10000";"T001019";"T001040";"H008588";"2021JJ00";"6859"
"1754";"T001038";"10000";"T001019";"T001040";"H008588";"2022JJ00";"7023"
"1755";"T001038";"10000";"T001019";"T001040";"H008589";"1996JJ00";"92"
"1756";"T001038";"10000";"T001019";"T001040";"H008589";"1997JJ00";"101"
"1757";"T001038";"10000";"T001019";"T001040";"H008589";"1998JJ00";"115"
"1758";"T001038";"10000";"T001019";"T001040";"H008589";"1999JJ00";"127"
"1759";"T001038";"10000";"T001019";"T001040";"H008589";"2000JJ00";"133"
"1760";"T001038";"10000";"T001019";"T001040";"H008589";"2001JJ00";"151"
"1761";"T001038";"10000";"T001019";"T001040";"H008589";"2002JJ00";"169"
"1762";"T001038";"10000";"T001019";"T001040";"H008589";"2003JJ00";"175"
"1763";"T001038";"10000";"T001019";"T001040";"H008589";"2004JJ00";"177"
"1764";"T001038";"10000";"T001019";"T001040";"H008589";"2005JJ00";"176"
"1765";"T001038";"10000";"T001019";"T001040";"H008589";"2006JJ00";"169"
"1766";"T001038";"10000";"T001019";"T001040";"H008589";"2007JJ00";"171"
"1767";"T001038";"10000";"T001019";"T001040";"H008589";"2008JJ00";"175"
"1768";"T001038";"10000";"T001019";"T001040";"H008589";"2009JJ00";"187"
"1769";"T001038";"10000";"T001019";"T001040";"H008589";"2010JJ00";"187"
"1770";"T001038";"10000";"T001019";"T001040";"H008589";"2011JJ00";"188"
"1771";"T001038";"10000";"T001019";"T001040";"H008589";"2012JJ00";"191"
"1772";"T001038";"10000";"T001019";"T001040";"H008589";"2013JJ00";"201"
"1773";"T001038";"10000";"T001019";"T001040";"H008589";"2014JJ00";"196"
"1774";"T001038";"10000";"T001019";"T001040";"H008589";"2015JJ00";"200"
"1775";"T001038";"10000";"T001019";"T001040";"H008589";"2016JJ00";"214"
"1776";"T001038";"10000";"T001019";"T001040";"H008589";"2017JJ00";"227"
"1777";"T001038";"10000";"T001019";"T001040";"H008589";"2018JJ00";"236"
"1778";"T001038";"10000";"T001019";"T001040";"H008589";"2019JJ00";"249"
"1779";"T001038";"10000";"T001019";"T001040";"H008589";"2020JJ00";"258"
"1780";"T001038";"10000";"T001019";"T001040";"H008589";"2021JJ00";"267"
"1781";"T001038";"10000";"T001019";"T001040";"H008589";"2022JJ00";"279"
"1782";"T001038";"10000";"T001019";"T001040";"H008590";"1996JJ00";"59"
"1783";"T001038";"10000";"T001019";"T001040";"H008590";"1997JJ00";"61"
"1784";"T001038";"10000";"T001019";"T001040";"H008590";"1998JJ00";"62"
"1785";"T001038";"10000";"T001019";"T001040";"H008590";"1999JJ00";"72"
"1786";"T001038";"10000";"T001019";"T001040";"H008590";"2000JJ00";"84"
"1787";"T001038";"10000";"T001019";"T001040";"H008590";"2001JJ00";"88"
"1788";"T001038";"10000";"T001019";"T001040";"H008590";"2002JJ00";"96"
"1789";"T001038";"10000";"T001019";"T001040";"H008590";"2003JJ00";"99"
"1790";"T001038";"10000";"T001019";"T001040";"H008590";"2004JJ00";"109"
"1791";"T001038";"10000";"T001019";"T001040";"H008590";"2005JJ00";"103"
"1792";"T001038";"10000";"T001019";"T001040";"H008590";"2006JJ00";"97"
"1793";"T001038";"10000";"T001019";"T001040";"H008590";"2007JJ00";"94"
"1794";"T001038";"10000";"T001019";"T001040";"H008590";"2008JJ00";"90"
"1795";"T001038";"10000";"T001019";"T001040";"H008590";"2009JJ00";"96"
"1796";"T001038";"10000";"T001019";"T001040";"H008590";"2010JJ00";"95"
"1797";"T001038";"10000";"T001019";"T001040";"H008590";"2011JJ00";"103"
"1798";"T001038";"10000";"T001019";"T001040";"H008590";"2012JJ00";"107"
"1799";"T001038";"10000";"T001019";"T001040";"H008590";"2013JJ00";"112"
"1800";"T001038";"10000";"T001019";"T001040";"H008590";"2014JJ00";"111"
"1801";"T001038";"10000";"T001019";"T001040";"H008590";"2015JJ00";"120"
"1802";"T001038";"10000";"T001019";"T001040";"H008590";"2016JJ00";"116"
"1803";"T001038";"10000";"T001019";"T001040";"H008590";"2017JJ00";"123"
"1804";"T001038";"10000";"T001019";"T001040";"H008590";"2018JJ00";"132"
"1805";"T001038";"10000";"T001019";"T001040";"H008590";"2019JJ00";"140"
"1806";"T001038";"10000";"T001019";"T001040";"H008590";"2020JJ00";"144"
"1807";"T001038";"10000";"T001019";"T001040";"H008590";"2021JJ00";"143"
"1808";"T001038";"10000";"T001019";"T001040";"H008590";"2022JJ00";"149"
"1809";"T001038";"10000";"T001019";"T001040";"H008591";"1996JJ00";"5321"
"1810";"T001038";"10000";"T001019";"T001040";"H008591";"1997JJ00";"5739"
"1811";"T001038";"10000";"T001019";"T001040";"H008591";"1998JJ00";"6174"
"1812";"T001038";"10000";"T001019";"T001040";"H008591";"1999JJ00";"6811"
"1813";"T001038";"10000";"T001019";"T001040";"H008591";"2000JJ00";"7341"
"1814";"T001038";"10000";"T001019";"T001040";"H008591";"2001JJ00";"8035"
"1815";"T001038";"10000";"T001019";"T001040";"H008591";"2002JJ00";"8676"
"1816";"T001038";"10000";"T001019";"T001040";"H008591";"2003JJ00";"9200"
"1817";"T001038";"10000";"T001019";"T001040";"H008591";"2004JJ00";"9546"
"1818";"T001038";"10000";"T001019";"T001040";"H008591";"2005JJ00";"9843"
"1819";"T001038";"10000";"T001019";"T001040";"H008591";"2006JJ00";"10115"
"1820";"T001038";"10000";"T001019";"T001040";"H008591";"2007JJ00";"10303"
"1821";"T001038";"10000";"T001019";"T001040";"H008591";"2008JJ00";"10672"
"1822";"T001038";"10000";"T001019";"T001040";"H008591";"2009JJ00";"11069"
"1823";"T001038";"10000";"T001019";"T001040";"H008591";"2010JJ00";"11600"
"1824";"T001038";"10000";"T001019";"T001040";"H008591";"2011JJ00";"12140"
"1825";"T001038";"10000";"T001019";"T001040";"H008591";"2012JJ00";"12633"
"1826";"T001038";"10000";"T001019";"T001040";"H008591";"2013JJ00";"12864"
"1827";"T001038";"10000";"T001019";"T001040";"H008591";"2014JJ00";"13220"
"1828";"T001038";"10000";"T001019";"T001040";"H008591";"2015JJ00";"13651"
"1829";"T001038";"10000";"T001019";"T001040";"H008591";"2016JJ00";"13972"
"1830";"T001038";"10000";"T001019";"T001040";"H008591";"2017JJ00";"14318"
"1831";"T001038";"10000";"T001019";"T001040";"H008591";"2018JJ00";"14725"
"1832";"T001038";"10000";"T001019";"T001040";"H008591";"2019JJ00";"15206"
"1833";"T001038";"10000";"T001019";"T001040";"H008591";"2020JJ00";"15766"
"1834";"T001038";"10000";"T001019";"T001040";"H008591";"2021JJ00";"16303"
"1835";"T001038";"10000";"T001019";"T001040";"H008591";"2022JJ00";"16820"
"1836";"T001038";"10000";"T001019";"T001040";"H008592";"1996JJ00";"411504"
"1837";"T001038";"10000";"T001019";"T001040";"H008592";"1997JJ00";"408305"
"1838";"T001038";"10000";"T001019";"T001040";"H008592";"1998JJ00";"405991"
"1839";"T001038";"10000";"T001019";"T001040";"H008592";"1999JJ00";"403494"
"1840";"T001038";"10000";"T001019";"T001040";"H008592";"2000JJ00";"401119"
"1841";"T001038";"10000";"T001019";"T001040";"H008592";"2001JJ00";"398776"
"1842";"T001038";"10000";"T001019";"T001040";"H008592";"2002JJ00";"396316"
"1843";"T001038";"10000";"T001019";"T001040";"H008592";"2003JJ00";"393207"
"1844";"T001038";"10000";"T001019";"T001040";"H008592";"2004JJ00";"389912"
"1845";"T001038";"10000";"T001019";"T001040";"H008592";"2005JJ00";"386716"
"1846";"T001038";"10000";"T001019";"T001040";"H008592";"2006JJ00";"383841"
"1847";"T001038";"10000";"T001019";"T001040";"H008592";"2007JJ00";"381186"
"1848";"T001038";"10000";"T001019";"T001040";"H008592";"2008JJ00";"379610"
"1849";"T001038";"10000";"T001019";"T001040";"H008592";"2009JJ00";"379559"
"1850";"T001038";"10000";"T001019";"T001040";"H008592";"2010JJ00";"378947"
"1851";"T001038";"10000";"T001019";"T001040";"H008592";"2011JJ00";"378581"
"1852";"T001038";"10000";"T001019";"T001040";"H008592";"2012JJ00";"376606"
"1853";"T001038";"10000";"T001019";"T001040";"H008592";"2013JJ00";"372720"
"1854";"T001038";"10000";"T001019";"T001040";"H008592";"2014JJ00";"368512"
"1855";"T001038";"10000";"T001019";"T001040";"H008592";"2015JJ00";"364125"
"1856";"T001038";"10000";"T001019";"T001040";"H008592";"2016JJ00";"360116"
"1857";"T001038";"10000";"T001019";"T001040";"H008592";"2017JJ00";"356875"
"1858";"T001038";"10000";"T001019";"T001040";"H008592";"2018JJ00";"354136"
"1859";"T001038";"10000";"T001019";"T001040";"H008592";"2019JJ00";"351552"
"1860";"T001038";"10000";"T001019";"T001040";"H008592";"2020JJ00";"349284"
"1861";"T001038";"10000";"T001019";"T001040";"H008592";"2021JJ00";"345746"
"1862";"T001038";"10000";"T001019";"T001040";"H008592";"2022JJ00";"342925"
"1863";"T001038";"10000";"T001019";"T001040";"H008593";"1996JJ00";"559"
"1864";"T001038";"10000";"T001019";"T001040";"H008593";"1997JJ00";"685"
"1865";"T001038";"10000";"T001019";"T001040";"H008593";"1998JJ00";"826"
"1866";"T001038";"10000";"T001019";"T001040";"H008593";"1999JJ00";"1014"
"1867";"T001038";"10000";"T001019";"T001040";"H008593";"2000JJ00";"1121"
"1868";"T001038";"10000";"T001019";"T001040";"H008593";"2001JJ00";"1269"
"1869";"T001038";"10000";"T001019";"T001040";"H008593";"2002JJ00";"1404"
"1870";"T001038";"10000";"T001019";"T001040";"H008593";"2003JJ00";"1578"
"1871";"T001038";"10000";"T001019";"T001040";"H008593";"2004JJ00";"1739"
"1872";"T001038";"10000";"T001019";"T001040";"H008593";"2005JJ00";"1883"
"1873";"T001038";"10000";"T001019";"T001040";"H008593";"2006JJ00";"2015"
"1874";"T001038";"10000";"T001019";"T001040";"H008593";"2007JJ00";"2128"
"1875";"T001038";"10000";"T001019";"T001040";"H008593";"2008JJ00";"2197"
"1876";"T001038";"10000";"T001019";"T001040";"H008593";"2009JJ00";"2330"
"1877";"T001038";"10000";"T001019";"T001040";"H008593";"2010JJ00";"2466"
"1878";"T001038";"10000";"T001019";"T001040";"H008593";"2011JJ00";"2612"
"1879";"T001038";"10000";"T001019";"T001040";"H008593";"2012JJ00";"2753"
"1880";"T001038";"10000";"T001019";"T001040";"H008593";"2013JJ00";"2896"
"1881";"T001038";"10000";"T001019";"T001040";"H008593";"2014JJ00";"3028"
"1882";"T001038";"10000";"T001019";"T001040";"H008593";"2015JJ00";"3200"
"1883";"T001038";"10000";"T001019";"T001040";"H008593";"2016JJ00";"3393"
"1884";"T001038";"10000";"T001019";"T001040";"H008593";"2017JJ00";"3530"
"1885";"T001038";"10000";"T001019";"T001040";"H008593";"2018JJ00";"3699"
"1886";"T001038";"10000";"T001019";"T001040";"H008593";"2019JJ00";"3943"
"1887";"T001038";"10000";"T001019";"T001040";"H008593";"2020JJ00";"4155"
"1888";"T001038";"10000";"T001019";"T001040";"H008593";"2021JJ00";"4304"
"1889";"T001038";"10000";"T001019";"T001040";"H008593";"2022JJ00";"4556"
"1890";"T001038";"10000";"T001019";"T001040";"H008594";"1996JJ00";"11598"
"1891";"T001038";"10000";"T001019";"T001040";"H008594";"1997JJ00";"12101"
"1892";"T001038";"10000";"T001019";"T001040";"H008594";"1998JJ00";"12738"
"1893";"T001038";"10000";"T001019";"T001040";"H008594";"1999JJ00";"13635"
"1894";"T001038";"10000";"T001019";"T001040";"H008594";"2000JJ00";"14398"
"1895";"T001038";"10000";"T001019";"T001040";"H008594";"2001JJ00";"15165"
"1896";"T001038";"10000";"T001019";"T001040";"H008594";"2002JJ00";"16108"
"1897";"T001038";"10000";"T001019";"T001040";"H008594";"2003JJ00";"17026"
"1898";"T001038";"10000";"T001019";"T001040";"H008594";"2004JJ00";"17873"
"1899";"T001038";"10000";"T001019";"T001040";"H008594";"2005JJ00";"18528"
"1900";"T001038";"10000";"T001019";"T001040";"H008594";"2006JJ00";"18995"
"1901";"T001038";"10000";"T001019";"T001040";"H008594";"2007JJ00";"19266"
"1902";"T001038";"10000";"T001019";"T001040";"H008594";"2008JJ00";"19568"
"1903";"T001038";"10000";"T001019";"T001040";"H008594";"2009JJ00";"19976"
"1904";"T001038";"10000";"T001019";"T001040";"H008594";"2010JJ00";"20599"
"1905";"T001038";"10000";"T001019";"T001040";"H008594";"2011JJ00";"21073"
"1906";"T001038";"10000";"T001019";"T001040";"H008594";"2012JJ00";"21373"
"1907";"T001038";"10000";"T001019";"T001040";"H008594";"2013JJ00";"21783"
"1908";"T001038";"10000";"T001019";"T001040";"H008594";"2014JJ00";"22205"
"1909";"T001038";"10000";"T001019";"T001040";"H008594";"2015JJ00";"22700"
"1910";"T001038";"10000";"T001019";"T001040";"H008594";"2016JJ00";"23198"
"1911";"T001038";"10000";"T001019";"T001040";"H008594";"2017JJ00";"23956"
"1912";"T001038";"10000";"T001019";"T001040";"H008594";"2018JJ00";"25057"
"1913";"T001038";"10000";"T001019";"T001040";"H008594";"2019JJ00";"26152"
"1914";"T001038";"10000";"T001019";"T001040";"H008594";"2020JJ00";"27504"
"1915";"T001038";"10000";"T001019";"T001040";"H008594";"2021JJ00";"28399"
"1916";"T001038";"10000";"T001019";"T001040";"H008594";"2022JJ00";"29483"
"1917";"T001038";"10000";"T001019";"T001040";"H008595";"1996JJ00";"304"
"1918";"T001038";"10000";"T001019";"T001040";"H008595";"1997JJ00";"305"
"1919";"T001038";"10000";"T001019";"T001040";"H008595";"1998JJ00";"314"
"1920";"T001038";"10000";"T001019";"T001040";"H008595";"1999JJ00";"343"
"1921";"T001038";"10000";"T001019";"T001040";"H008595";"2000JJ00";"350"
"1922";"T001038";"10000";"T001019";"T001040";"H008595";"2001JJ00";"371"
"1923";"T001038";"10000";"T001019";"T001040";"H008595";"2002JJ00";"397"
"1924";"T001038";"10000";"T001019";"T001040";"H008595";"2003JJ00";"415"
"1925";"T001038";"10000";"T001019";"T001040";"H008595";"2004JJ00";"431"
"1926";"T001038";"10000";"T001019";"T001040";"H008595";"2005JJ00";"453"
"1927";"T001038";"10000";"T001019";"T001040";"H008595";"2006JJ00";"469"
"1928";"T001038";"10000";"T001019";"T001040";"H008595";"2007JJ00";"484"
"1929";"T001038";"10000";"T001019";"T001040";"H008595";"2008JJ00";"493"
"1930";"T001038";"10000";"T001019";"T001040";"H008595";"2009JJ00";"526"
"1931";"T001038";"10000";"T001019";"T001040";"H008595";"2010JJ00";"544"
"1932";"T001038";"10000";"T001019";"T001040";"H008595";"2011JJ00";"561"
"1933";"T001038";"10000";"T001019";"T001040";"H008595";"2012JJ00";"571"
"1934";"T001038";"10000";"T001019";"T001040";"H008595";"2013JJ00";"589"
"1935";"T001038";"10000";"T001019";"T001040";"H008595";"2014JJ00";"602"
"1936";"T001038";"10000";"T001019";"T001040";"H008595";"2015JJ00";"626"
"1937";"T001038";"10000";"T001019";"T001040";"H008595";"2016JJ00";"654"
"1938";"T001038";"10000";"T001019";"T001040";"H008595";"2017JJ00";"666"
"1939";"T001038";"10000";"T001019";"T001040";"H008595";"2018JJ00";"694"
"1940";"T001038";"10000";"T001019";"T001040";"H008595";"2019JJ00";"752"
"1941";"T001038";"10000";"T001019";"T001040";"H008595";"2020JJ00";"822"
"1942";"T001038";"10000";"T001019";"T001040";"H008595";"2021JJ00";"847"
"1943";"T001038";"10000";"T001019";"T001040";"H008595";"2022JJ00";"923"
"1944";"T001038";"10000";"T001019";"T001040";"H008596";"1996JJ00";"38"
"1945";"T001038";"10000";"T001019";"T001040";"H008596";"1997JJ00";"37"
"1946";"T001038";"10000";"T001019";"T001040";"H008596";"1998JJ00";"37"
"1947";"T001038";"10000";"T001019";"T001040";"H008596";"1999JJ00";"38"
"1948";"T001038";"10000";"T001019";"T001040";"H008596";"2000JJ00";"39"
"1949";"T001038";"10000";"T001019";"T001040";"H008596";"2001JJ00";"47"
"1950";"T001038";"10000";"T001019";"T001040";"H008596";"2002JJ00";"52"
"1951";"T001038";"10000";"T001019";"T001040";"H008596";"2003JJ00";"56"
"1952";"T001038";"10000";"T001019";"T001040";"H008596";"2004JJ00";"57"
"1953";"T001038";"10000";"T001019";"T001040";"H008596";"2005JJ00";"56"
"1954";"T001038";"10000";"T001019";"T001040";"H008596";"2006JJ00";"53"
"1955";"T001038";"10000";"T001019";"T001040";"H008596";"2007JJ00";"51"
"1956";"T001038";"10000";"T001019";"T001040";"H008596";"2008JJ00";"53"
"1957";"T001038";"10000";"T001019";"T001040";"H008596";"2009JJ00";"59"
"1958";"T001038";"10000";"T001019";"T001040";"H008596";"2010JJ00";"62"
"1959";"T001038";"10000";"T001019";"T001040";"H008596";"2011JJ00";"72"
"1960";"T001038";"10000";"T001019";"T001040";"H008596";"2012JJ00";"70"
"1961";"T001038";"10000";"T001019";"T001040";"H008596";"2013JJ00";"67"
"1962";"T001038";"10000";"T001019";"T001040";"H008596";"2014JJ00";"69"
"1963";"T001038";"10000";"T001019";"T001040";"H008596";"2015JJ00";"71"
"1964";"T001038";"10000";"T001019";"T001040";"H008596";"2016JJ00";"71"
"1965";"T001038";"10000";"T001019";"T001040";"H008596";"2017JJ00";"67"
"1966";"T001038";"10000";"T001019";"T001040";"H008596";"2018JJ00";"67"
"1967";"T001038";"10000";"T001019";"T001040";"H008596";"2019JJ00";"74"
"1968";"T001038";"10000";"T001019";"T001040";"H008596";"2020JJ00";"78"
"1969";"T001038";"10000";"T001019";"T001040";"H008596";"2021JJ00";"79"
"1970";"T001038";"10000";"T001019";"T001040";"H008596";"2022JJ00";"91"
"1971";"T001038";"10000";"T001019";"T001040";"H008597";"1996JJ00";"164"
"1972";"T001038";"10000";"T001019";"T001040";"H008597";"1997JJ00";"189"
"1973";"T001038";"10000";"T001019";"T001040";"H008597";"1998JJ00";"243"
"1974";"T001038";"10000";"T001019";"T001040";"H008597";"1999JJ00";"306"
"1975";"T001038";"10000";"T001019";"T001040";"H008597";"2000JJ00";"359"
"1976";"T001038";"10000";"T001019";"T001040";"H008597";"2001JJ00";"444"
"1977";"T001038";"10000";"T001019";"T001040";"H008597";"2002JJ00";"543"
"1978";"T001038";"10000";"T001019";"T001040";"H008597";"2003JJ00";"655"
"1979";"T001038";"10000";"T001019";"T001040";"H008597";"2004JJ00";"712"
"1980";"T001038";"10000";"T001019";"T001040";"H008597";"2005JJ00";"794"
"1981";"T001038";"10000";"T001019";"T001040";"H008597";"2006JJ00";"855"
"1982";"T001038";"10000";"T001019";"T001040";"H008597";"2007JJ00";"926"
"1983";"T001038";"10000";"T001019";"T001040";"H008597";"2008JJ00";"1031"
"1984";"T001038";"10000";"T001019";"T001040";"H008597";"2009JJ00";"1152"
"1985";"T001038";"10000";"T001019";"T001040";"H008597";"2010JJ00";"1377"
"1986";"T001038";"10000";"T001019";"T001040";"H008597";"2011JJ00";"1628"
"1987";"T001038";"10000";"T001019";"T001040";"H008597";"2012JJ00";"1915"
