buurtcode,buurtnaam,wijkcode,bevolkingsdichtheid_inwoners_per_km2,aantal_inwoners,mannen,vrouwen,percentage_personen_0_tot_15_jaar,percentage_personen_15_tot_25_jaar,percentage_personen_25_tot_45_jaar,percentage_personen_45_tot_65_jaar,percentage_personen_65_jaar_en_ouder,percentage_ongehuwd,percentage_gehuwd,percentage_gescheid,percentage_verweduwd,geboortes_per_1000_inwoners,aantal_huishoudens,percentage_eenpersoonshuishoudens,percentage_huishoudens_zonder_kinderen,percentage_huishoudens_met_kinderen,gemiddelde_huishoudsgrootte,percentage_westerse_migratieachtergrond,percentage_niet_westerse_migratieachtergrond,percentage_uit_marokko,percentage_uit_nederlandse_antillen_en_aruba,percentage_uit_suriname,percentage_uit_turkije,percentage_overige_nietwestersemigratieachtergrond,aantal_bedrijven_landbouw_bosbouw_visserij,aantal_bedrijven_nijverheid_energie,aantal_bedrijven_handel_en_horeca,aantal_bedrijven_vervoer_informatie_communicatie,aantal_bedrijven_financieel_onroerend_goed,aantal_bedrijven_zakelijke_dienstverlening,aantal_bedrijven_overheid_onderwijs_en_zorg,aantal_bedrijven_cultuur_recreatie_overige,aantal_bedrijfsvestigingen,woningvoorraad,gemiddelde_woningwaarde,percentage_eengezinswoning,percentage_meergezinswoning,percentage_bewoond,percentage_koopwoningen,percentage_huurwoningen,perc_huurwoningen_in_bezit_woningcorporaties,perc_huurwoningen_in_bezit_overige_verhuurders,percentage_woningen_met_eigendom_onbekend,percentage_bouwjaarklasse_tot_2000,percentage_bouwjaarklasse_vanaf_2000,percentage_leegstand_woningen,personenautos_totaal,personenautos_per_huishouden,personenautos_per_km2,motortweewielers_totaal,aantal_personenautos_met_brandstof_benzine,aantal_personenautos_met_overige_brandstof,huisartsenpraktijk_gemiddelde_afstand_in_km,huisartsenpraktijk_gemiddeld_aantal_binnen_1_km,huisartsenpraktijk_gemiddeld_aantal_binnen_3_km,huisartsenpraktijk_gemiddeld_aantal_binnen_5_km,apotheek_gemiddelde_afstand_in_km,grote_supermarkt_gemiddelde_afstand_in_km,grote_supermarkt_gemiddeld_aantal_binnen_1_km,grote_supermarkt_gemiddeld_aantal_binnen_3_km,grote_supermarkt_gemiddeld_aantal_binnen_5_km,winkels_ov_dagelijkse_levensm_gem_afst_in_km,winkels_ov_dagel_levensm_gem_aantal_binnen_1_km,winkels_ov_dagel_levensm_gem_aantal_binnen_3_km,winkels_ov_dagel_levensm_gem_aantal_binnen_5_km,warenhuis_gemiddelde_afstand_in_km,warenhuis_gemiddeld_aantal_binnen_5_km,warenhuis_gemiddeld_aantal_binnen_10_km,warenhuis_gemiddeld_aantal_binnen_20_km,cafe_gemiddelde_afstand_in_km,cafe_gemiddeld_aantal_binnen_1_km,cafe_gemiddeld_aantal_binnen_3_km,cafe_gemiddeld_aantal_binnen_5_km,cafetaria_gemiddelde_afstand_in_km,cafetaria_gemiddeld_aantal_binnen_1_km,cafetaria_gemiddeld_aantal_binnen_3_km,cafetaria_gemiddeld_aantal_binnen_5_km,restaurant_gemiddelde_afstand_in_km,restaurant_gemiddeld_aantal_binnen_1_km,restaurant_gemiddeld_aantal_binnen_3_km,restaurant_gemiddeld_aantal_binnen_5_km,hotel_gemiddelde_afstand_in_km,hotel_gemiddeld_aantal_binnen_5_km,hotel_gemiddeld_aantal_binnen_10_km,hotel_gemiddeld_aantal_binnen_20_km,kinderdagverblijf_gemiddelde_afstand_in_km,kinderdagverblijf_gemiddeld_aantal_binnen_1_km,kinderdagverblijf_gemiddeld_aantal_binnen_3_km,kinderdagverblijf_gemiddeld_aantal_binnen_5_km,buitenschoolse_opvang_gem_afstand_in_km,buitenschoolse_opvang_gemiddeld_aantal_binnen_1_km,buitenschoolse_opvang_gemiddeld_aantal_binnen_3_km,buitenschoolse_opvang_gemiddeld_aantal_binnen_5_km,basisonderwijs_gemiddelde_afstand_in_km,basisonderwijs_gemiddeld_aantal_binnen_1_km,basisonderwijs_gemiddeld_aantal_binnen_3_km,basisonderwijs_gemiddeld_aantal_binnen_5_km,voortgezet_onderwijs_gem_afstand_in_km,voortgezet_onderwijs_gemiddeld_aantal_binnen_3_km,voortgezet_onderwijs_gemiddeld_aantal_binnen_5_km,voortgezet_onderwijs_gemiddeld_aantal_binnen_10_km,vmbo_gemiddelde_afstand_in_km,vmbo_gemiddeld_aantal_binnen_3_km,vmbo_gemiddeld_aantal_binnen_5_km,vmbo_gemiddeld_aantal_binnen_10_km,havo_vwo_gemiddelde_afstand_in_km,havo_vwo_gemiddeld_aantal_binnen_3_km,havo_vwo_gemiddeld_aantal_binnen_5_km,havo_vwo_gemiddeld_aantal_binnen_10_km,brandweerkazerne_gemiddelde_afstand_in_km,zwembad_gemiddelde_afstand_in_km,kunstijsbaan_gemiddelde_afstand_in_km,bibliotheek_gemiddelde_afstand_in_km,bioscoop_gemiddelde_afstand_in_km,bioscoop_gemiddeld_aantal_binnen_5_km,bioscoop_gemiddeld_aantal_binnen_10_km,bioscoop_gemiddeld_aantal_binnen_20_km,sauna_gemiddelde_afstand_in_km,zonnebank_gemiddelde_afstand_in_km,attractiepark_gemiddelde_afstand_in_km,attractiepark_gemiddeld_aantal_binnen_10_km,attractiepark_gemiddeld_aantal_binnen_20_km,attractiepark_gemiddeld_aantal_binnen_50_km,wijknaam
BU03638805,Nieuw Sloten Noordoost,WK036388,7232.0,3180.0,1580.0,1605.0,15.0,10.0,26.0,29.0,20.0,47.0,40.0,7.0,5.0,10.0,1455.0,36.0,29.0,34.0,2.2,14.0,34.0,10.0,1.0,5.0,7.0,10.0,0.0,25.0,40.0,50.0,15.0,85.0,65.0,30.0,315.0,1358.0,413.0,70.0,30.0,98.0,35.0,65.0,33.0,32.0,0.0,100.0,0.0,2.0,1230.0,0.8,2810.0,75.0,1020.0,210.0,0.4,2.6,19.8,51.9,1.1,0.8,1.4,23.1,63.2,0.8,3.4,91.8,261.5,2.0,4.2,18.0,40.8,1.3,0.1,17.5,77.5,0.9,0.9,63.4,175.6,0.9,1.5,93.4,361.0,1.4,49.4,429.3,520.2,0.4,5.7,48.5,139.6,0.5,3.7,28.2,86.8,0.4,3.1,21.4,59.0,0.9,6.4,15.6,57.3,0.9,6.4,12.0,41.1,0.9,3.4,11.6,41.4,2.5,3.6,10.5,2.0,5.4,0.0,11.0,19.0,1.3,1.8,3.5,7.0,21.0,71.0,Sloter-/Riekerpolder
BU03638806,Belgiëplein e.o.,WK036388,13988.0,1120.0,530.0,585.0,7.0,9.0,29.0,25.0,29.0,46.0,35.0,11.0,7.0,14.0,665.0,52.0,32.0,17.0,1.7,24.0,35.0,6.0,1.0,6.0,6.0,17.0,0.0,5.0,25.0,20.0,5.0,35.0,30.0,25.0,140.0,636.0,344.0,1.0,99.0,96.0,43.0,57.0,40.0,17.0,0.0,100.0,0.0,4.0,380.0,0.6,4556.0,30.0,315.0,65.0,0.2,2.8,17.5,38.9,0.3,0.2,2.0,19.4,54.3,0.2,4.0,78.1,210.7,2.4,2.3,17.7,40.5,1.7,0.0,14.8,55.4,0.2,2.0,53.1,138.0,0.2,2.3,74.6,296.7,1.4,37.6,428.9,520.8,0.1,6.3,38.2,121.7,0.3,5.9,27.1,73.1,0.5,2.7,18.6,49.8,0.3,5.1,12.6,56.9,0.3,5.1,10.9,40.9,0.3,2.3,9.0,42.1,2.5,3.5,10.7,2.4,5.7,0.0,11.0,19.0,1.4,1.9,3.5,7.0,21.2,73.0,Sloter-/Riekerpolder
BU03638807,Nieuw Sloten Zuidwest,WK036388,10327.0,2270.0,1120.0,1150.0,15.0,15.0,21.0,40.0,11.0,50.0,43.0,6.0,1.0,6.0,895.0,21.0,30.0,49.0,2.5,18.0,26.0,3.0,1.0,7.0,5.0,10.0,0.0,20.0,30.0,30.0,20.0,75.0,50.0,30.0,255.0,837.0,451.0,88.0,12.0,99.0,96.0,4.0,0.0,4.0,0.0,100.0,0.0,1.0,955.0,1.1,4425.0,80.0,795.0,160.0,0.7,1.9,15.7,30.6,0.7,0.6,1.7,18.3,45.1,0.6,3.5,72.1,167.2,2.5,2.0,17.1,40.4,1.7,0.1,11.9,41.3,0.5,1.8,44.0,111.9,0.4,1.9,56.4,224.1,1.4,27.8,424.2,520.9,0.6,4.2,32.5,102.0,0.4,4.9,26.9,60.9,0.8,1.4,18.3,42.6,0.5,3.5,9.8,55.1,0.5,3.5,9.0,39.5,0.6,2.0,6.6,41.0,2.9,3.2,11.3,2.5,6.3,0.0,11.0,19.0,1.7,1.7,3.3,7.2,21.6,73.0,Sloter-/Riekerpolder
BU03638808,Nieuw Sloten Zuidoost,WK036388,9396.0,2160.0,1085.0,1075.0,18.0,12.0,31.0,28.0,11.0,59.0,31.0,7.0,2.0,14.0,920.0,34.0,23.0,43.0,2.3,18.0,34.0,11.0,1.0,7.0,6.0,9.0,0.0,35.0,35.0,30.0,10.0,75.0,60.0,30.0,275.0,869.0,424.0,67.0,33.0,96.0,19.0,81.0,0.0,81.0,0.0,91.0,9.0,4.0,710.0,0.8,3121.0,75.0,595.0,115.0,0.5,2.2,16.8,46.3,0.8,0.6,2.0,19.4,58.9,0.5,4.0,79.3,241.2,2.4,3.6,18.0,41.0,1.6,0.0,15.1,69.7,0.6,1.9,56.6,163.1,0.6,2.8,89.3,344.6,1.1,47.7,431.0,521.1,0.3,5.7,41.8,132.1,0.3,4.3,25.6,82.9,0.4,2.1,17.5,55.7,0.5,5.9,15.2,58.5,0.5,5.9,11.6,42.1,0.5,2.9,11.5,42.4,2.3,3.5,10.4,2.4,5.4,0.0,11.0,19.0,1.1,2.0,3.9,7.2,21.3,72.7,Sloter-/Riekerpolder
BU03638809,Dorp Sloten,WK036388,1287.0,695.0,345.0,355.0,12.0,12.0,18.0,38.0,20.0,47.0,39.0,8.0,5.0,10.0,325.0,35.0,31.0,34.0,2.1,13.0,7.0,0.0,1.0,1.0,0.0,5.0,0.0,25.0,30.0,15.0,20.0,55.0,20.0,25.0,190.0,273.0,437.0,76.0,24.0,90.0,74.0,26.0,5.0,21.0,0.0,89.0,11.0,10.0,370.0,1.1,681.0,55.0,300.0,70.0,1.1,0.3,13.9,24.2,1.4,1.4,0.0,16.6,33.4,0.4,2.3,68.0,128.7,2.8,1.9,16.9,40.0,0.6,2.0,11.3,28.3,0.4,2.2,39.2,90.4,0.3,3.0,49.3,142.3,1.4,19.6,414.1,520.7,0.8,1.4,31.2,71.4,0.8,1.8,29.2,44.4,0.8,1.3,19.1,31.6,1.1,3.0,6.9,52.1,1.1,3.0,6.9,38.4,1.5,2.0,3.9,38.1,1.9,1.9,11.9,2.0,7.0,0.0,10.9,19.0,1.0,1.4,2.9,7.5,21.9,73.1,Sloter-/Riekerpolder
BU03638900,Louis Chrispijnbuurt,WK036389,8967.0,3230.0,1550.0,1675.0,15.0,17.0,28.0,21.0,19.0,59.0,27.0,10.0,4.0,12.0,1725.0,57.0,18.0,25.0,1.9,17.0,48.0,19.0,1.0,8.0,8.0,12.0,0.0,35.0,80.0,45.0,15.0,70.0,70.0,45.0,360.0,1506.0,318.0,22.0,78.0,92.0,20.0,80.0,65.0,15.0,0.0,86.0,14.0,8.0,835.0,0.5,2332.0,65.0,695.0,140.0,0.3,2.9,23.9,75.2,0.3,0.3,4.0,33.5,96.3,0.2,16.0,126.0,429.7,1.8,5.2,17.9,41.0,0.5,3.4,29.3,192.2,0.3,8.8,89.3,321.1,0.3,19.0,175.5,749.8,1.3,133.3,430.7,521.3,0.3,5.2,78.9,212.7,0.4,2.9,38.1,116.5,0.3,2.3,25.8,84.0,0.7,8.9,23.7,62.6,0.7,8.9,15.2,45.3,1.1,5.9,18.7,42.4,2.1,3.3,9.9,1.7,4.1,3.9,11.0,19.0,1.3,0.4,3.6,7.0,21.0,68.0,Slotervaart Zuid
BU03638901,Jacques Veltmanbuurt,WK036389,12369.0,3585.0,1735.0,1850.0,16.0,17.0,39.0,17.0,12.0,63.0,26.0,7.0,3.0,12.0,2000.0,57.0,21.0,22.0,1.8,21.0,47.0,18.0,1.0,4.0,8.0,17.0,0.0,30.0,55.0,60.0,5.0,80.0,70.0,45.0,345.0,1903.0,285.0,20.0,80.0,96.0,22.0,78.0,62.0,16.0,0.0,67.0,33.0,4.0,825.0,0.4,2804.0,70.0,675.0,150.0,0.6,1.9,25.8,84.6,0.6,0.4,4.2,35.3,109.6,0.2,17.3,143.1,535.0,2.0,7.1,17.6,41.0,0.3,3.1,45.2,262.7,0.3,9.5,107.6,428.4,0.2,21.3,241.1,999.0,0.8,168.0,433.3,522.9,0.6,6.5,89.2,233.4,0.6,3.3,42.5,121.6,0.7,2.5,25.2,86.1,0.3,9.4,28.7,66.2,0.3,8.8,18.6,47.9,1.1,6.4,22.9,44.2,1.6,3.0,9.3,1.7,3.6,5.2,11.6,19.0,1.2,0.5,3.3,7.0,21.0,68.3,Slotervaart Zuid
BU03638902,Staalmanbuurt,WK036389,10055.0,3115.0,1500.0,1620.0,22.0,13.0,33.0,20.0,12.0,58.0,29.0,9.0,4.0,15.0,1275.0,38.0,18.0,44.0,2.4,11.0,65.0,33.0,1.0,7.0,9.0,14.0,0.0,20.0,30.0,55.0,15.0,65.0,50.0,40.0,280.0,1363.0,383.0,12.0,88.0,89.0,16.0,84.0,76.0,7.0,0.0,43.0,57.0,11.0,735.0,0.6,2402.0,70.0,560.0,175.0,0.3,1.4,18.6,77.6,1.0,0.7,2.4,27.9,99.7,0.3,6.6,99.0,469.3,1.9,6.8,18.0,41.0,0.5,2.0,28.5,204.2,0.7,4.6,75.1,363.1,0.2,9.8,186.9,863.5,0.5,138.7,431.3,523.5,0.3,5.0,71.7,216.8,0.3,2.4,31.3,114.0,0.3,1.7,22.2,79.5,0.9,7.7,28.6,63.7,0.9,6.9,18.8,46.5,1.8,4.9,22.7,43.2,1.3,3.7,9.3,2.4,4.2,4.1,11.0,19.0,0.5,1.1,4.0,7.0,21.0,69.1,Slotervaart Zuid
BU03638903,Medisch Centrum Slotervaart,WK036389,2755.0,800.0,420.0,380.0,6.0,45.0,35.0,7.0,7.0,85.0,6.0,7.0,2.0,11.0,645.0,90.0,4.0,6.0,1.2,24.0,39.0,11.0,2.0,5.0,3.0,18.0,0.0,10.0,20.0,20.0,10.0,35.0,25.0,40.0,155.0,287.0,297.0,0.0,100.0,97.0,0.0,100.0,100.0,0.0,0.0,62.0,38.0,3.0,90.0,0.1,317.0,10.0,70.0,20.0,0.8,2.0,14.8,66.5,1.3,0.9,0.7,23.9,84.6,0.9,1.3,84.7,360.3,2.3,6.0,18.0,41.0,0.9,0.7,22.7,119.7,0.9,1.2,70.2,258.9,0.1,6.3,137.1,578.5,0.5,106.9,431.0,522.7,0.2,6.1,56.8,183.9,0.8,3.2,23.9,104.7,0.6,2.7,16.8,72.3,1.2,7.0,23.0,62.0,1.2,7.0,15.6,45.0,1.2,4.0,18.0,43.0,1.5,4.2,9.7,2.6,4.7,1.0,11.0,19.0,0.4,1.3,4.4,7.0,21.0,70.0,Slotervaart Zuid
BU03639000,Gelderlandpleinbuurt,WK036390,9946.0,4575.0,2120.0,2460.0,11.0,11.0,36.0,19.0,24.0,56.0,28.0,8.0,7.0,13.0,2750.0,56.0,25.0,18.0,1.7,31.0,27.0,2.0,1.0,4.0,2.0,18.0,0.0,35.0,150.0,55.0,45.0,145.0,100.0,80.0,610.0,2651.0,409.0,1.0,99.0,93.0,33.0,66.0,29.0,38.0,0.0,93.0,7.0,7.0,1345.0,0.5,2955.0,70.0,1175.0,175.0,0.4,1.6,18.6,67.8,0.4,0.3,6.2,28.8,94.4,0.3,22.2,117.6,472.3,0.5,8.2,19.0,35.0,0.7,1.1,19.2,235.6,0.3,10.8,73.0,372.4,0.3,24.9,210.6,1076.0,0.5,198.5,440.3,509.0,0.5,4.5,61.2,205.9,0.4,3.0,36.1,99.1,0.5,1.6,25.9,56.1,1.0,16.2,33.5,69.8,1.0,8.7,21.3,51.4,1.1,14.0,24.8,48.0,3.7,2.8,6.7,0.4,3.5,5.8,12.7,18.0,2.4,1.5,1.6,8.0,17.0,69.9,Buitenveldert-West
BU03639002,Buitenveldert Midden Zuid,WK036390,7676.0,3840.0,1815.0,2020.0,15.0,12.0,40.0,21.0,13.0,62.0,28.0,7.0,3.0,9.0,2105.0,54.0,22.0,24.0,1.8,29.0,31.0,3.0,1.0,4.0,2.0,21.0,0.0,35.0,70.0,55.0,35.0,130.0,120.0,75.0,525.0,2056.0,410.0,11.0,89.0,90.0,44.0,56.0,18.0,37.0,0.0,99.0,1.0,10.0,1070.0,0.5,2128.0,80.0,895.0,175.0,0.4,2.1,13.3,48.7,0.3,0.5,3.3,20.4,71.7,0.2,19.4,73.9,333.8,1.2,7.0,19.0,33.9,1.0,0.5,8.1,109.5,0.4,5.0,46.6,248.5,0.2,16.0,124.1,701.2,0.5,115.8,436.5,502.8,0.2,6.9,35.8,169.0,0.3,5.1,25.1,77.6,0.3,3.5,15.7,47.9,0.3,10.1,29.6,66.4,0.3,6.9,19.0,49.3,0.4,9.0,22.3,46.1,3.7,3.4,7.3,1.3,4.2,1.6,12.0,17.9,2.1,0.9,0.9,8.1,16.2,68.2,Buitenveldert-West
BU03639003,Buitenveldert Zuidwest,WK036390,5826.0,4075.0,1935.0,2145.0,14.0,8.0,27.0,22.0,28.0,49.0,31.0,11.0,8.0,10.0,2285.0,59.0,19.0,22.0,1.8,27.0,22.0,1.0,1.0,4.0,1.0,15.0,0.0,50.0,145.0,90.0,110.0,290.0,180.0,90.0,950.0,2325.0,474.0,26.0,74.0,92.0,37.0,63.0,28.0,34.0,0.0,94.0,6.0,8.0,1425.0,0.6,2043.0,75.0,1160.0,265.0,0.5,1.7,13.9,47.9,0.5,0.4,1.9,21.6,66.0,0.5,9.9,82.5,310.9,1.7,7.0,19.0,35.2,0.7,2.5,11.0,81.7,0.5,3.5,50.2,214.1,0.3,9.3,142.1,583.5,0.5,84.4,438.6,510.8,0.3,4.7,42.0,166.8,0.8,1.2,31.3,84.9,0.9,0.9,16.0,49.4,0.5,8.6,27.2,66.4,0.5,7.0,17.4,49.4,0.5,7.6,21.3,46.0,3.8,4.1,8.1,1.7,4.8,0.7,12.0,18.1,1.2,0.7,1.9,8.8,17.0,69.7,Buitenveldert-West
BU03639004,Amsterdamse Bos,WK036390,89.0,70.0,35.0,30.0,6.0,15.0,21.0,35.0,24.0,59.0,26.0,12.0,3.0,0.0,35.0,47.0,28.0,25.0,1.9,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,5.0,15.0,10.0,55.0,23.0,0.0,83.0,17.0,43.0,48.0,52.0,0.0,52.0,0.0,83.0,17.0,57.0,40.0,0.0,0.0,10.0,30.0,10.0,1.5,0.1,8.1,48.0,1.4,1.8,0.0,13.3,61.8,1.4,0.1,52.5,314.8,2.7,6.4,17.8,36.3,1.5,0.0,14.6,101.3,1.5,0.1,43.8,216.2,0.7,0.6,106.0,606.8,1.7,96.0,417.3,514.8,1.6,0.0,31.0,155.6,1.6,0.0,16.7,81.9,1.8,0.0,8.9,46.4,1.9,5.3,25.1,62.9,1.9,3.6,16.3,46.4,1.9,4.9,19.4,43.6,3.8,4.7,8.9,2.2,5.0,1.3,11.4,18.7,2.6,2.7,4.1,6.9,17.0,69.6,Buitenveldert-West
BU03639008,Buitenveldert West Midden,WK036390,4100.0,985.0,475.0,510.0,12.0,11.0,18.0,26.0,32.0,43.0,39.0,8.0,9.0,6.0,525.0,50.0,25.0,25.0,1.9,30.0,16.0,1.0,1.0,2.0,1.0,12.0,0.0,25.0,20.0,15.0,55.0,50.0,25.0,15.0,205.0,505.0,807.0,34.0,66.0,94.0,51.0,49.0,30.0,19.0,0.0,62.0,38.0,6.0,450.0,0.9,1856.0,25.0,360.0,90.0,0.6,2.3,13.9,64.1,0.7,0.8,3.4,25.5,88.2,0.5,12.8,94.0,419.9,1.2,8.0,19.0,36.5,0.4,1.6,17.0,166.5,0.6,5.3,60.8,316.2,0.3,11.7,174.2,870.3,1.0,140.8,438.8,515.7,0.6,2.9,50.3,202.8,0.9,1.0,31.6,101.7,1.1,0.5,21.0,58.9,1.0,12.4,32.4,66.6,1.0,7.1,21.5,49.5,1.1,11.3,24.3,46.1,3.8,3.7,7.6,1.2,4.1,2.9,12.0,18.5,1.5,1.3,2.2,8.3,17.1,70.0,Buitenveldert-West
BU03639009,Zuiderhof,WK036390,111.0,20.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,81.0,6.0,13.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,155.0,110.0,0.0,5.0,300.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,5.0,35.0,20.0,0.5,1.0,18.4,82.1,0.4,0.9,1.4,29.7,109.0,0.4,3.9,120.5,526.8,1.6,8.0,19.7,38.0,0.5,2.4,29.7,246.5,0.7,5.3,80.6,408.9,0.7,8.0,232.8,1111.0,0.8,184.5,442.2,518.0,0.6,4.2,78.1,246.3,0.6,4.5,38.1,121.2,0.9,2.0,26.4,74.2,0.9,14.4,35.1,68.0,0.9,7.0,23.1,50.0,0.9,12.4,27.4,47.0,2.9,3.8,7.7,1.1,3.8,5.5,12.5,19.0,1.7,1.8,3.1,8.0,19.0,71.0,Buitenveldert-West
BU03639100,De Klenckebuurt,WK036391,5831.0,755.0,360.0,400.0,11.0,3.0,33.0,17.0,36.0,47.0,34.0,11.0,8.0,11.0,390.0,52.0,30.0,18.0,1.7,28.0,24.0,2.0,1.0,4.0,2.0,15.0,0.0,0.0,15.0,10.0,30.0,50.0,15.0,15.0,140.0,406.0,499.0,0.0,100.0,93.0,35.0,64.0,9.0,55.0,0.0,88.0,12.0,7.0,255.0,0.7,1922.0,15.0,220.0,35.0,0.8,0.9,20.0,66.2,0.7,0.4,4.6,27.0,93.6,0.8,13.3,126.3,469.0,1.0,7.0,19.1,34.0,1.4,0.0,22.3,244.7,0.5,7.8,77.6,366.8,0.4,16.6,207.0,1081.0,0.7,206.6,441.0,503.1,0.5,3.0,64.6,197.8,0.5,3.2,35.5,91.5,0.5,1.6,23.6,53.4,1.3,18.0,34.2,71.5,1.3,10.5,21.4,52.8,1.3,15.0,25.4,49.0,3.4,2.3,6.2,0.8,3.1,6.2,13.1,18.0,3.1,1.8,1.3,8.0,16.6,68.5,Buitenveldert-Oost
BU03639102,Buitenveldert Zuidoost,WK036391,6452.0,3935.0,1880.0,2060.0,12.0,12.0,33.0,20.0,23.0,57.0,28.0,8.0,7.0,8.0,2210.0,62.0,19.0,19.0,1.7,29.0,29.0,2.0,1.0,2.0,2.0,22.0,0.0,25.0,60.0,50.0,80.0,195.0,100.0,60.0,570.0,2202.0,443.0,14.0,86.0,93.0,37.0,62.0,15.0,47.0,0.0,96.0,4.0,7.0,1220.0,0.6,2003.0,65.0,1010.0,210.0,1.1,0.5,12.3,47.6,0.8,0.3,3.2,20.8,72.5,0.3,12.7,79.1,324.6,1.2,6.9,19.0,33.1,1.7,0.0,7.8,117.6,0.3,3.3,48.5,251.3,0.2,15.6,133.0,714.9,0.5,131.2,436.6,500.8,0.3,6.1,34.6,153.0,0.3,5.8,20.1,71.9,0.3,4.0,13.3,44.0,0.3,10.2,30.5,67.2,0.3,6.7,19.1,49.6,0.3,8.3,23.3,46.5,4.0,2.9,6.7,1.3,3.7,2.0,12.1,17.2,2.7,1.5,0.4,7.2,13.9,68.0,Buitenveldert-Oost
BU03639103,Amstelpark,WK036391,22.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,5.0,2.6,0.0,2.7,31.3,2.3,1.8,0.2,8.3,39.8,1.8,0.4,32.2,174.5,2.8,4.4,17.4,32.2,3.3,0.0,0.9,49.3,0.3,3.8,16.7,119.3,1.1,1.4,41.4,324.6,2.0,44.7,417.5,494.8,1.4,0.2,11.7,90.4,1.4,0.2,9.1,44.3,1.5,0.2,6.3,26.9,1.4,3.9,22.5,60.6,1.4,3.9,14.2,44.2,1.4,2.7,17.3,44.0,4.8,3.6,7.4,2.9,4.4,1.0,12.0,16.2,4.3,2.9,0.6,7.0,13.0,67.2,Buitenveldert-Oost
BU03639200,Hoofdcentrum Zuidoost,WK036392,38.0,15.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,75.0,25.0,50.0,55.0,5.0,15.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,35.0,35.0,2.0,0.0,8.6,23.9,1.7,1.6,0.0,4.5,18.2,1.2,0.6,30.2,92.5,2.0,1.1,20.1,32.7,0.5,1.0,6.2,19.5,0.6,6.6,49.5,96.4,0.3,8.5,52.1,123.6,0.4,20.0,402.2,495.0,1.0,0.6,12.4,59.1,2.1,0.0,7.1,39.0,2.2,0.0,4.8,27.4,1.7,3.4,5.4,55.5,1.7,3.4,5.4,39.5,1.7,2.4,4.1,39.8,3.1,2.3,6.4,1.9,1.0,1.0,9.4,14.7,4.7,5.0,1.3,7.0,13.0,64.6,Amstel III/Bullewijk
BU03639201,Amstel III deel A/B Noord,WK036392,79.0,65.0,45.0,15.0,3.0,6.0,77.0,11.0,2.0,81.0,15.0,3.0,2.0,0.0,55.0,89.0,9.0,2.0,1.1,53.0,34.0,0.0,2.0,0.0,5.0,27.0,0.0,55.0,125.0,145.0,445.0,260.0,50.0,40.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,5.0,155.0,160.0,1.4,0.1,14.0,26.0,1.3,1.2,0.2,7.4,18.5,0.7,3.2,45.9,96.0,1.5,1.4,17.9,33.9,0.9,0.7,7.7,18.2,0.5,9.6,55.6,88.9,0.5,11.6,59.8,111.8,0.3,20.9,371.5,496.4,0.6,1.6,23.1,61.0,1.5,0.1,12.1,41.9,1.5,0.0,9.7,31.8,2.3,3.0,5.0,53.3,2.3,3.0,5.0,37.3,2.3,2.2,4.0,38.3,2.7,1.8,6.9,1.4,0.9,1.0,8.4,15.0,4.9,5.1,1.7,7.0,13.0,63.8,Amstel III/Bullewijk
